Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2009;13.769.332;645.343;12.728.048;2.870.841;12.600;247.358;30.273.522;-17.879.456;-496.420;-515.136;0;-3.280.446;-22.171.458;8.102.064;1.567.771;1.234.078;-2.455.662;-4.915.371;-761.301;1.479.166;2.878.952;-2.742.824;-3.715.191;4.386.873;69.398;4.456.271;-84.395;-938.646;3.433.230;-2.025.000
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;12/2009;18.836.753;25.358;8.668.987;-617.712;604.170;326.043;27.843.601;-13.023.747;-1.093.572;-22.015;0;-5.233.321;-19.372.656;8.470.945;3.855.721;1.425.918;-4.897.072;-3.906.629;-1.337.558;747.386;8.688.592;-3.313.488;1.262.870;9.733.815;147.731;9.881.545;-2.964.977;-782.610;6.133.959;-954.012
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;12.633.766;2.246.497;10.412.493;1.911.714;66.788;276.616;27.547.875;-14.537.969;-776.007;-1.822.584;0;-4.268.692;-21.405.252;6.142.624;2.010.156;1.123.584;-3.255.306;-3.992.061;-864.832;3.140.222;2.721.803;-3.139.016;-2.255.450;3.887.174;-48.627;3.838.547;153.383;0;3.991.930;-1.012.980
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;;b1;3;8;SAO PAULO;SP;12/2009;11.502.187;180.618;7.972.685;276.030;976.132;149.089;21.056.741;-9.055.588;-414.871;-163.733;0;-4.710.787;-14.344.978;6.711.762;2.227.748;871.234;-2.346.653;-5.240.416;-1.045.987;762.198;1.981.068;-5.545.801;-8.336.610;-1.624.848;2.828.104;1.203.256;12.840;-417.440;798.656;-200.000
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;12/2009;7.584.571;0;7.746.152;-12.821;0;1.532.610;16.850.512;-7.981.312;-1.399.654;0;-1.414;-1.773.148;-11.155.528;5.694.985;4.342.807;417.174;-4.797.513;-2.633.415;-627.774;153.679;2.802.275;-3.667.284;-4.010.051;1.684.934;-75.952;1.608.982;588.113;-354.911;1.842.183;-247.253
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;12/2009;7.371.606;0;2.689.559;-544.162;0;0;9.517.003;-1.013.885;-6.973.544;0;-27.738;739.114;-7.276.053;2.240.950;74.547;0;-398.121;-162.615;-158.000;3.377.981;6.160.583;-4.652.157;4.242.219;6.483.170;-6.170;6.477.000;-443.947;0;6.033.053;0
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;12/2009;4.012.044;1.359.383;1.978.905;-83.321;178.686;17.825;7.463.521;-2.902.364;-80.221;-1.049.501;0;-1.365.989;-5.398.074;2.065.447;675.036;305.285;-921.011;-1.668.730;-244.218;282.345;392.645;-390.983;-1.569.630;495.816;-18.881;476.935;94.418;-149.421;421.932;-347.500
BFB LEASING S.A. ARRENDAMENTO MERCANTIL;43425008;ITAU;10069;;n1;2;19;SAO PAULO;SP;12/2009;4.818;4.322.506;2.414.718;0;0;0;6.742.042;-1.915.538;0;-3.108.771;0;-514.204;-5.538.513;1.203.529;17.795;23.611;-3;-100.498;-48.800;209.427;243.841;-10.498;334.875;1.538.403;25.152;1.563.556;-542.173;0;1.021.383;0
BANCO BRADESCO FINANCIAMENTOS S.A.;7207996;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2009;2.484.840;2.654.664;1.298.963;0;0;0;6.438.466;-2.026.267;0;-2.105.156;0;-858.421;-4.989.844;1.448.623;2.661;771;-32.529;-193.255;-35.332;22.635;98.505;-607.262;-743.806;704.817;-165.600;539.216;-167.988;0;371.228;0
BANCO ITAUCARD S.A.;17192451;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2009;3.762.852;2.201.593;284.894;-36.987;0;0;6.212.351;-876.544;-283.342;-1.864.856;-149;-2.660.515;-5.685.406;526.945;1.657.182;134.257;-44.744;-2.044.438;-225.817;378.937;556.130;-2.045.774;-1.634.267;-1.107.322;180.656;-926.666;830.432;-6.437;-102.671;-887.512
