Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
BANCO DO BRASIL S.A.;0;BB;49906;80329;b1;1;1;BRASILIA;DF;12/2014;42.930.557;0;26.344.554;-1.553.884;0;2.781.635;70.502.863;-39.292.482;-13.598.761;0;-571.714;-9.418.927;-62.881.885;7.620.978;5.588.297;3.116.432;-8.840.495;-7.716.412;-1.730.243;4.679.030;6.569.949;-3.927.608;-2.261.050;5.359.928;64.252;5.424.180;984.794;-741.691;5.667.283;-1.891.988
ITAÚ UNIBANCO S.A.;60701190;ITAU;10069;80099;b1;2;8;SAO PAULO;SP;12/2014;23.592.471;443.092;29.144.434;265.905;1.372.845;2.485.530;57.304.277;-41.827.230;-10.179.638;-464.488;0;-6.743.940;-59.215.296;-1.911.018;3.543.833;2.904.053;-3.969.231;-6.090.498;-802.231;10.110.869;2.201.428;-4.824.309;3.073.914;1.162.895;1.669;1.164.565;3.961.910;-1.420.765;3.705.710;0
CAIXA ECONOMICA FEDERAL;360305;;;80738;b1;1;6;BRASILIA;DF;12/2014;33.868.737;0;15.334.117;2.352.988;0;4.693.625;56.249.467;-31.307.868;-6.635.744;0;-1.329.934;-6.725.992;-45.999.538;10.249.929;7.881.377;1.754.644;-9.340.738;-3.977.964;-1.421.157;436.076;4.554.148;-7.277.223;-7.390.838;2.859.091;-328.759;2.530.331;2.015.000;-843.013;3.702.318;-1.241.040
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;80075;b1;2;8;OSASCO;SP;12/2014;22.689.716;261.912;24.142.985;-1.998.200;1.604.251;2.047.739;48.748.402;-34.405.122;-10.694.850;-258.424;0;-5.693.027;-51.051.423;-2.303.022;3.214.921;2.305.029;-6.043.501;-6.076.075;-703.748;12.345.513;3.907.215;-2.709.905;6.239.449;3.936.428;-151.922;3.784.506;4.083.382;0;7.867.888;-2.028.110
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;81847;b4;1;4;RIO DE JANEIRO;RJ;12/2014;33.384.372;0;4.005.055;-688.370;31.273;0;36.732.331;-1.067.133;-29.414.174;0;0;-669.536;-31.150.844;5.581.487;146.695;0;-456.441;-207.015;-335.235;-262.705;927.737;-716.802;-903.765;4.677.722;4.280;4.682.002;-1.403.438;-156.335;3.122.228;0
BANCO SANTANDER (BRASIL) S.A.;90400888;SANTANDER;30379;80185;b1;3;8;SAO PAULO;SP;12/2014;15.898.248;30.024;13.555.617;-75.254;863.651;1.483.069;31.755.355;-22.075.309;-1.303.185;-30.860;0;-3.855.543;-27.264.897;4.490.458;3.702.118;1.193.022;-3.124.016;-6.095.490;-1.114.588;4.236.117;2.848.636;-7.370.491;-5.724.691;-1.234.233;96.560;-1.137.672;2.665.232;-415.249;1.112.311;-690.000
BANCO ITAUCARD S.A.;17192451;ITAU;10069;80099;b2;2;8;SAO PAULO;SP;12/2014;7.727.205;3.508.653;198.907;-80.574;0;112.040;11.466.230;-4.213.234;-596.156;-3.517.647;-4.626;-2.059.561;-10.391.225;1.075.006;1.860.402;1.033.093;-50.810;-2.901.955;-1.118.255;2.255.812;3.117.138;-3.292.920;902.506;1.977.512;251.832;2.229.343;358.573;-5.625;2.582.292;-865.000
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;80525;b1;3;8;CURITIBA;PR;12/2014;4.404.562;331.325;2.476.663;759.608;0;410.142;8.382.299;-4.772.885;-329.194;-304.945;-112.591;-1.408.612;-6.928.228;1.454.071;524.956;715.647;-2.039.264;-2.062.626;-281.569;473.425;968.241;-1.011.197;-2.712.386;-1.258.315;-47.888;-1.306.203;835.506;-42.230;-512.926;-500.000
DIBENS LEASING S.A. ARRENDAMENTO MERCANTIL;65654303;ITAU;10069;80099;n1;2;19;SAO PAULO;SP;12/2014;0;9.324;8.364.540;0;0;0;8.373.865;-7.755.690;-106;-9.115;0;54;-7.764.857;609.008;0;0;0;-25.081;-27.954;392.233;5.621;-5.025;339.793;948.801;0;948.801;-8.931;0;939.870;-520.000
BANCO SAFRA S.A.;58160789;SAFRA;10083;80109;b1;2;8;SAO PAULO;SP;12/2014;2.597.819;95.290;4.115.745;-559.195;301.578;20.485;6.571.721;-5.523.303;-335.556;-94.338;0;-889.138;-6.842.336;-270.615;199.134;91.688;-636.635;-438.861;-60.867;1.051.514;504.535;-264.097;446.411;175.796;-33.349;142.447;687.736;0;830.183;-379.382
