Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2018;522.104.584;2.210.540;5.630.018;14.193.659;23.722.718;10.631.939;4.405.147;110;60.794.130;600.543;713.312;1.725.491;1.318.041;155.370;1.926;8.832;4.523.515;204.018;705.800;1.389.193;922.439;24.237;56;733;3.246.476;1.373.473;12.865.601;34.352.264;78.637.357;63.156.158;171.665.555;65.684.403;427.734.811;1.403.453;5.793.277;1.737.155;128.283;14.042;12.753;0;9.088.962;186.996;672.123;1.653.280;773.719;226.889;116.621;0;3.629.627;1.699.117;3.660.451;2.935.026;2.462.903;1.207.897;1.066.282;55.388;13.087.063;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2018;330.862.453;277.947;4.483.158;12.351.754;26.114.066;16.736.032;9.857.347;429.453;70.249.758;515.360;2.423.413;7.342.175;8.680.319;3.823.835;1.925.315;1.035.325;25.745.741;34.629;480.061;1.189.163;1.602.078;297.609;60;104.938;3.708.538;63.145;609.429;1.319.705;3.496.611;3.472.528;17.267.955;21.297.848;47.527.221;866.047;19.939.883;3.969.132;285.497;0;0;435.514;25.496.074;2.359.541;15.877.671;43.868.045;36.830.660;25.152.573;20.005.896;150.968;144.245.354;604.429;1.189.166;3.033.175;3.196.049;1.954.099;1.429.623;291.794;11.698.335;2.191.433
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2018;260.462.984;417.322;3.995.387;9.833.787;18.878.252;10.098.704;2.560.732;104;45.784.287;551.312;1.874.515;3.639.242;4.975.812;1.678.641;44.662;0;12.764.184;168.303;1.708.510;4.196.445;7.587.789;1.577.786;2.619;0;15.241.453;79.577;710.513;1.630.517;4.222.011;3.979.953;15.664.036;12.999.920;39.286.527;4.633.427;45.660.605;17.659.389;707.234;2.220;0;0;68.662.875;3.173;282.441;398.535;184.788;43.655;24.341;0;936.932;1.741.719;5.692.162;3.257.931;4.784.066;1.523.148;224.423;0;17.223.448;60.563.278
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2018;183.755.893;231.938;4.885.073;12.316.282;20.118.991;8.424.867;2.568.261;505;48.545.916;816.446;5.511.956;5.752.933;3.827.925;572.624;110.077;182;16.592.143;251.490;3.302.829;7.800.916;9.993.007;1.290.316;4.031;0;22.642.590;72.252;690.853;1.521.096;3.904.138;3.667.620;14.556.827;11.525.771;35.938.557;4.060.660;21.089.978;7.300.109;269.075;5.596;123;0;32.725.540;251.745;2.693.801;5.224.799;3.868.504;1.274.646;554.505;0;13.868.001;1.387.891;4.939.289;2.583.988;2.790.365;845.646;283.916;13.695;12.844.791;598.355
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2018;176.597.540;495.197;2.892.634;7.434.509;12.064.491;5.507.934;2.661.245;723;31.056.733;885.573;1.355.238;2.929.277;4.092.968;1.354.280;270.085;17.716;10.905.137;547.298;5.357.373;13.157.195;18.804.314;2.916.971;12.864;3.313;40.799.328;39.774;1.283.847;3.034.859;6.405.138;4.670.549;11.324.427;4.736.248;31.494.841;2.006.967;19.159.763;5.851.542;599.112;129.264;48.590;27;27.795.264;41.871;835.230;2.475.200;1.376.288;655.829;465.670;0;5.850.088;1.800.778;5.251.831;3.701.960;4.068.048;2.037.144;1.124.387;28.389;18.012.537;10.683.611
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2018;36.669.884;65.369;315.665;723.814;896.247;206.373;31.398;0;2.238.865;16.622;31.762;148.850;28.018;950;14;0;226.216;629.525;4.578.185;10.654.321;14.447.513;1.640.088;577;0;31.950.209;0;0;0;0;0;0;0;0;325.886;1.237.882;472.164;16.775;0;0;0;2.052.706;455;5.875;25.506;23.712;3.753;1.207;0;60.508;738;12.861;22.444;77.067;18.811;9.323;135;141.380;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2018;21.674.833;71.805;927.283;2.505.576;4.723.088;2.807.977;1.372.709;84;12.408.520;27.286;630.761;361.907;181.049;80.875;10.412;25;1.292.315;292;3.909;9.325;9.166;1.609;8;0;24.309;2.819;59.577;146.377;378.256;355.387;1.377.665;1.026.954;3.347.034;45.784;896.192;221.064;2.629;0;0;0;1.165.667;47.759;176.189;628.726;363.251;270.654;198.663;9.235;1.694.478;119.087;1.019.648;224.149;209.057;98.505;72.000;62;1.742.509;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2018;18.763.391;19.344;696.462;1.896.904;3.629.554;2.056.935;481.466;0;8.780.665;5.569;188.369;326.512;262.772;50.578;11.884;0;845.684;55.256;1.100.465;2.740.371;4.010.318;512.392;409;0;8.419.211;22;81;399;733;822;208;0;2.265;4.315;173.008;52.995;81;0;0;0;230.399;7;21.723;69.139;40.481;20.033;8.441;0;159.824;4.395;187.105;96.308;11.008;3.396;0;0;302.212;23.131
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2018;17.565.910;97.810;680.228;1.802.784;3.231.339;1.681.426;653.460;0;8.147.047;7.467;28.213;54.156;37.378;321;0;0;127.536;174.831;892.987;2.089.520;2.882.944;315.071;45;0;6.355.398;720;5.005;12.457;27.594;20.495;43.892;7.536;117.700;273.762;1.772.163;198.942;15.856;2.006;36;0;2.262.764;0;0;0;0;0;0;0;0;65.410;34.429;92.789;152.532;85.388;120.523;4.394;555.465;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2018;12.403.695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73.397;951.045;1.696.968;1.568.629;699.674;390.070;0;5.379.784;139.978;1.104.183;1.998.914;2.284.626;1.155.235;340.974;0;7.023.911;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2018;10.393.259;68.830;625.947;1.766.766;3.069.135;1.296.261;236.757;0;7.063.696;9.194;44.274;79.621;23.094;0;0;0;156.183;0;2;6;11;0;0;0;19;0;0;0;0;0;0;0;0;137.739;2.022.120;665.500;149.570;273;0;0;2.975.203;0;3.179;1.080;2.095;0;0;0;6.354;20.335;39.745;64.508;63.609;3.608;0;0;191.805;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2018;7.894.041;0;20.760;52.014;75.271;24.527;3.009;0;175.582;0;33;40;152;156;181;0;563;0;4.081;10.385;20.379;15.685;2.626;0;53.156;0;3.792;5.463;13.919;13.620;58.422;48.398;143.615;0;0;0;0;0;0;0;0;0;465.080;984.420;2.390.571;1.999.519;1.666.752;278;7.506.620;174;1.945;3.627;5.612;1.788;1.359;0;14.505;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2018;7.873.259;63.497;360.792;885.547;1.809.352;1.020.790;614.179;0;4.754.157;15.511;298.949;390.597;723.001;298.093;116.401;0;1.842.552;2.002;11.682;25.557;26.916;3.009;0;0;69.166;506;14.274;31.428;80.684;76.145;318.239;229.185;750.461;1;369;14;0;0;0;0;385;2.888;28.749;47.901;50.695;29.226;19.850;0;179.309;7.595;23.586;105.435;17.980;10.444;7.854;104.335;277.229;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2018;7.432.948;14.565;41.933;91.405;100.596;27.118;8.403;55;284.074;146.721;197.204;207.558;58.681;72;0;0;610.236;1.559;1.583;1.924;229;2;0;0;5.297;0;0;0;0;0;0;0;0;291.310;5.794.588;89.202;45.477;6.367;0;0;6.226.943;0;0;0;0;0;0;0;0;2.231;5.505;3.787;14.363;4.548;10.313;0;40.747;265.651
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2018;6.886.589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950.427;3.878.811;1.731.810;325.542;0;0;0;6.886.589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2018;6.725.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70.879;1.071.157;2.444.056;2.755.615;383.385;565;0;6.725.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
