Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Quantidade de Clientes;Quantidade de Operações;
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2017;44.798.239;145.732.963
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2017;33.660.979;108.546.989
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2017;17.741.261;40.932.461
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2017;15.039.298;38.050.252
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2017;14.687.479;39.314.968
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;12/2017;7.216.368;25.166.126
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;12/2017;4.805.677;11.373.678
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2017;4.048.274;5.876.811
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;12/2017;3.830.827;6.545.814
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;12/2017;3.769.433;8.107.524
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2017;3.665.907;5.068.152
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.879.267;8.652.123
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2017;2.810.737;5.840.704
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2017;2.513.310;11.248.584
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;12/2017;1.601.434;3.194.462
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;12/2017;1.413.784;2.167.190
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;12/2017;1.365.179;1.624.882
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;12/2017;1.320.350;2.795.477
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;12/2017;1.240.561;2.413.056
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2017;1.064.891;2.269.944
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2017;1.012.079;1.521.127
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;12/2017;948.051;1.474.639
