Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;06/2017;40.992.618;955.889;24.444.989;3.414.628;936.453;3.855.372;74.599.948;-35.847.887;-3.489.174;-695.561;0;-10.071.185;-50.103.808;24.496.141;8.849.574;5.528.649;-8.577.973;-9.452.734;-2.614.310;3.504.435;16.297.385;-20.650.655;-7.115.628;17.380.513;-84.571;17.295.942;-2.522.641;-3.830.475;10.942.826;-5.047.693
BB;49906;b1;S1;C;1;BRASILIA;DF;06/2017;42.541.007;137.711;29.309.426;-195.274;449.958;2.324.506;74.567.334;-47.185.100;-5.311.912;-78.005;0;-13.381.991;-65.957.007;8.610.327;6.308.383;4.573.795;-10.015.892;-7.791.093;-2.167.979;2.750.127;13.523.197;-8.649.443;-1.468.904;7.141.422;4.456;7.145.878;-1.344.867;-648.550;5.152.461;-1.489.082
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;06/2017;45.733.989;0;20.368.474;-1.675.026;232.206;6.293.588;70.953.231;-37.395.657;-8.690.621;0;0;-9.733.314;-55.819.592;15.133.639;9.476.596;2.752.935;-11.260.542;-5.069.944;-1.846.993;511.113;2.822.647;-8.601.718;-11.215.907;3.917.733;-207.155;3.710.577;778.917;-415.696;4.073.798;-1.018.869
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;06/2017;38.213.894;995.021;25.406.126;819.987;1.326.302;2.683.448;69.444.777;-36.969.579;-2.498.557;-850.335;0;-14.848.141;-55.166.612;14.278.165;5.736.082;4.736.454;-8.285.637;-10.455.253;-2.001.831;5.017.384;6.540.946;-7.551.755;-6.263.611;8.014.554;-305.751;7.708.803;285.326;0;7.994.129;-2.810.158
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;06/2017;22.939.022;991.382;10.838.492;1.100.572;915.310;3.141.654;39.926.432;-21.173.852;-1.288.946;-798.061;0;-5.666.597;-28.927.455;10.998.977;5.085.378;2.026.841;-3.672.339;-5.434.395;-1.652.416;187.922;10.219.129;-11.863.603;-5.103.484;5.895.493;-207.166;5.688.327;-1.184.031;-667.734;3.836.561;-500.000
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;06/2017;25.772.742;0;9.047.897;-132.694;0;3;34.687.948;-1.202.210;-26.487.266;0;-186.582;-4.965.224;-32.841.282;1.846.666;117.067;0;-698.897;-188.818;-296.542;1.789.240;2.298.092;-2.604.832;415.309;2.261.975;-2.431;2.259.544;-724.270;-190.349;1.344.925;0
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;06/2017;3.643.507;455.027;5.050.708;12.228;105.306;135.249;9.402.025;-6.449.314;-338.082;-362.387;0;-529.136;-7.678.920;1.723.105;398.315;151.048;-956.525;-692.340;-163.220;341.791;624.300;-472.083;-768.714;954.391;-12.328;942.063;-95.305;0;846.758;-337.005
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;06/2017;5.430.325;43.293;2.179.881;-210.045;61.700;11.751;7.516.905;-4.588.684;-186.479;-49.264;0;-1.131.670;-5.956.096;1.560.808;270.287;368.886;-558.625;-565.866;-171.712;146.122;477.424;-982.485;-1.015.968;544.841;-16.932;527.909;-151.868;-103.476;272.565;0
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;06/2017;3.325.230;17.003;1.230.349;-44.496;68.643;559.790;5.156.519;-2.458.246;-191.628;-12.877;0;-299.804;-2.962.556;2.193.963;75.382;444.828;-1.013.638;-714.884;-166.612;137.271;168.482;-717.641;-1.786.812;407.151;13.220;420.371;-54.490;-49.676;316.205;-162.781
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2017;659.480;0;2.648.407;174.421;243.394;94.223;3.819.925;-2.777.151;-199.305;0;0;-175.229;-3.151.685;668.240;649.778;9.440;-249.463;-493.064;-53.389;351.975;439.028;-242.070;412.235;1.080.475;-10.413;1.070.062;155.147;-222.102;1.003.107;-630.000
