Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;694.071.917;375.315.000;78.606.189;98.362.742;76.791.696;29.716.022;8.402.060;3.986.673;3.313.983;19.577.553;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2016;635.309.034;267.731.770;95.288.742;113.424.196;64.275.736;13.617.038;15.129.069;6.055.537;5.702.089;16.306.127;37.778.730
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2016;538.200.760;131.453.862;120.465.603;16.544.096;14.711.024;8.925.906;6.372.841;3.867.691;3.918.650;13.860.666;218.080.420
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2016;439.331.540;98.429.504;120.221.574;42.852.157;35.909.351;11.062.097;5.910.475;3.711.609;3.096.185;23.128.271;95.010.318
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2016;342.672.044;50.483.307;95.712.262;141.906.542;32.230.769;7.515.540;9.472.088;364.813;4.077.991;908.732;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2016;255.590.636;81.659.897;89.962.626;17.338.776;12.478.472;10.724.928;3.537.078;2.709.193;2.196.159;8.097.431;26.886.076
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2016;51.965.714;29.629.911;8.080.953;1.700.293;941.807;255.614;80.910;223.437;32.759;1.181.123;9.838.907
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2016;47.203.907;3.258.033;21.786.043;7.317.093;8.062.856;1.671.743;575.703;466.802;441.712;2.137.999;1.485.922
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2016;29.164.206;5.460.671;13.276.161;4.398.200;2.027.482;1.155.504;341.247;387.849;334.858;1.628.095;154.139
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;19.746.972;5.881.131;8.733.428;2.259.965;237.970;1.130.529;282.200;122.933;217.711;881.106;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;12/2016;18.917.157;0;14.075.977;1.592.296;1.024.492;793.198;329.044;243.240;172.941;685.968;0
