Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2000;10.844.302;20.142.371;2.981.893;31.823.917;1.205.991;66.998.473;13.904.165;0;0;0;725.634;0;725.634;13.110.428;94.738.699;0;23.929.252;118.667.951;25.024;7.316.388;126.009.362
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2000;3.233.222;29.018.649;26.946;28.739.206;2.125.083;63.143.106;526.469;0;0;0;0;7.464.210;7.464.210;2.289.229;73.423.014;0;47.343.046;120.766.061;0;3.728.638;124.494.699
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2000;359.322;0;0;0;0;359.322;0;0;0;0;0;0;0;56.691.305;57.050.628;0;20.377.185;77.427.812;0;11.676.812;89.104.624
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;03/2000;6.412.266;17.152.031;570.941;10.077.841;401;34.213.480;7.328.408;0;0;0;2.940.850;551.217;3.492.066;8.716.787;53.750.741;0;13.183.397;66.934.139;7.013;6.827.064;73.768.217
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2000;4.206.537;14.674.345;16.696;3.276.430;19.899;22.193.906;4.289.307;0;0;0;2.022.950;696.034;2.718.984;5.258.452;34.460.649;0;9.170.104;43.630.752;52.374;7.080.473;50.763.599
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2000;1.417.521;2.801.410;27.495;4.226.455;2.444;8.475.325;2.145.069;0;0;0;2.573.091;1.510.034;4.083.125;5.888.456;20.591.975;0;6.750.584;27.342.559;27.428;4.278.717;31.648.704
BANESPA;30135;b1;;C;1;SAO PAULO;SP;03/2000;2.269.388;2.623.751;101.645;6.208.747;6.640;11.210.171;1.770.961;0;0;0;0;0;0;1.460.220;14.441.353;0;9.746.643;24.187.996;986;4.229.249;28.418.230
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2000;1.460.190;4.268.239;121.618;2.023.459;3.006;7.876.511;1.705.040;0;0;0;1.331.192;151.495;1.482.687;3.364.971;14.429.209;0;8.367.619;22.796.828;4.038;4.427.788;27.228.654
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2000;89.798;732.280;33.435;2.224.960;1.950;3.082.422;5.796.541;0;0;0;2.238.965;0;2.238.965;3.684.527;14.802.455;0;4.858.532;19.660.987;21.888;1.187.304;20.870.179
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;03/2000;1.636.185;653.346;19.650;171.959;16.459;2.497.599;1.648.536;0;0;0;0;195.036;195.036;4.230.112;8.571.284;0;6.667.499;15.238.783;1.629;1.029.719;16.270.132
