Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2015;413.394.701;1.494.875;10.274.160;24.723.560;27.781.702;12.687.594;2.405.175;420.919;79.787.985;60.207;1.275.464;5.099.281;12.641.796;17.249.583;27.478.338;6.256.761;70.061.430;250.488;2.351.569;815.077;371.276;0;0;40.368;3.828.777;456.180;8.068.563;2.750.396;285.332;122.705;69.388;2.474;11.755.038;328.124;5.632.089;13.206.739;153.283;9.916;628;3.523;19.334.302;1.151.691;5.966.594;7.414.727;13.204.360;17.227.576;10.486.657;187.632;55.639.237;719.859;7.736.641;14.963.483;25.140.375;11.217.826;17.642.843;9.630.393;87.051.421;112.514;1.994.899;8.659.505;1.904.185;1.102.182;2.125.332;16.331;15.914.948;31.043;353.569;1.437.173;3.499.119;616.853;20.853;0;5.958.609;64.062.953
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2015;391.670.350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;775.017;15.588.791;39.213.085;86.949.026;73.315.271;146.770.539;28.099.897;390.711.625;1.688;38.489;123.982;253.915;223.152;317.498;0;958.724;0;0;0;0;0;0;0;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2015;330.269.333;735.622;7.818.545;12.278.020;12.852.207;3.290.481;562.179;5.052;37.542.108;62.588;1.659.664;4.953.392;5.270.083;1.305.940;53.247;0;13.304.914;980.761;8.506.874;228.951;0;0;0;0;9.716.586;134.848;16.792.319;3.893.904;117.853;43.762;43.309;0;21.025.995;111.592;2.691.361;4.370.514;2.839.282;2.427.166;354.210;0;12.794.124;886.347;1.564.474;2.411.497;2.817.099;766.702;434.275;0;8.880.394;235.061;4.287.353;8.607.740;13.604.528;6.209.534;4.915.336;347.524;38.207.077;6.393;1.890.979;4.871.889;691.545;426.564;149.877;0;8.037.247;77.090;916.915;3.337.757;4.602.199;603.900;1.217.778;7.329;10.762.967;169.997.921
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2015;289.184.978;1.121.093;8.595.497;14.679.922;14.485.096;3.320.854;239.749;0;42.442.210;193.213;1.790.704;3.398.562;3.178.217;374.642;20.097;57;8.955.493;721.712;9.083.531;1.576.158;100.970;0;0;0;11.482.371;348.412;6.831.558;1.164.120;395.371;187.709;0;0;8.927.170;41.409;5.769.233;7.039.769;7.617.453;3.083.647;223.247;0;23.774.758;1.113.546;4.185.568;2.683.239;3.025.699;961.880;437.368;6.244;12.413.545;146.932;3.502.970;7.087.987;14.084.787;5.801.222;8.142.073;876.968;39.642.939;16.766;578.813;2.125.391;1.470.851;1.286.024;252.635;0;5.730.480;10.286;183.300;1.197.038;5.630.202;2.513.597;97.429;217;9.632.070;126.183.943
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2015;192.446.477;3.179.381;5.882.808;17.741.700;20.060.332;11.646.395;0;0;58.510.616;588.670;283.934;817.014;1.761.060;628.206;582;1;4.079.467;912.237;1.034.206;3.233.822;106.282;8.336;0;0;5.294.884;124.254;1.105.742;65.390;0;0;0;0;1.295.386;177.982;1.078.287;4.091.479;5.711.875;1.666.668;2.898.261;0;15.624.551;2.782.832;1.904.865;3.176.786;2.316.796;998.570;144.719;0;11.324.568;511.357;6.481.792;10.157.157;18.667.349;11.450.464;28.042.300;8.890.944;84.201.364;0;0;0;0;0;0;0;0;76.543;4.786.673;3.453.705;3.023.085;393.260;382.307;66;12.115.640;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2015;136.234.680;920.524;9.219.778;9.709.151;9.176.185;3.032.116;876.131;300.184;33.234.070;97.142;856.718;1.859.157;2.007.129;602.989;961.256;1.660.881;8.045.271;429.613;4.603.692;1.241.277;341.731;143.266;62.555;13.708;6.835.841;121.848;13.509.880;3.965.033;192.328;566.031;31.339;2.625;18.389.084;123.403;4.297.329;4.006.084;2.886.985;711.120;118.172;0;12.143.093;686.042;928.640;1.615.430;2.005.084;741.941;238.121;636.372;6.851.630;111.292;1.062.629;3.010.189;4.724.768;1.890.477;1.760.125;10.587;12.570.067;5.764;494.843;1.674.813;218.864;66.981;43.838;1.820;2.506.924;127.374;863.553;3.379.228;3.392.498;210.777;1.459.172;1.921;9.434.523;26.224.178
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2015;49.241.124;317.566;3.646.035;5.256.491;3.654.510;542.574;90.445;35;13.507.658;23.277;189.379;449.869;510.073;57.848;26;1;1.230.472;126.243;1.416.018;651.143;47.104;102;0;0;2.240.610;34.682;5.251.379;842.355;37.833;1.245;360;2.977;6.170.830;246.500;2.676.551;3.469.270;2.312.927;100.806;0;2.821;8.808.875;210.863;99.496;172.764;102.724;65.289;86.857;2.034;740.027;7.953;601.893;737.947;1.135.642;308.054;147.389;0;2.938.878;3.540;633.472;1.446.849;143.270;43.804;7.644;0;2.278.580;852;395.404;676.413;390.672;7.034;1.904;0;1.472.280;9.852.915
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2015;43.150.081;12.638;674.548;743.014;491.699;162.667;549.422;0;2.633.988;0;0;0;0;0;0;0;0;0;7.813;4.685;300;0;0;0;12.797;99.530;74.900;169.646;243.810;165.556;17.241;1;770.684;198.246;142.596;380.054;989.832;84.100;67.561;0;1.862.390;1.272;3.094;7.478;14.374;9.582;14.472;0;50.273;3.988;3.300;7.142;76.755;128.940;708.703;1.495.279;2.424.105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.395.844
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2015;42.447.443;263.440;3.665.231;3.830.812;3.517.818;691.707;40.914;0;12.009.923;18.057;463.257;656.480;547.333;142.434;3.912;0;1.831.473;124.482;980.683;36.331;0;43.027;0;0;1.184.523;35.531;2.583.322;425.454;3.591;595;43.681;0;3.092.173;45.398;1.397.553;1.674.851;1.335.036;1.142.662;502.674;0;6.098.173;105.286;42.890;130.545;20.832;23.924;11.962;0;335.440;43.478;757.481;1.714.874;2.274.392;770.955;531.825;0;6.093.005;536;154.592;492.447;32.088;5.898;299;0;685.860;0;349;169.089;243.853;0;0;0;413.291;10.703.582
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2015;17.515.803;100.229;610.868;806.186;1.141.138;556.944;138.309;0;3.353.675;37.479;292.661;408.134;451.484;27.839;8.113;0;1.225.711;0;0;0;0;0;0;0;0;0;746.961;145.884;19.076;76.305;133.534;0;1.121.759;128.084;552.081;1.119.238;1.226.088;1.557.843;2.092;0;4.585.426;198.981;58.332;22.431;712;534;288.771;300.663;870.424;20.433;212.227;501.954;966.067;682.646;872.156;0;3.255.484;0;34.683;135.331;97.234;55.173;12.029;0;334.450;0;0;0;0;0;0;0;0;2.768.873
