Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2001;18.136.162;21.242.075;4.220.268;25.456.185;4.381.266;73.435.956;43.752.919;0;0;0;1.161.420;0;1.161.420;13.697.323;132.047.618;0;24.235.469;156.283.086;89.585;8.747.353;165.120.025
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2001;456.500;0;0;0;8.384.733;8.841.233;0;0;0;0;0;0;0;30.231.212;39.072.445;0;63.417.912;102.490.357;0;12.203.116;114.693.473
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2001;4.446.912;35.426.471;0;26.094.972;3.288.911;69.257.266;2.566.513;0;0;0;0;10.165.397;10.165.397;3.711.969;85.701.145;0;11.738.037;97.439.182;0;3.891.470;101.330.651
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;12/2001;8.077.220;18.327.095;40.446;14.844.744;845;41.290.350;14.064.104;0;0;0;3.972.064;767.216;4.739.281;13.863.595;73.957.329;0;11.308.455;85.265.784;8.460;9.799.767;95.074.011
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2001;7.081.039;16.170.951;513.571;4.671.391;14.792;28.451.744;12.523.930;0;0;0;2.197.835;707.876;2.905.711;9.011.154;52.892.539;0;15.659.588;68.552.127;32.197;10.053.118;78.637.442
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2001;3.131.715;3.416.675;35.722;9.252.218;4.514;15.840.844;7.668.777;0;0;0;2.550.726;80.646;2.631.372;9.536.921;35.677.914;0;16.305.730;51.983.644;30.751;5.422.004;57.436.399
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2001;2.405.676;4.946.566;147.873;11.900.009;2.309;19.402.431;8.092.405;0;0;0;2.839.583;461.261;3.300.844;9.441.783;40.237.463;0;5.293.864;45.531.327;18.938;6.203.473;51.753.738
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2001;2.635.141;4.506.650;87.410;2.237.796;2.567;9.469.564;1.978.502;0;0;0;1.373.616;160.086;1.533.703;1.678.968;14.660.735;0;12.300.227;26.960.962;7.686;5.152.825;32.121.472
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2001;529.967;830.606;95.019;5.150.965;1.018;6.607.576;8.095.820;0;0;0;2.413.855;0;2.413.855;4.717.528;21.834.779;0;6.637.590;28.472.369;9.676;1.853.703;30.335.748
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;12/2001;650.192;809.158;27.106;140.880;22.769;1.650.105;3.837.353;0;0;0;0;372.642;372.642;9.956.408;15.816.508;0;7.947.910;23.764.418;3.071;1.998.664;25.766.153
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2001;2.369.512;1.546.105;67.954;4.941.856;149;8.925.577;3.351.149;0;0;0;9.774;15.635;25.409;3.164.482;15.466.617;0;5.536.204;21.002.820;10.054;1.417.419;22.430.293
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2001;768.459;147.243;0;292.257;3.463;1.211.422;2.871.106;0;0;0;34.835;15.908;50.743;8.852.290;12.985.561;0;6.384.218;19.369.779;14.893;2.858.400;22.243.072
