Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2000;2.116.541;8.247.614;49.693.780;35.672.249;-3.862.988;31.809.261;119.172;595.380;273.836;-20.441;967.947;38.374.903;8.138.905;3.303.097;142.652.048;273.836;142.378.212
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2000;256.587;3.504.610;8.986.526;60.093.398;-3.620.508;56.472.890;0;0;0;0;0;24.326.868;27.250.326;4.662.937;125.460.744;0;125.460.744
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2000;37.180;1.012;13.694.696;26.923.860;-786.387;26.137.473;0;0;0;0;0;2.615.052;40.860.949;11.856.981;95.203.343;0;95.203.343
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;09/2000;843.020;1.787.397;20.020.344;27.128.045;-1.993.095;25.134.950;75.704;3.457.756;1.608.322;-128.948;5.012.834;15.340.276;8.028.112;4.553.714;80.720.647;1.608.322;79.112.325
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2000;1.408.585;5.472.887;12.265.651;15.506.720;-1.243.621;14.263.099;9.984;1.496.333;795.582;-57.225;2.244.674;6.501.490;6.878.681;5.011.477;54.046.544;795.582;53.250.961
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2000;473.987;3.844.888;7.437.121;12.997.206;-749.143;12.248.063;39.034;1.863.425;1.153.547;-79.653;2.976.353;4.748.943;2.434.957;2.618.096;36.782.409;1.153.547;35.628.861
BANESPA;30135;b1;;C;1;SAO PAULO;SP;09/2000;915.873;1.030.797;14.862.752;4.862.436;-556.277;4.306.159;1.955;377.840;156.237;-3.923;532.108;5.145.846;1.790.372;812.960;29.396.866;156.237;29.240.630
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;09/2000;597.669;2.544.049;11.151.309;4.124.853;-327.972;3.796.880;209.875;1.191.296;640.060;-126.261;1.914.971;5.818.166;1.118.379;1.180.808;28.122.231;640.060;27.482.171
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2000;1.499.136;1.291.649;4.977.646;8.270.226;-322.108;7.948.118;159.755;2.668.423;1.235.452;-230.712;3.832.918;3.857.970;2.466.280;2.140.842;28.014.559;1.235.452;26.779.107
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2000;630.782;3.927.488;8.820.386;4.948.764;-248.027;4.700.738;22.281;1.580.862;773.486;-47.706;2.328.924;2.218.127;779.635;683.944;24.090.024;773.486;23.316.538
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;09/2000;647.439;6.685.801;4.004.729;4.735.573;-38.515;4.697.057;63.663;329.556;127.008;-43.116;477.112;1.560.776;378.989;230.102;18.682.005;127.008;18.554.997
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2000;198.492;1.854.604;6.019.689;5.071.806;-233.029;4.838.778;9.829;393.549;222.186;-16.852;608.712;2.357.376;1.857.375;775.480;18.510.505;222.186;18.288.319
NOSSA CAIXA - NOSSO BANCO S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2000;40.814;1.842.018;11.946.046;2.058.325;-249.748;1.808.577;0;0;0;0;0;910.433;1.437.956;259.022;18.244.866;0;18.244.866
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2000;238.521;3.058.858;2.980.135;5.347.126;-249.717;5.097.409;33.261;351.755;103.247;-61.750;426.513;2.848.441;1.262.649;185.331;16.097.859;103.247;15.994.612
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;09/2000;128.772;917.383;4.044.630;4.851.926;-396.676;4.455.251;121.862;914.105;441.675;-77.939;1.399.703;3.106.841;961.904;593.595;15.608.078;441.675;15.166.403
BBA-CREDITANSTALT;50012;b1;;C;2;SAO PAULO;SP;09/2000;12.520;329.711;5.573.246;4.148.866;-137.078;4.011.787;11.008;653.478;338.770;-40.823;962.432;2.385.389;57.518;427.865;13.760.468;338.770;13.421.698
BILBAO VIZCAYA;50452;b1;;C;3;SALVADOR;BA;09/2000;40.411;1.465.371;4.832.578;1.723.641;-144.022;1.579.619;2.762;168.970;88.050;-7.975;251.807;1.219.985;240.737;474.427;10.104.936;88.050;10.016.886
MERCANTIL SP;20145;b1;;C;2;SAO PAULO;SP;09/2000;40.211;1.718.384;584.416;3.339.311;-78.676;3.260.635;16.474;488.795;247.985;-17.875;735.380;1.012.438;622.643;898.890;8.872.996;247.985;8.625.011
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2000;20.734;685.199;1.134.126;6.877.799;-1.665.831;5.211.968;0;0;0;0;0;1.207.941;170.122;171.069;8.601.159;0;8.601.159
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2000;51.102;38.814;4.261.831;2.460.626;-568.549;1.892.077;378;27.569;13.251;-2.351;38.847;255.108;603.130;143.272;7.284.181;13.251;7.270.930
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2000;890;156.329;5.621.050;404.539;-3.173;401.365;19.336;237.233;93.844;-7.799;342.614;586.838;31.335;18.003;7.158.426;93.844;7.064.582
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;09/2000;7.964;603.312;2.387.304;1.127.054;-144.694;982.361;8.992;236.754;118.732;-17.250;347.227;506.338;864.499;117.553;5.816.557;118.732;5.697.825
BANDEIRANTES;10021;b1;;C;3;SAO PAULO;SP;09/2000;107.437;96.375;1.157.902;1.882.510;-80.983;1.801.527;39.711;353.924;175.059;-19.711;548.982;1.146.978;605.608;325.607;5.790.417;175.059;5.615.358
CCF BRASIL;20200;b2;;C;3;SAO PAULO;SP;09/2000;48.537;1.383.701;619.660;754.838;-8.616;746.222;7.272;66.675;17.506;-1.747;89.705;1.068.969;108.593;162.886;4.228.273;17.506;4.210.768
BANCO SANTOS S.A.;58257619;b1;;I;2;SAO PAULO;SP;09/2000;2.110;2.029.290;886.359;862.541;-6.945;855.596;0;0;0;0;0;199.437;31.663;130.201;4.134.656;0;4.134.656
