Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2014;429.437.732;1.990.830;4.075.328;11.051.000;22.587.683;12.645.715;462.330;0;52.812.885;1.443.771;1.307.286;2.921.974;3.452.746;239.565;0;145;9.365.488;332.607;1.235.363;3.043.615;4.458.302;700.198;932;0;9.771.017;1.621.565;10.712.913;28.546.568;63.886.691;50.064.544;127.770.009;44.696.469;327.298.759;1.530.958;6.676.965;1.758.722;117.772;450;0;0;10.084.867;113.982;1.437.458;1.017.260;352.373;295.436;160.389;0;3.376.898;1.508.118;4.191.940;4.045.570;3.282.586;1.783.603;1.810.757;105.245;16.727.818;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2014;269.491.195;192.632;4.241.095;11.707.965;23.553.388;12.692.909;6.486.198;85.106;58.959.293;371.700;2.963.572;6.581.539;8.904.421;3.237.675;1.342.646;117.047;23.518.600;52.925;1.228.955;3.201.219;4.635.613;757.733;145;5.851;9.882.440;10.695;418.242;922.125;2.469.498;2.380.594;10.855.443;11.109.889;28.166.488;1.021.280;18.170.464;2.808.870;38.627;8;0;129.110;22.168.359;1.118.581;8.990.793;40.031.807;26.810.031;18.623.469;22.194.520;28.494;117.797.695;250.679;1.807.705;3.345.489;909.212;442.739;378.483;25.654;7.159.962;1.838.358
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2014;199.204.517;186.430;3.606.199;9.339.566;17.638.357;7.997.006;1.744.133;0;40.511.690;642.628;3.464.150;6.008.471;3.513.316;213.297;113.605;0;13.955.468;737.262;4.029.839;9.584.692;12.672.036;1.561.953;2.495;0;28.588.277;48.080;784.235;1.068.648;2.753.861;2.570.933;9.916.852;8.525.512;25.668.121;4.548.852;39.973.528;14.577.222;221.812;1;0;0;59.321.415;1.395;14.234;158.918;112.720;97.174;50.213;0;434.653;1.275.733;5.109.332;2.885.029;4.371.296;952.245;48.052;0;14.641.687;16.083.205
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2014;139.647.159;167.226;3.227.356;7.994.588;12.993.671;4.548.351;849.911;0;29.781.103;702.156;4.201.306;5.224.532;3.021.241;268.408;10.055;12;13.427.709;360.272;3.815.732;9.005.164;10.369.046;1.069.910;5.563;8;24.625.697;38.308;283.256;803.325;2.055.000;1.883.597;7.003.725;5.233.179;17.300.389;3.142.911;15.755.586;6.647.142;190.055;1.406;2;0;25.737.103;137.057;1.437.850;8.682.461;3.994.612;1.868.818;858.224;12;16.979.033;1.155.200;4.783.708;2.086.817;2.094.542;707.269;308.375;10.372;11.146.284;649.842
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2014;121.512.950;369.170;1.284.718;3.227.778;4.722.662;1.348.947;305.530;169;11.258.974;763.630;1.130.690;2.475.247;3.600.127;736.417;81.242;77;8.787.429;571.506;4.848.397;11.608.934;14.705.478;1.807.016;8.517;1.912;33.551.760;28.907;842.032;2.102.858;4.377.866;3.191.804;7.670.852;3.104.015;21.318.334;1.276.908;13.508.698;2.830.371;530.306;162.558;32.056;17;18.340.914;36.638;256.307;1.720.382;813.535;381.822;174.340;0;3.383.024;1.607.837;4.404.865;2.972.919;3.306.608;1.274.176;374.986;1.006;13.942.397;10.930.118
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2014;37.009.820;110.473;821.843;1.921.097;2.441.126;565.757;94.596;0;5.954.891;8.825;29.482;36.248;23.246;644;999;0;99.444;792.162;4.463.777;10.297.366;12.760.662;1.332.946;430;0;29.647.343;0;0;0;0;0;0;0;0;174.938;833.952;23.164;1;0;0;0;1.032.055;337;1.750;24.713;42.647;51.459;22.406;0;143.312;1.471;5.140;57.033;62.685;6.446;0;0;132.775;0
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2014;20.301.248;11.514;115.311;286.082;479.663;85.520;1.421;14;979.524;553.052;1.387.621;1.927.346;1.273.380;170.358;7;1.406;5.313.171;43.020;295.532;687.055;898.714;139.085;279;0;2.063.684;6.656;103.668;233.821;607.537;340.773;2.491.427;1.578.343;5.362.226;369.325;2.866.223;439.441;71;0;0;42;3.675.103;23.319;106.510;1.136.814;200.828;4.247;0;0;1.471.717;218.231;601.458;516.943;53.751;11.673;30.730;3.036;1.435.822;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2014;14.637.772;92.715;706.323;1.916.884;3.433.721;1.312.250;287.816;161;7.749.870;32.640;360.144;536.974;195.300;14.036;40.574;3;1.179.671;554;17.042;45.875;72.099;16.868;291;0;152.730;1.463;40.450;115.926;300.327;272.876;1.051.182;776.258;2.558.483;30.254;64.466;5.186;1;0;0;0;99.907;11.804;130.621;605.282;313.256;206.069;284.954;44.959;1.596.945;98.384;569.483;238.381;241.073;89.310;63.386;149;1.300.166;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;12/2014;13.163.640;35.617;320.047;877.075;1.647.711;816.635;221.934;0;3.919.018;7.092;11.591;23.596;13.954;54;0;0;56.288;205.593;726.597;1.843.229;3.614.433;581.284;1.084;0;6.972.220;1.870;10.155;25.304;55.838;42.003;98.309;22.450;255.930;161.874;885.582;146.358;15.005;486;26;0;1.209.331;0;0;0;0;0;0;0;0;8.606;33.114;194.974;247.688;94.768;158.018;13.684;750.852;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2014;10.103.605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.926;1.387.124;3.503.808;4.529.164;619.502;1.081;0;10.103.605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
