Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2000;11.538.182;19.981.674;3.292.379;26.763.959;1.169.913;62.746.107;29.066.119;0;0;0;763.161;0;763.161;13.708.012;106.283.399;0;28.167.169;134.450.569;25.968;7.901.675;142.378.212
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2000;3.236.292;29.820.644;29.195;26.756.918;2.155.956;61.999.005;969.216;0;0;0;0;9.096.136;9.096.136;1.274.529;73.338.885;0;48.681.986;122.020.871;0;3.439.873;125.460.744
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2000;356.078;0;0;0;0;356.078;0;0;0;0;0;0;0;61.861.150;62.217.228;0;21.135.381;83.352.610;0;11.850.733;95.203.343
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;09/2000;6.739.373;16.920.043;379.087;9.882.330;349;33.921.182;9.603.073;0;0;0;2.936.799;652.010;3.588.809;10.211.433;57.324.497;0;14.690.958;72.015.455;6.326;7.090.544;79.112.325
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2000;4.484.586;14.386.512;279.444;3.020.871;23.585;22.194.999;6.919.015;0;0;0;1.700.372;568.386;2.268.758;5.237.367;36.620.139;0;8.945.969;45.566.108;39.001;7.645.853;53.250.961
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2000;1.702.900;2.688.336;31.417;5.153.930;566;9.577.149;5.196.368;0;0;0;2.369.191;1.733.932;4.103.123;6.841.122;25.717.761;0;5.400.560;31.118.321;29.504;4.481.036;35.628.861
BANESPA;30135;b1;;C;1;SAO PAULO;SP;09/2000;2.308.057;2.538.816;64.515;6.249.103;7.243;11.167.734;2.036.581;0;0;0;0;0;0;1.571.010;14.775.324;0;9.667.357;24.442.681;1.188;4.796.761;29.240.630
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;09/2000;472.839;925.837;233.399;3.763.339;289;5.395.703;6.124.962;0;0;0;1.822.664;330;1.822.994;4.969.077;18.312.736;0;7.103.721;25.416.457;2.656;2.063.058;27.482.171
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2000;1.667.090;4.176.301;46.767;1.973.440;3.231;7.866.829;1.627.203;0;0;0;1.487.750;195.211;1.682.961;2.506.911;13.683.904;0;8.569.643;22.253.546;3.379;4.522.182;26.779.107
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2000;377.630;755.229;15.420;2.935.551;628;4.084.458;8.112.906;0;0;0;2.754.707;0;2.754.707;3.364.856;18.316.928;0;3.571.809;21.888.737;19.611;1.408.191;23.316.538
