Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2014;652.818.541;302.574.567;75.352.474;71.485.768;28.108.632;117.450.375;2.225.205;55.621.520
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2014;601.120.969;298.839.802;70.747.169;94.422.245;24.953.631;110.499.095;1.659.028;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2014;539.634.479;213.156.381;21.782.583;42.393.825;11.752.201;50.583.904;7.106.745;192.858.839
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2014;389.843.340;165.533.204;25.146.266;41.969.959;14.639.505;47.639.986;6.887.057;88.027.362
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2014;333.442.254;201.332.834;31.547.077;41.522.741;6.034.754;25.389.332;27.615.515;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2014;245.335.852;139.611.980;13.793.371;21.390.737;5.186.015;32.241.834;1.817.572;31.294.343
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2014;66.305.987;30.711.032;5.487.947;4.067.156;1.757.363;13.665.578;1.315.580;9.301.331
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2014;55.518.539;25.534.319;3.615.633;4.527.841;1.455.053;7.624.690;2.935.058;9.825.944
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2014;54.814.035;26.971.853;4.027.461;7.930.899;2.079.406;10.136.496;414.918;3.253.002
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2014;29.225.984;4.247.201;364.586;1.200.448;350.167;22.634.127;230.758;198.696
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2014;22.320.072;9.903.989;2.150.619;4.189.318;1.289.458;4.769.889;16.799;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2014;18.798.959;9.504.610;2.276.983;866.675;1.851;424.360;41.306;5.683.174
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;12/2014;17.584.372;8.945.141;2.285.511;2.811.137;1.051.111;2.301.219;190.255;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2014;16.699.646;11.432.921;1.137.809;1.032.325;303.368;2.683.281;109.943;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2014;13.431.066;42.363;3.449.699;3.583;49.653;9.875.668;10.100;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2014;13.213.985;2.377.922;518.434;10.085.455;118.855;66.751;46.569;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2014;12.056.051;4.968.733;1.309.632;2.507.366;856.839;2.407.296;6.186;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2014;11.947.871;5.768.620;776.231;469.096;144.059;1.627.213;6.786;3.155.867
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2014;11.169.546;334.977;258.629;22.582;3.470;10.548.401;1.485;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;12/2014;10.949.638;6.047.388;809.795;1.498.739;359.515;2.233.801;400;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2014;10.923.758;4.191.218;4.746.467;960.198;19.702;1.006.172;1;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;12/2014;10.558.071;5.275.443;1.194.082;1.982.628;537.433;1.474.023;83.377;11.086
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;12/2014;9.774.254;4.978.838;1.186.308;1.341.685;866.607;1.070.852;329.964;0
BIC;32.119;b1;C;3;;199;SAO PAULO;SP;12/2014;9.700.247;4.077.113;1.349.766;1.827.709;268.127;1.656.222;30.970;490.340
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2014;9.082.810;535.755;8.410.168;69.694;28.309;27.591;11.295;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2014;9.023.416;5.656.460;730.277;128.826;466.400;1.955.859;85.594;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2014;8.775.527;5.193.000;664.094;1.005.241;317.507;1.230.420;365.264;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2014;8.719.349;5.752.847;447.571;1.540.163;167.916;541.574;269.277;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2014;7.968.304;4.588.750;926.701;736.785;239.521;1.437.720;38.828;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2014;6.665.049;1.717.449;1.631.502;534.631;268.819;2.509.723;2.926;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;12/2014;6.477.315;3.947.047;357.726;333.541;27.681;694.214;507;1.116.599
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;12/2014;6.470.801;2.322.631;211.180;126.738;5.771;213.781;0;3.590.699
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;12/2014;5.452.623;673.328;2.695.408;540.465;227.784;1.313.176;2.462;0
