Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2019;530.848.045;1.254.011;5.395.352;13.692.075;23.303.449;10.673.915;5.360.463;8.386;59.687.651;624.059;981.456;1.458.574;1.134.496;103.081;388;10.086;4.312.142;109.135;383.487;658.444;319.714;20.139;93;286;1.491.298;1.281.083;13.087.226;34.906.448;80.245.407;64.764.777;177.689.006;68.732.870;440.706.817;1.497.628;6.175.128;1.906.656;137.760;17.872;17.666;0;9.752.711;184.314;747.675;1.075.828;574.882;177.906;65.860;0;2.826.466;1.604.493;3.541.189;2.836.108;2.180.128;995.487;869.157;44.398;12.070.960;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2019;352.350.951;274.127;4.616.400;12.810.938;27.601.852;17.731.023;11.880.701;293.634;75.208.675;561.448;3.173.409;8.680.205;10.488.044;4.775.439;2.404.931;616.968;30.700.444;38.277;439.621;1.111.336;1.610.719;326.476;67;90.338;3.616.834;69.423;622.970;1.335.680;3.583.267;3.560.826;17.895.333;21.883.583;48.951.083;1.069.590;21.485.990;4.496.795;290.740;0;0;246.467;27.589.582;2.105.628;21.858.528;43.704.378;41.070.129;25.845.814;20.410.937;177.930;155.173.344;598.279;896.436;2.976.222;1.585.441;1.116.376;1.016.906;167.053;8.356.714;2.754.277
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2019;280.917.622;445.268;5.000.015;12.744.730;20.511.997;8.569.714;1.730.642;45;49.002.411;510.854;2.711.208;5.688.208;4.565.268;816.219;18.135;0;14.309.892;210.783;2.344.186;5.702.668;7.839.858;1.108.561;1.395;0;17.207.451;68.451;732.371;1.730.590;4.475.342;4.224.776;16.891.792;14.243.472;42.366.793;5.784.416;51.109.863;21.212.517;1.181.383;8.079;3;0;79.296.262;2.275;352.959;404.583;143.546;45.957;19.705;0;969.024;2.231.849;7.906.206;5.583.598;4.360.045;892.424;226.778;0;21.200.901;56.564.888
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2019;208.165.892;256.078;5.270.294;13.956.252;23.340.568;10.623.318;3.861.245;431;57.308.185;1.015.442;6.115.534;7.902.920;5.590.999;836.663;151.145;251;21.612.954;264.674;3.552.512;8.648.712;11.831.060;1.729.790;5.435;1;26.032.183;74.005;756.506;1.670.983;4.342.949;4.073.399;16.451.630;13.394.558;40.764.030;3.946.647;22.759.347;7.236.509;446.143;14.700;2.426;0;34.405.772;134.035;2.611.596;4.996.482;4.086.629;1.249.142;535.780;0;13.613.664;1.466.735;5.576.470;2.530.167;2.811.481;849.408;353.895;15.375;13.603.532;825.571
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2019;187.627.510;584.682;3.279.884;8.528.356;14.141.837;6.794.140;3.447.521;771;36.777.192;868.349;1.358.018;3.051.072;4.224.794;1.598.155;353.896;17.656;11.471.940;610.818;5.890.847;14.901.237;21.549.507;3.517.124;17.855;3.638;46.491.026;43.965;1.330.497;3.253.018;6.985.044;5.160.296;12.423.594;4.765.570;33.961.984;2.168.029;22.100.918;7.218.710;776.058;153.241;58.582;29;32.475.567;62.380;1.085.219;1.899.051;1.350.602;813.745;550.422;0;5.761.420;2.239.365;5.358.769;4.126.640;4.513.088;2.496.815;1.389.683;32.605;20.156.964;531.417
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2019;39.882.740;64.408;261.694;607.428;652.286;120.015;16.574;0;1.722.405;22.770;68.494;175.578;57.626;7.016;116;0;331.600;679.906;4.892.121;11.639.808;16.062.009;1.948.454;1.004;0;35.223.302;0;0;0;0;0;0;0;0;381.111;1.452.351;582.233;20.764;0;0;0;2.436.458;428;3.825;20.152;4.359;3.349;1.041;0;33.155;3.549;7.324;34.883;67.985;11.351;10.523;207;135.820;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2019;24.669.021;154.341;1.034.068;2.830.958;5.548.600;3.381.980;1.691.139;117;14.641.203;26.279;655.749;762.303;221.831;65.219;7.250;0;1.738.631;396;2.753;5.794;6.493;1.593;3;0;17.033;3.189;61.095;152.728;395.677;369.181;1.439.532;1.082.207;3.503.608;65.826;1.037.726;259.888;2.718;0;0;0;1.366.157;21.928;364.989;463.616;375.690;256.119;163.596;13.255;1.659.194;114.672;1.048.407;214.247;196.068;92.023;77.656;122;1.743.195;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2019;21.906.770;27.223;707.638;1.915.841;3.663.320;2.029.370;395.747;0;8.739.139;2.004;156.647;392.124;267.638;50.738;4.563;0;873.715;85.131;1.442.272;3.663.903;5.497.627;739.877;596;0;11.429.405;27;58;385;894;455;376;0;2.195;6.659;195.686;62.523;85;0;0;0;264.954;0;31.982;95.527;45.248;33.686;15.029;0;221.472;6.605;239.342;109.249;6.970;4.397;0;0;366.563;9.326
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2019;20.580.218;101.418;797.337;2.109.136;3.881.531;2.043.726;782.550;0;9.715.699;4.611;15.107;26.465;11.059;57;0;0;57.299;224.255;1.064.254;2.530.974;3.507.767;394.447;79;0;7.721.776;885;4.571;11.345;24.957;18.501;39.022;6.480;105.762;297.782;1.998.651;207.665;14.108;1.224;1;0;2.519.431;0;0;0;0;0;0;0;0;61.167;31.240;66.703;120.908;76.613;100.610;3.012;460.251;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2019;12.382.284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109.287;895.570;1.634.261;1.379.248;721.712;427.416;0;5.167.494;102.940;808.676;2.040.198;2.814.211;1.165.674;283.092;0;7.214.791;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;06/2019;10.024.673;63.179;570.921;1.644.318;2.849.102;1.175.324;207.955;0;6.510.799;11.309;46.171;94.080;39.022;0;0;0;190.582;2;199;511;957;248;0;0;1.918;0;0;0;0;0;0;0;0;108.458;2.082.403;762.536;166.480;15.480;0;0;3.135.356;0;1.280;1.615;2.095;0;0;0;4.990;12.468;34.559;63.575;64.229;6.196;0;0;181.027;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;06/2019;8.923.214;0;27.800;70.021;103.911;34.474;4.383;0;240.590;0;48;246;472;351;276;0;1.394;0;3.138;8.330;17.591;10.730;447;0;40.236;0;7.738;9.213;24.755;23.892;104.404;88.877;258.879;0;0;0;0;0;0;0;0;0;442.502;1.214.306;2.695.129;2.124.316;1.867.500;333;8.344.086;145;2.452;9.482;17.972;7.205;773;0;38.029;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;06/2019;8.450.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.927.388;1.373.081;528;0;0;0;7.300.997;0;0;0;0;0;0;0;0;481.699;465.608;191.430;10.438;0;0;0;1.149.175;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2019;8.429.570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.130.789;4.697.971;2.164.526;436.194;90;0;0;8.429.570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;06/2019;8.391.718;15.427;334.933;886.671;1.813.730;1.143.516;1.006.755;0;5.201.032;12.224;320.458;464.177;683.899;299.239;158.133;0;1.938.130;930;8.399;18.669;21.453;3.522;0;0;52.973;449;14.599;32.449;83.919;78.776;326.945;226.013;763.150;0;0;0;0;0;0;0;0;2.052;33.750;73.085;36.051;20.929;12.776;0;178.643;5.332;42.380;100.740;23.102;10.627;10.028;65.581;257.789;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;06/2019;8.129.853;11.437;26.352;55.788;67.902;19.356;5.721;39;186.595;173.040;246.799;220.999;19.885;155;0;0;660.878;318;314;81;8;0;0;0;721;0;0;0;0;0;0;0;0;292.540;6.419.127;89.583;32.822;4.419;1;0;6.838.492;0;0;0;0;0;0;0;0;2.291;14.991;19.133;10.297;4.507;8.685;0;59.903;383.264
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;06/2019;7.062.503;43.672;389.627;1.089.318;2.102.843;1.212.821;547.128;0;5.385.409;5.010;89.220;16.659;14.593;4.716;5.553;0;135.751;28.489;125.335;279.903;362.526;38.603;2;0;834.858;0;0;0;0;0;0;0;0;73.386;375.986;6.556;1.576;491;41;0;458.035;0;0;279;264;0;0;0;544;1.056;53.881;86.865;53.285;10.304;37.595;54;243.040;4.867
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2019;6.736.225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.109;1.020.879;2.364.704;2.858.803;425.040;690;0;6.736.225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;06/2019;6.545.902;1.294;9.635;22.424;23.288;2.143;0;0;58.784;346;1.958;1.352;430;2;0;0;4.088;50.540;893.146;2.296.458;2.866.076;376.132;677;0;6.483.030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2019;6.278.048;2.434;10.321;29.540;32.083;6.718;45;0;81.141;4.953;12.263;21.164;2.180;0;0;0;40.559;13.706;122.483;301.758;430.018;66.903;134;0;935.003;0;0;0;0;0;0;0;0;410.447;3.444.546;1.242.393;88.940;5.762;7;0;5.192.095;0;0;0;0;0;0;0;0;770;5.581;11.529;10.508;862;1;0;29.251;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2019;6.173.102;2.994;76.117;194.461;391.371;170.239;30.282;0;865.465;522;16.067;44.263;84.671;35.433;8.224;0;189.180;0;0;3;4;4;0;0;11;10;589;1.230;3.325;3.328;15.709;17.222;41.413;28.207;529.251;2.338.418;7.383;47;0;0;2.903.305;0;79.031;316.496;635.872;550.157;552.911;180;2.134.647;313;4.458;17.285;4.365;4.226;8.435;0;39.082;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;06/2019;5.301.252;0;0;0;0;0;0;0;0;0;123;280;415;20;0;0;838;12.205;622.352;1.790.624;2.744.055;109.752;196;0;5.279.183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;3.611;8.269;8.799;406;0;0;21.231;0
JOHN DEERE;50.071;b1;C;3;S3;199;INDAIATUBA;SP;06/2019;4.994.830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.365;48.544;1.310.697;1.970.032;1.222.892;282.316;0;4.891.846;5.229;5.491;54.202;33.953;4.045;64;0;102.984;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2019;4.721.928;446;14.887;38.891;48.173;12.281;248;0;114.927;2.530;7.873;15.797;10.200;100;2;0;36.502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.745;36.485;10.395;17;0;0;0;52.642;24.430;2.671;35.666;241.636;603.284;4.558;0;912.244;72.660;2.203.666;1.289.094;36.771;2.217;1.051;154;3.605.613;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2019;4.479.441;0;0;0;0;0;0;0;0;118;861;2.048;2.860;931;5;0;6.824;363;3.984;9.907;14.748;5.375;252;0;34.629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.770;134.519;1.021.930;1.694.758;1.184.173;325.464;0;4.433.613;828;3.487;61;0;0;0;0;4.375;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;06/2019;4.462.227;8.939;210.102;779.765;1.259.526;570.350;401.816;0;3.230.498;19.714;233.483;421.636;329.990;45.315;213;0;1.050.351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.516;36.222;11.678;1.067;0;0;1;53.485;517;134;340;4.980;319;381;0;6.671;3.157;15.152;28.648;45.021;18.557;10.629;57;121.221;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2019;4.281.117;306;841;1.950;778;1;0;0;3.876;279.880;282.725;186.211;4.040;0;0;0;752.856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749.970;2.002.485;766.755;5.175;0;0;0;3.524.385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;06/2019;4.163.382;0;0;0;0;0;0;0;0;21;386;1.660;2.341;170;2;0;4.581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.904;447.037;836.992;1.646.946;918.001;239.601;0;4.108.480;1.754;2.749;8.341;16.292;11.466;9.719;0;50.322;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2019;3.833.110;16.162;177.329;465.152;642.755;271.896;51.988;0;1.625.281;89.461;334.873;588.260;375.386;146.686;9.757;0;1.544.423;52;935;2.241;2.550;75;0;0;5.853;0;1.626;3.924;8.866;6.882;19.279;7.543;48.119;12.565;274.192;38.567;507;0;0;0;325.832;23.754;10.125;9.842;23.031;7.938;0;0;74.691;38.238;51.448;60.460;17.997;4.570;1.080;0;173.794;35.117
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2019;3.760.324;0;0;0;0;0;0;0;0;1;20;24;0;0;0;0;45;63.931;601.767;1.383.186;1.597.805;113.588;1;0;3.760.279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;06/2019;3.609.438;4.209;238.933;590.353;983.104;476.739;232.133;0;2.525.471;382;11.282;27.053;25.268;4.830;38;0;68.854;3.266;160.702;376.615;427.624;43.225;99;0;1.011.531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;16;2;0;0;0;40;246;2.151;936;204;7;0;0;3.543;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;06/2019;3.340.264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.341;173.436;589.488;1.154.288;767.911;575.937;0;3.279.402;182;2.917;12.728;21.756;16.927;6.352;0;60.862;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2019;3.145.407;16.536;266.354;699.507;1.244.472;646.197;241.871;0;3.114.936;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;1.722;4.394;9.081;5.871;8.539;146;30.469;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;06/2019;3.033.225;9.266;62.800;179.950;308.461;147.011;84.869;0;792.357;21;33;238;150;55;7;0;505;0;0;0;0;0;0;0;0;7.592;32.621;74.465;176.896;158.023;479.444;129.152;1.058.193;75.995;507.377;0;0;0;0;0;583.371;0;0;0;0;0;0;0;0;7.638;25.991;54.482;143.577;132.701;233.672;736;598.799;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;06/2019;2.933.102;101;132;29;3;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;984.478;1.001.088;43.265;0;0;0;2.028.883;0;0;0;0;0;0;0;0;673.600;140.428;79.108;10.818;0;0;0;903.953;0
