Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2017;515.765.029;1.907.993;6.097.941;15.443.070;25.461.100;11.843.690;5.307.330;337;66.061.461;773.274;860.853;2.148.234;1.771.948;1.117;0;7.327;5.562.753;382.573;1.313.404;3.103.677;3.471.376;231.773;97;985;8.503.885;1.522.282;12.314.801;33.414.321;76.238.311;60.640.811;161.705.537;60.495.467;406.331.529;1.837.845;5.493.020;1.803.333;151.643;3.880;2.787;0;9.292.508;212.360;677.946;1.423.328;910.765;388.077;152.445;0;3.764.921;2.208.367;4.193.737;3.798.025;3.313.947;1.314.859;1.342.027;77.010;16.247.972;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2017;314.962.623;238.898;4.320.417;12.052.786;24.152.013;15.150.543;8.076.253;404.780;64.395.689;658.618;3.011.609;7.605.306;8.728.934;3.975.902;1.700.969;1.248.199;26.929.537;62.311;666.836;1.628.571;2.066.493;306.930;76;30.419;4.761.636;50.880;557.823;1.211.637;3.203.523;3.162.044;15.392.225;18.924.728;42.502.860;1.057.349;18.480.390;3.164.073;206.628;49;0;768.469;23.676.957;2.199.251;20.720.868;36.332.803;39.314.523;22.259.963;20.847.594;951.032;142.626.034;354.126;883.441;2.363.982;1.401.882;951.087;807.557;364.166;7.126.240;2.943.671
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2017;225.640.209;400.062;4.011.603;10.028.867;18.487.027;9.515.626;2.341.404;27;44.784.617;510.429;1.318.926;2.637.614;4.107.637;988.635;29.582;0;9.592.823;232.672;1.771.720;4.335.269;6.698.831;1.106.072;1.484;0;14.146.049;76.444;577.824;1.456.763;3.738.211;3.518.385;14.151.312;12.129.830;35.648.769;4.517.033;38.395.754;13.230.023;235.494;10;0;0;56.378.314;1.907;165.619;492.982;210.249;72.617;21.484;0;964.860;1.814.641;5.358.580;3.275.450;4.707.817;1.679.147;200.623;0;17.036.258;47.088.520
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2017;169.409.170;225.238;4.323.592;11.171.587;17.263.267;6.703.853;1.431.916;484;41.119.937;1.093.824;4.797.605;5.562.238;2.833.562;222.468;82.883;73;14.592.652;347.965;3.044.330;7.212.577;8.046.388;817.024;3.422;1;19.471.709;79.844;622.871;1.377.376;3.513.382;3.277.564;12.799.804;9.869.899;31.540.740;5.073.531;18.369.773;8.804.285;302.032;10.146;1.875;0;32.561.640;238.577;3.234.292;5.406.526;3.500.752;1.497.428;778.757;155;14.656.486;1.887.711;5.644.470;3.015.508;3.196.381;889.132;287.324;9.473;14.929.999;536.007
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2017;135.891.304;340.551;2.145.610;5.426.410;8.267.686;3.297.541;1.299.539;232;20.777.570;425.666;1.066.900;2.370.940;3.399.281;991.836;61.366;106;8.316.095;529.359;4.550.764;10.941.714;13.931.851;1.877.456;11.667;2.444;31.845.255;43.883;1.097.049;2.657.009;5.588.013;4.055.353;9.703.681;3.900.539;27.045.527;1.346.815;15.459.755;4.457.612;490.863;120.947;42.193;24;21.918.209;41.434;567.372;1.524.655;1.270.821;472.054;310.143;0;4.186.478;1.557.117;4.442.551;3.335.135;3.563.950;1.465.926;620.820;2.115;14.987.614;6.814.557
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2017;33.265.303;75.918;429.537;983.381;1.254.672;386.389;60.034;0;3.189.932;9.680;22.400;138.141;8.063;0;0;0;178.284;637.818;4.157.097;9.687.314;12.013.216;1.466.891;670;0;27.963.006;0;0;0;0;0;0;0;0;310.936;1.007.634;370.569;11.042;0;0;0;1.700.181;628;6.057;23.463;51.775;5.287;5.635;0;92.845;6.313;7.101;39.347;74.082;7.743;6.469;0;141.055;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2017;19.019.069;126.912;856.018;2.275.637;3.977.122;2.063.370;1.046.012;89;10.345.160;51.758;305.739;453.200;151.116;69.366;30.359;0;1.061.539;512;7.497;17.672;23.197;2.325;40;0;51.243;2.599;49.812;136.860;355.560;332.667;1.289.885;960.263;3.127.646;38.699;757.338;182.045;7.579;0;0;0;985.660;21.072;292.397;394.886;365.752;276.019;292.997;6.177;1.649.299;108.907;1.020.656;232.824;234.471;117.523;84.076;67;1.798.522;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2017;15.864.479;84.193;637.427;1.709.238;2.984.066;1.449.602;556.382;0;7.420.909;13.529;55.378;123.418;130.898;9.832;4;0;333.060;168.902;739.400;1.720.950;2.182.549;283.214;56;0;5.095.070;918;5.768;14.590;31.712;24.018;52.757;9.896;139.660;359.656;1.595.745;154.455;15.846;1.701;753;0;2.128.157;0;0;0;0;0;0;0;0;37.417;50.905;154.694;224.628;111.673;160.436;7.871;747.623;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2017;9.877.309;10.899;359.564;972.995;1.775.924;909.816;212.666;0;4.241.865;2.369;113.836;253.798;165.591;36.110;1.164;0;572.868;36.314;640.977;1.609.162;2.037.201;226.044;113;0;4.549.811;10;119;508;1.004;1.040;603;0;3.285;1.554;136.514;39.321;50;0;0;0;177.439;485;18.794;68.580;27.799;16.225;4.051;0;135.934;2.543;142.024;33.712;4.547;2.321;828;0;185.975;10.134
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2017;9.251.509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.664;721.961;1.320.943;1.498.299;588.460;348.943;0;4.532.271;31.608;611.118;1.272.358;1.873.449;737.429;193.277;0;4.719.238;0
