Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2001;5.097.568;173.737;3.248.326;-725.856;1.099.368;51.026;8.944.169;-4.241.081;-2.002.754;-120.011;0;-536.608;-6.900.455;2.043.714;1.800.482;0;-2.611.362;-1.540.007;-245.693;1.464.254;1.177.616;-1.728.165;-1.682.875;360.839;36.533;397.372;-74.067;-19.259;304.046;0
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;06/2001;4.978.765;878.661;2.812.298;-851.745;1.004.713;109.189;8.931.881;-3.084.009;-2.013.841;-637.861;0;-907.507;-6.643.219;2.288.662;1.507.022;0;-1.399.699;-1.495.209;-226.023;657.598;225.493;-437.001;-1.167.819;1.120.843;19.694;1.140.537;-32.284;-65.957;1.042.296;-375.417
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2001;7.116.584;0;686.414;-305.425;109;0;7.497.683;-381;-6.688.286;0;0;-622.999;-7.311.665;186.017;0;0;-106.886;-29.771;-31.729;262.764;251.917;-76.414;269.880;455.897;3.654;459.552;-240.422;0;219.129;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2001;4.157.023;0;1.054.575;-17.366;274;1.270.351;6.464.858;-2.809.344;-2.289.249;0;0;-3.008.729;-8.107.322;-1.642.464;1.449.349;0;-1.673.243;-1.359.798;-150.489;31.487;3.474.322;-4.308.642;-2.537.015;-4.179.478;-214.135;-4.393.613;0;0;-4.393.613;0
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;06/2001;3.099.243;469.780;1.434.970;-188.226;897.774;66.975;5.780.516;-2.035.043;-1.890.585;-366.649;0;-371.525;-4.663.803;1.116.713;624.546;0;-590.698;-908.060;-100.316;542.698;238.075;-501.642;-695.397;421.316;38.007;459.324;35.681;-52.961;442.044;-295
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2001;2.870.507;420.994;2.189.871;-704.538;363.528;104.843;5.245.206;-2.183.587;-820.712;-327.513;0;-432.340;-3.764.153;1.481.053;1.452.455;0;-1.093.433;-1.610.065;-170.139;645.613;1.055.295;-396.560;-116.835;1.364.218;136.287;1.500.505;83.837;-161.333;1.423.009;-386.763
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;06/2001;1.652.604;396.796;3.766.298;-630.122;31.166;26.662;5.243.404;-2.436.750;-481.006;-317.809;0;-178.127;-3.413.693;1.829.711;429.950;0;-1.600.128;-611.704;-144.116;-7.237.353;1.167.738;-977.975;-8.973.589;-7.143.878;86.672;-7.057.207;101.303;0;-6.955.904;-31
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;06/2001;1.949.442;682.680;975.419;101.863;173.207;25.779;3.908.390;-1.507.988;-240.048;-561.726;0;-278.274;-2.588.036;1.320.354;448.956;0;-590.178;-862.289;-113.785;267.252;189.558;-425.950;-1.086.436;233.918;31.908;265.826;19.643;-45.562;239.907;0
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;06/2001;1.119.328;115.961;1.678.295;750.008;229.264;6.029;3.898.885;-1.313.486;-1.520.569;-74.033;0;-37.212;-2.945.301;953.584;151.843;0;-221.179;-169.466;-43.370;3.804;19.365;-96.221;-355.224;598.360;-1.001;597.360;-162.676;-13.943;420.741;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2001;1.000.430;121.600;658.706;721.067;0;990;2.502.793;-339.855;-1.195.464;-70.403;-10.150;-34.796;-1.650.668;852.125;161.439;0;-194.630;-152.884;-46.483;0;20.414;-36.172;-248.317;603.808;586;604.394;-207.427;-5.543;391.424;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2001;820.417;446.822;1.546.122;-493.773;108.059;4.908;2.432.554;-1.380.752;-287.753;-320.171;0;-30.594;-2.019.271;413.283;135.110;0;-167.830;-131.283;-25.744;79.238;31.495;-100.838;-179.852;233.431;-247;233.184;-58.044;0;175.140;-66.027
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2001;1.067.187;118.560;1.232.215;-291.837;36.870;9.971;2.172.966;-814.626;-473.759;-86.942;0;-209.153;-1.584.480;588.486;493.184;0;-479.239;-484.804;-77.496;73.320;193.357;-126.537;-408.214;180.271;-4.674;175.597;-8.959;-28.033;138.605;-28.000
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;06/2001;848.635;265.568;756.366;-198.213;406.688;6.727;2.085.770;-626.621;-775.846;-196.143;0;-147.927;-1.746.537;339.232;133.583;0;-234.125;-213.290;-29.509;24.030;66.238;-55.621;-308.694;30.538;12.187;42.724;14.771;-6.656;50.840;0
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;06/2001;634.007;0;1.117.670;-104;1.628;-140.787;1.612.415;-806.287;-7.452;0;0;-19.511;-833.251;779.164;129.436;0;-402.918;-157.299;-42.978;0;44.146;-70.431;-500.045;279.119;-2.158;276.962;-148.488;0;128.473;-50.000
