Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2014;369.780.340;1.370.845;11.687.647;25.722.500;26.215.199;11.433.077;2.375.953;1;78.805.222;83.143;3.104.935;4.222.632;7.488.718;12.543.285;21.520.662;4.568.596;53.531.972;219.200;3.331.831;1.011.079;573.542;0;0;0;5.135.652;589.376;11.087.761;2.879.698;102.369;42.661;444.609;202.476;15.348.951;180.114;4.341.120;8.707.370;254.216;27.688;1.574;0;13.512.081;451.294;3.016.590;2.845.414;3.634.619;1.399.479;4.736.209;49.202;16.132.807;597.136;6.378.014;16.813.657;28.426.056;12.161.802;16.680.150;7.586.678;88.643.493;93.608;5.573.193;16.760.230;10.869.648;7.081.347;3.382.723;30.760;43.791.510;3.346;173.184;1.127.588;2.747.562;464.651;20.406;0;4.536.738;50.341.914
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2014;325.878.504;756.952;11.421.877;13.916.999;14.147.739;2.124.975;403.140;7.069;42.778.752;78.806;2.464.638;3.159.308;4.580.020;1.315.164;170.994;0;11.768.930;839.440;8.876.410;366.843;0;0;0;0;10.082.692;133.968;10.348.018;2.481.596;59.763;1.709;0;0;13.025.054;159.761;2.582.610;3.930.441;3.643.192;1.077.320;457.843;0;11.851.166;620.563;2.426.663;2.430.842;2.599.747;537.690;126.431;0;8.741.935;119.795;3.081.196;9.441.178;17.882.177;7.132.910;5.239.083;311.547;43.207.888;958;1.628.312;4.578.715;776.175;368.089;103.637;0;7.455.885;6.460;644.664;3.252.828;4.536.069;545.590;1.052.023;816;10.038.450;166.927.753
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;09/2014;309.883.023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168.692;10.564.025;26.996.042;72.029.254;59.537.474;119.813.974;20.773.562;309.883.023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2014;241.027.610;825.498;8.511.426;13.701.283;16.127.728;2.984.539;673.748;0;42.824.221;175.645;1.909.064;4.034.200;4.366.403;588.337;57.137;84;11.130.870;510.109;8.688.718;2.728.607;326.893;0;0;0;12.254.327;277.820;8.114.415;834.197;40.496;9.159;0;0;9.276.087;60.324;3.238.915;5.314.252;5.797.588;1.095.495;412.639;0;15.919.213;991.382;2.430.160;1.878.382;2.220.028;804.067;260.267;420;8.584.707;109.644;2.660.866;7.794.631;13.695.019;5.365.492;3.587.020;438.203;33.650.875;18.071;1.540.710;2.941.566;401.219;1.333.665;1.070.399;386;7.306.016;10.528;141.910;1.483.312;7.932.674;4.569.783;3.102.180;120.702;17.361.089;82.720.205
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2014;163.486.743;3.120.609;7.339.543;17.756.685;26.928.659;6.145.888;1.245.101;0;62.536.485;774.844;452.759;1.111.033;4.513.751;4.178.150;3.351.522;5;14.382.064;792.633;1.244.255;3.872.111;22.160;26.949;1.812;0;5.959.919;104.446;1.407.374;90.097;0;0;0;0;1.601.917;2.380;98.467;1.127.927;1.471.457;1.648.783;0;0;4.349.016;335.735;1.583.285;631.960;34.120;9.374;6.118;0;2.600.592;490.585;4.168.621;5.585.684;15.272.280;8.578.242;22.088.772;6.612.128;62.796.312;0;0;0;0;0;0;0;0;29.766;3.157.772;2.693.112;2.528.155;412.640;427.161;11.831;9.260.437;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2014;115.101.472;1.002.932;6.441.954;9.112.221;9.461.136;2.324.753;863.828;360.548;29.567.373;97.784;885.943;1.910.216;2.160.819;458.610;766.516;556.735;6.836.622;390.295;4.202.170;1.345.002;487.245;217.980;94.322;446;6.737.460;55.597;8.690.198;3.969.877;148.421;18.052;9.145;801;12.892.091;36.725;3.804.791;5.019.603;4.199.922;627.682;226.224;0;13.914.948;443.909;1.034.666;1.678.205;1.936.094;616.119;282.246;54.022;6.045.260;44.892;806.212;2.195.224;3.658.970;1.740.345;781.607;1.736;9.228.987;114;623.789;1.537.005;159.949;62.752;15.450;0;2.399.058;26.693;657.655;3.004.130;3.797.261;184.407;2.087.058;2.507;9.759.711;17.719.964
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2014;46.025.353;164.098;4.727.459;5.071.172;4.146.851;748.811;49.147;0;14.907.538;38.228;1.590.480;1.993.186;1.527.532;880.671;793.764;0;6.823.861;65.994;1.677.421;96.621;17.163;0;0;0;1.857.198;2.875;2.790.548;375.004;26.428;65;73.623;0;3.268.544;9.772;579.966;555.568;77.330;0;0;0;1.222.635;12.385;86.875;25.898;10.011;20.021;20.021;0;175.210;52.984;855.772;2.321.353;3.108.043;885.947;433.659;0;7.657.758;6.497;694.623;994.471;41.011;11.982;3.781;0;1.752.365;0;3.884;112.003;209.523;16.756;0;0;342.166;8.018.078
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;09/2014;45.771.189;177.064;4.224.149;4.181.739;3.557.426;664.986;54.939;0;12.860.302;12.172;197.690;470.933;584.009;87.938;318;0;1.353.061;91.996;1.620.440;527.597;372.409;88;0;3.412;2.615.941;61.153;3.350.792;593.152;27.996;1.232;1.130;1.547;4.037.002;121.964;2.684.330;3.360.837;1.796.558;702.459;96.955;3.331;8.766.435;120.573;88.305;44.504;90.103;72.402;59.516;1.899;477.302;25.153;662.396;934.283;1.377.184;370.385;171.057;0;3.540.458;4.813;666.455;1.556.676;168.432;10.728;4.019;0;2.411.123;7.463;350.424;769.149;375.241;53.695;0;0;1.555.972;8.153.593
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2014;17.742.382;210.803;1.183.646;1.264.080;1.312.586;509.427;177.407;0;4.657.949;44.961;207.279;533.383;544.037;24.021;2;0;1.353.683;6.807;2.948;2.993;0;0;0;0;12.748;111;18.912;117.710;0;0;0;0;136.733;62.072;542.241;1.069.381;951.679;680.495;499.914;0;3.805.782;602.488;276.011;96.969;1.493;0;0;0;976.960;12.925;282.281;787.539;1.189.483;587.017;579.321;4.886;3.443.452;411;71.676;176.079;75.735;28.810;8.741;0;361.451;0;0;0;0;0;0;0;0;2.993.624
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2014;14.939.292;19.811;1.790.679;1.771.376;1.182.269;292.495;250.335;206.231;5.513.196;0;0;0;0;0;0;0;0;0;1.910;50.458;0;0;0;0;52.368;2.064;265.754;310.815;188.480;105.187;57.581;252;930.133;11.024;223.514;1.373.127;1.153.975;204.383;74.394;0;3.040.416;0;12.874;0;0;0;0;0;12.874;0;3.360;6.862;27.310;79.414;421.831;972.625;1.511.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.878.904
