Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2018;296.605.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730.726;13.433.902;27.187.358;63.139.814;46.336.277;117.712.600;27.605.358;296.146.036;0;31.915;44.966;153.961;110.808;117.515;0;459.164;0;0;0;0;0;0;0;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2018;288.537.343;600.676;5.379.565;12.302.601;19.226.489;5.532.778;2.021.401;633.245;45.696.755;359.011;2.503.501;8.108.406;11.909.210;9.030.716;27.877.060;377.011;60.164.916;123.693;1.572.505;844.005;65.199;0;0;34.786;2.640.187;125.379;4.927.906;2.457.007;240.912;49.446;0;0;7.800.650;535.050;10.913.120;14.094.002;4.635.172;11.495.331;6.259.895;0;47.932.570;1.688.469;3.458.789;3.528.469;3.556.756;2.293.804;3.068.296;962.978;18.557.561;372.780;3.202.035;7.601.983;12.020.293;7.052.355;13.815.936;7.267.794;51.333.177;66.065;1.880.700;5.744.422;6.707.519;1.259.235;1.324.138;28;16.982.107;363.096;339.302;920.971;1.065.079;66.514;0;66.545;2.821.507;34.607.914
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2018;287.180.175;888.269;6.794.278;13.023.657;13.518.797;2.457.803;476.774;0;37.159.577;14.605;609.833;1.579.488;1.911.985;343.920;17.467;0;4.477.298;602.401;7.700.601;173.948;0;0;0;0;8.476.951;60.655;11.234.653;4.961.463;132.168;25.214;4.374;0;16.418.526;53.872;4.226.840;4.884.814;3.325.430;992.404;4.869.376;0;18.352.736;706.544;2.398.496;3.713.776;3.491.118;1.329.447;760.285;0;12.399.666;242.001;1.791.638;4.523.804;7.172.715;3.244.593;2.320.039;326.832;19.621.624;2.892;998.106;3.463.463;359.765;224.099;216.814;0;5.265.140;106.159;363.210;1.334.862;1.536.763;113.577;45.379;141;3.500.092;161.508.565
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2018;271.083.786;627.802;7.172.062;14.722.892;14.940.065;2.882.921;546.421;30;40.892.194;101.375;2.023.270;3.930.759;4.292.764;782.980;90.332;4;11.221.485;397.643;6.101.362;1.030.581;180;0;0;0;7.529.766;138.742;18.688.872;4.513.644;95.871;7.135;1.214;0;23.445.478;182.789;7.920.341;14.590.075;5.345.442;3.055.561;5.807.747;0;36.901.956;1.397.725;3.770.686;3.647.156;3.288.412;1.336.288;1.436.831;843.435;15.720.532;41.066;2.315.377;4.324.639;8.228.975;4.245.937;7.264.726;207.107;26.627.826;12.608;632.625;2.010.282;1.472.198;136.311;97.542;0;4.361.566;144.328;302.511;1.179.438;3.482.717;1.069.834;82.899;6.503;6.268.230;98.114.754
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2018;159.919.902;2.381.182;3.690.508;8.488.820;15.041.899;7.135.945;2.164.239;6.553;38.909.146;34.347;85.090;241.082;239.477;264.243;199.189;2.030;1.065.459;374.846;324.380;1.180.191;1.303;0;0;0;1.880.720;30.306;265.301;14.100;0;0;0;0;309.707;83.990;1.139.959;1.262.541;3.941.134;6.770;0;0;6.434.395;1.600.608;879.168;1.018.087;1.410.664;693.194;450.271;1.157;6.053.148;285.732;4.165.743;11.026.237;18.707.264;12.855.967;35.685.124;8.410.230;91.136.297;9.076;368.739;3.621.381;147.980;9.980;3.401;0;4.160.558;561.411;1.746.024;3.484.961;3.807.134;202.105;168.723;114;9.970.472;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2018;128.399.688;800.947;4.603.071;7.343.002;7.449.251;1.841.748;868.409;443.598;23.350.025;53.932;1.009.137;2.096.576;2.702.261;602.087;151.937;478;6.616.407;299.178;3.472.208;1.100.700;284.053;102.863;66.041;9.264;5.334.307;74.943;17.998.234;6.784.946;126.218;19.236;6.879;5.660;25.016.115;136.621;5.362.096;5.521.935;1.685.025;510.393;3.099.711;0;16.315.781;915.910;1.756.901;2.093.738;2.703.022;894.022;367.402;180.930;8.911.925;209.006;852.312;1.630.852;2.711.966;2.037.556;3.458.882;599.896;11.500.471;6.307;1.779.516;3.097.922;362.807;118.813;64.421;0;5.429.786;60.345;360.270;1.114.350;486.220;10.855;42.503;386;2.074.928;23.849.943
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2018;49.334.132;23.424;3.631.313;5.137.468;4.616.156;1.084.018;127.036;0;14.619.415;3.436;425.774;749.314;758.205;106.643;22.994;0;2.066.365;16.556;789.265;113.820;9.582;2.428;0;0;931.651;1.400;5.973.019;1.897.661;25.404;14;0;0;7.897.498;11.932;2.284.659;2.635.131;2.207.222;551.680;1.893.650;0;9.584.273;3.915;208.805;378.741;118.976;4.429;0;0;714.866;1.148;210.377;603.568;1.049.505;491.565;162.960;0;2.519.122;885;615.956;951.769;292.036;167.789;146.155;0;2.174.590;0;15.400;71.682;235.803;11.255;0;0;334.140;8.492.212
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2018;18.889.440;132.304;364.665;1.006.320;994.363;296.829;1.165.379;0;3.959.860;0;0;0;0;0;0;0;0;0;0;10.060;0;0;0;0;10.060;835;73.297;162.434;61.435;3.787;847;0;302.635;0;329.113;898.430;987.741;75.160;0;0;2.290.444;402.770;28.254;234.014;207.138;5.070;464;0;877.710;0;22.553;51.092;143.525;152.793;958.286;1.565.131;2.893.380;0;2.540;2.540;5.080;0;0;0;10.160;0;0;0;0;0;0;0;0;8.545.191
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2018;12.743.189;28.903;875.007;1.555.702;1.324.346;198.258;7.212;0;3.989.427;401;216.955;585.524;511.528;66.919;20.667;0;1.401.994;972;101.561;52.201;0;0;0;0;154.733;0;399.689;194.660;11.428;856;0;0;606.633;2.685;491.788;1.366.840;675.995;47.960;0;0;2.585.269;95.340;183.008;63.264;113.354;38.781;5.343;0;499.089;42;46.813;166.145;234.774;101.340;21.866;0;570.979;0;136.075;397.882;277.441;86.916;100.148;0;998.462;0;0;0;0;0;0;0;0;1.936.603
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2018;12.624.873;13.999;364.850;562.030;896.876;116.620;31.576;0;1.985.951;13.897;212.489;450.742;453.810;44.401;20;0;1.175.360;0;950;0;0;0;0;0;950;36;1.716.566;310.756;68.739;73.753;17.760;0;2.187.610;28.764;741.564;985.491;929.335;258.916;8.238;0;2.952.308;1.351;7.879;81.535;30.226;28.128;68.853;674.314;892.286;4.055;110.476;320.096;617.353;350.652;159.911;0;1.562.542;0;86.500;126.528;93.922;17.894;3.557;0;328.400;0;0;0;0;0;0;0;0;1.539.466
