Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2015;705.255.067;384.889.926;57.622.283;19.766.043;967.609;223.697;121.240.632;0;45.978.063;2.008.018;210.257;0;552;3.438.105;1.851.801;67.058.082
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2015;673.708.539;148.450.003;432.173.513;27.984.026;0;62;41.245.805;0;0;555.092;3.654.160;0;31;18.214.693;1.431.154;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2015;538.694.716;247.380.209;43.293.775;10.122.117;1.730.756;8.690.261;26.586.718;29.118;547.995;493.211;189.645;0;5.892;9.585;6.679.657;192.935.777
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2015;434.977.483;178.953.429;42.999.311;30.922.689;4.505;10.692.072;33.788.444;0;532.393;3.419.996;0;0;11.804;0;6.367.574;127.285.265
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2015;391.671.844;114.947.322;6.971;233.157.122;10.541.969;19.786.087;0;9.734.825;0;13.843;3.483.704;0;0;0;0;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2015;260.218.400;149.207.558;46.255.546;3.902.202;23.406;300.881;20.364.757;643.925;0;141.658;732.927;0;13.440;580.908;1.773.419;36.277.774
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2015;71.483.400;34.366.492;7.418.959;534.569;61.695;7.457.075;9.869.553;0;0;43.092;83.110;0;0;414.154;1.207.032;10.027.668
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2015;66.123.684;1.181.939;77.003;2.155.015;0;0;4.690.244;0;0;126.730;358.675;0;1.161;140.211;7;57.392.699
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2015;51.546.602;39.526.238;11.254;929.898;78.508;2.832.195;4.907.956;45.639;0;0;85.156;0;0;16.624;344.260;2.768.873
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2015;49.648.872;21.199.919;421.169;1.089.024;0;1.286.212;14.405.645;224.994;0;172.358;4.279;0;9.783;0;29.976;10.805.514
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2015;31.138.785;17.166.908;5.417.237;321.758;0;1.546.623;6.028.102;0;0;42.606;0;0;0;137.728;207.706;270.116
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2015;21.088.345;14.582.072;1.102.647;56.850;0;16.715;5.201.125;42.076;0;0;0;0;0;0;86.858;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2015;18.007.756;15.019.981;0;614.781;0;0;2.363.357;0;0;0;0;0;0;0;9.636;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;12/2015;17.317.364;13.121.401;678.984;0;0;0;2.475.767;0;0;563.153;0;0;0;265.649;212.410;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2015;16.189.739;14.622.062;312;119.924;0;0;1.430.146;0;0;0;14.103;0;0;3.192;0;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2015;14.573.338;12.848.814;0;82.408;0;1.404.904;231.842;0;0;0;0;0;0;0;5.369;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2015;13.838.841;7.631.899;34.276;1.242.662;0;1.826.800;770.118;0;19;2.139.101;0;0;146.149;0;47.818;0
