Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2000;1.692.027;11.123.877;37.187.704;30.663.744;-1.014.952;29.648.792;134.158;631.268;315.240;-33.707;1.046.960;31.477.523;10.884.811;3.262.909;126.324.602;315.240;126.009.362
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2000;265.233;3.169.248;14.241.038;59.569.667;-3.776.203;55.793.463;0;0;0;0;0;19.676.580;26.771.703;4.577.435;124.494.699;0;124.494.699
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2000;59.516;525;10.081.466;27.178.686;-597.797;26.580.889;0;0;0;0;0;2.237.965;38.424.878;11.719.386;89.104.624;0;89.104.624
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;03/2000;705.006;5.282.737;16.810.500;22.851.726;-1.627.062;21.224.664;69.617;3.443.088;1.652.586;-167.580;4.997.711;13.779.309;8.209.858;4.411.018;75.420.802;1.652.586;73.768.217
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2000;1.488.398;4.013.295;12.567.019;13.970.907;-1.163.313;12.807.594;8.508;1.234.686;701.879;-34.246;1.910.827;7.314.965;6.593.735;4.769.644;51.465.477;701.879;50.763.599
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2000;1.021.036;2.421.776;5.355.607;11.354.849;-659.719;10.695.130;32.226;1.975.708;1.171.621;-115.445;3.064.110;6.075.082;1.712.250;2.475.334;32.820.325;1.171.621;31.648.704
BANESPA;30135;b1;;C;1;SAO PAULO;SP;03/2000;999.540;3.622.041;11.680.397;5.232.146;-1.186.235;4.045.911;1.410;351.392;154.086;-24.586;482.302;5.045.594;1.933.954;762.576;28.572.316;154.086;28.418.230
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2000;1.572.393;699.933;5.167.962;7.447.137;-404.006;7.043.131;127.112;3.198.057;1.440.280;-209.962;4.555.487;4.571.669;2.715.660;2.342.698;28.668.933;1.440.280;27.228.654
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2000;1.152.527;2.905.373;7.666.599;3.963.117;-171.013;3.792.103;13.120;1.383.499;774.199;-44.902;2.125.915;2.598.048;755.763;648.049;21.644.378;774.199;20.870.179
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;03/2000;928.708;4.082.722;3.712.358;4.835.209;-59.463;4.775.746;66.889;389.197;165.565;-42.873;578.778;1.626.542;524.977;205.866;16.435.697;165.565;16.270.132
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;03/2000;339.234;1.487.965;5.561.635;3.134.831;-282.279;2.852.553;196.672;899.102;449.167;-55.680;1.489.261;3.450.073;402.713;909.666;16.493.100;449.167;16.043.933
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2000;163.002;1.169.476;5.158.143;4.222.595;-159.817;4.062.778;8.290;433.874;225.576;-18.426;649.315;2.347.534;1.834.922;787.825;16.172.994;225.576;15.947.418
