Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2017;333.187.749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.160.289;16.793.580;34.877.308;75.693.825;61.207.251;115.186.238;26.181.523;332.100.014;0;55.606;128.259;318.616;287.936;297.318;0;1.087.736;0;0;0;0;0;0;0;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2017;314.901.491;3.403.492;7.272.256;12.642.670;16.633.624;10.173.901;3.228.973;1.514.417;54.869.333;205.544;538.297;1.260.263;5.160.879;4.401.889;20.093.170;3.106.034;34.766.077;268.574;1.579.655;1.352.861;222.755;0;0;118.765;3.542.608;338.807;4.420.986;1.128.490;504.201;75.970;44.454;63;6.512.971;414.462;8.567.975;10.892.197;11.087.092;5.748.984;4.051.869;0;40.762.580;2.459.525;3.949.547;5.363.590;14.388.332;15.891.695;6.696.026;843.518;49.592.234;978.210;4.674.489;12.226.654;18.609.481;9.011.390;15.766.827;8.334.602;69.601.654;74.319;3.221.414;7.964.953;4.102.661;1.044.669;1.815.269;9.805;18.233.090;158.083;584.538;2.090.912;2.644.603;89.679;41.422;17.730;5.626.968;31.393.977
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2017;302.285.126;1.356.999;7.368.477;11.507.625;12.900.004;2.054.038;547.982;2.300;35.737.426;63.363;968.044;1.790.141;2.166.726;408.079;5.684;0;5.402.035;874.878;6.990.149;109.412;0;0;0;0;7.974.440;63.784;8.837.369;2.577.852;129.181;48.167;31.402;0;11.687.755;67.763;3.927.561;6.094.870;4.354.090;1.737.445;418.956;0;16.600.686;846.406;1.942.650;3.244.431;3.286.979;1.342.198;1.134.056;0;11.796.719;402.997;2.580.959;7.340.309;11.365.966;4.993.090;4.518.853;316.299;31.518.474;1.074;1.724.659;3.931.106;981.010;191.455;256.063;0;7.085.368;280.293;783.093;2.057.370;2.479.504;305.907;19.803;328;5.926.299;168.555.925
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2017;251.820.331;1.654.871;9.280.968;14.370.113;14.921.680;3.086.345;492.245;0;43.806.222;304.937;1.594.661;3.049.744;2.744.779;379.155;88.896;0;8.162.173;762.061;7.714.814;1.034.697;194;0;0;0;9.511.766;214.908;4.671.024;624.492;36.167;1.236;12;0;5.547.839;264.258;8.475.605;11.491.315;6.517.326;1.985.896;619.949;0;29.354.348;2.702.452;6.650.525;4.873.860;4.165.524;1.257.550;764.345;12.219;20.426.475;44.781;2.649.571;7.094.110;12.966.160;5.048.199;7.926.736;698.062;36.427.618;11.018;526.781;1.845.054;2.273.741;925.938;135.243;0;5.717.775;66.023;369.410;1.877.448;5.898.449;1.931.542;77.074;402;10.220.348;82.645.767
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2017;192.137.434;2.473.845;16.485.550;11.192.558;24.148.465;1.213;0;7.863;54.309.493;113.843;488.109;578.280;842.807;523;509;1.810;2.025.882;607.149;770.422;2.466.458;12.026;0;0;0;3.856.054;78.490;713.223;42.353;0;0;0;0;834.066;40.262;4.144.856;3.919.710;4.812.108;3.315.685;0;0;16.232.621;2.846.467;1.402.878;1.997.021;3.261.192;76.705;119.774;0;9.704.037;453.857;4.927.710;10.878.069;20.511.538;12.156.097;31.523.813;9.294.201;89.745.286;15.374;925.891;2.035.316;56.758;3.436;4.402;0;3.041.176;312.666;4.049.473;3.872.804;3.540.878;317.353;295.541;105;12.388.819;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2017;123.035.539;1.297.586;7.528.891;7.798.685;8.734.675;2.402.795;1.137.470;16.268;28.916.370;61.651;800.562;1.716.956;1.689.062;233.959;578.505;682;5.081.377;295.754;4.332.686;1.145.703;372.717;145.426;52.818;1.426;6.346.529;292.917;11.876.794;4.653.333;521.865;39.106;5.263;13.335;17.402.612;60.123;4.892.098;5.206.168;2.551.971;433.015;159.420;0;13.302.795;720.133;1.626.618;2.698.899;3.167.462;997.071;224.773;56.102;9.491.058;106.540;833.658;2.777.617;5.673.802;1.668.532;1.837.274;1.912.177;14.809.600;9.472;999.305;2.920.051;655.138;164.214;60.365;1.830;4.810.374;326.423;1.344.434;2.986.132;1.523.375;135.575;1.194.985;1.308;7.512.233;15.362.591
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2017;43.188.940;94.358;2.971.187;3.870.206;3.273.362;418.503;24.241;0;10.651.857;9.190;727.361;1.116.161;649.640;109.837;38.556;0;2.650.745;31.976;821.757;51.808;0;20.158;0;0;925.699;1.075;3.288.668;784.923;8.399;187;43.675;75.530;4.202.457;4.482;1.783.430;2.330.198;1.457.722;623.229;187.500;0;6.386.560;4.824;501.519;260.454;50.958;29.192;0;0;846.946;17.537;399.651;1.090.227;2.779.000;644.341;361.365;0;5.292.121;915;327.380;1.409.104;268.788;48.960;31.805;0;2.086.952;579;103.201;250.828;134.544;0;0;0;489.152;9.656.449
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2017;13.896.721;150.510;2.312.056;793.320;625.684;71.610;0;0;3.953.180;1.403;11.616;31.762;28.824;977;0;0;74.581;60;181.074;135.233;0;0;0;0;316.367;12.162;1.828.453;370.451;92.973;2;0;0;2.304.040;21.995;1.426.790;1.856.180;756.925;239.291;0;0;4.301.182;133.853;757.628;48.303;1.981;0;0;0;941.766;0;14.438;88.801;546.067;65.588;0;0;714.893;9.824;458.412;707.936;114.484;55;0;0;1.290.712;0;0;0;0;0;0;0;0;0
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2017;13.208.840;67.177;288.655;526.806;1.005.961;285.243;121.658;0;2.295.499;34.572;189.687;426.836;435.044;30.978;11;0;1.117.128;0;4.474;0;0;0;0;0;4.474;0;864.840;222.946;66.767;76.305;85.843;0;1.316.701;131.574;510.261;1.002.133;1.711.892;367.065;26.074;0;3.749.000;3.636;170;339;1.307;1.549;3.608;0;10.607;2.850;133.641;374.862;1.118.824;538.875;683.541;0;2.852.593;0;45.945;139.496;124.119;37.817;3.870;0;351.247;0;0;0;0;0;0;0;0;1.511.591
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2017;11.663.395;75.106;804.195;1.485.036;1.093.768;99.451;19.353;0;3.576.908;0;41.522;138.219;190.503;45.553;1.228;0;417.025;2.263;76.018;60.470;0;0;0;0;138.752;297;269.383;119.274;22.773;8.555;0;0;420.281;1.514;596.723;856.548;604.364;101.394;0;0;2.160.543;42.256;81.041;98.445;49.946;31.147;11.040;10;313.884;558;64.828;188.350;383.225;128.749;62.425;0;828.134;0;200.930;725.458;642.930;100.743;111.489;0;1.781.550;0;0;0;0;0;0;0;0;2.026.318
