Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2003;4.238.580;75.373;4.440.018;-200.999;1.093.178;437.594;10.083.744;-4.602.093;-1.686.553;-55.529;0;-777.328;-7.121.503;2.962.241;1.412.355;0;-1.681.213;-1.146.224;-241.590;137.885;271.096;-501.146;-1.748.838;1.213.402;17.352;1.230.755;-516.097;-49.873;664.784;0
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2003;3.479.005;335.498;2.106.262;34.124;308.141;365.564;6.628.593;-3.373.634;-570.601;-252.742;0;-604.825;-4.801.803;1.826.790;902.888;0;-1.141.151;-1.127.226;-172.662;221.947;451.129;-409.012;-1.274.087;552.704;60.854;613.558;-49.086;0;564.472;-366.420
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2003;1.382.816;0;3.948.064;-44.589;69;1.216.824;6.503.185;-3.823.977;-216.804;0;0;-485.792;-4.526.573;1.976.612;1.162.999;0;-1.084.917;-839.144;-152.144;28.053;305.893;-540.166;-1.119.426;857.186;17.664;874.849;-347.217;-33.000;494.632;-130.477
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2003;2.585.341;163.535;1.519.913;364.883;116.927;236.682;4.987.281;-2.046.439;-415.925;-146.398;0;-546.139;-3.154.901;1.832.380;1.140.190;0;-710.941;-1.041.644;-155.160;342.339;266.707;-576.858;-735.367;1.097.013;2.044;1.099.057;-215.629;-104.019;779.409;-210.292
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2003;3.579.385;0;874.959;97.008;129;0;4.551.481;-291.041;-3.538.559;0;0;-280.858;-4.110.459;441.022;11.556;0;-81.709;-23.291;-35.245;132.511;259.152;-89.887;173.087;614.109;-3.722;610.387;-155.507;0;454.880;0
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2003;1.998.233;116.391;988.934;-29.651;142.110;130.314;3.346.331;-1.580.803;-348.415;-90.880;0;-402.380;-2.422.477;923.854;446.957;0;-412.024;-578.077;-83.874;184.335;183.392;-331.796;-591.088;332.766;-7.989;324.777;-14.559;-31.461;278.757;-135.850
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;09/2003;1.001.326;65.741;1.134.382;154.373;29.468;91.327;2.476.618;-1.142.487;-97.181;-53.515;0;-114.891;-1.408.074;1.068.544;362.716;0;-452.085;-386.948;-138.621;41.823;215.118;-301.441;-659.439;409.104;13.083;422.188;-12.146;0;410.042;0
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2003;1.618.186;46.570;534.145;-116.608;84.386;27.437;2.194.116;-971.625;-80.911;-44.195;0;-264.307;-1.361.038;833.079;355.915;0;-386.579;-573.987;-87.929;47.881;136.376;-222.953;-731.278;101.801;7.784;109.585;-5.810;-34.384;69.391;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2003;617.132;298.583;559.969;-178.681;35.771;30.806;1.363.579;-621.236;-81.583;-214.390;0;-69.460;-986.668;376.911;96.038;0;-88.062;-89.792;-21.382;15.002;71.352;-91.263;-108.107;268.804;360;269.164;-109.172;0;159.992;0
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2003;393.420;0;882.812;0;540;85.437;1.362.208;-648.532;-10.012;0;0;-68.808;-727.353;634.856;113.225;0;-285.416;-134.067;-36.279;979;3.609;-95.898;-433.846;201.010;-1.579;199.431;-98.222;0;101.209;-41.000
