Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2000;2.906.205;5.063.584;51.115.838;38.593.752;-2.676.906;35.916.846;113.368;590.021;283.789;-17.267;969.911;31.930.967;7.070.715;3.673.127;138.647.195;283.789;138.363.406
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2000;328.058;3.284.726;9.353.878;56.362.867;-4.091.174;52.271.693;0;0;0;0;0;22.368.220;33.788.233;4.685.433;126.080.241;0;126.080.241
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2000;27.903;3.499;10.198.564;29.759.179;-909.320;28.849.859;0;0;0;0;0;2.679.085;47.578.700;11.803.196;101.140.806;0;101.140.806
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;12/2000;1.314.383;2.308.005;21.914.943;32.519.961;-2.283.855;30.236.106;77.474;3.583.533;1.632.711;-139.143;5.154.575;14.216.747;5.516.038;4.420.711;85.081.508;1.632.711;83.448.796
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2000;1.550.049;8.724.772;15.769.321;19.039.920;-1.607.301;17.432.619;10.206;1.824.512;918.517;-91.368;2.661.868;8.761.500;4.706.559;6.750.996;66.357.685;918.517;65.439.168
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2000;489.931;6.671.848;10.195.550;15.627.525;-1.013.818;14.613.707;79.190;2.052.517;1.224.336;-108.099;3.247.945;6.908.435;3.078.330;4.503.658;49.709.403;1.224.336;48.485.067
BANESPA;30135;b1;;C;3;SAO PAULO;SP;12/2000;468.325;647.475;16.336.396;4.954.706;-724.164;4.230.542;2.337;402.039;169.846;-5.084;569.139;5.334.037;1.263.570;681.235;29.530.718;169.846;29.360.872
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2000;1.740.896;2.291.148;5.691.697;9.254.559;-327.198;8.927.360;173.956;2.383.317;1.121.812;-248.640;3.430.446;4.290.236;1.307.144;2.379.684;30.058.611;1.121.812;28.936.799
SANTANDER BRASIL;30379;b1;;C;3;SAO PAULO;SP;12/2000;976.584;1.059.235;11.620.946;4.745.891;-367.780;4.378.111;187.658;1.039.013;565.385;-66.448;1.725.608;4.090.124;683.085;1.210.858;25.744.551;565.385;25.179.166
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2000;280.681;4.734.723;9.689.791;5.908.642;-143.510;5.765.131;23.138;1.758.875;816.096;-93.503;2.504.606;1.768.434;480.814;689.499;25.913.679;816.096;25.097.583
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2000;296.837;3.202.651;6.430.796;6.187.681;-315.341;5.872.339;38.025;443.672;228.339;-21.582;688.453;3.433.366;878.189;982.388;21.785.020;228.339;21.556.682
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;12/2000;548.749;8.312.183;4.249.067;5.488.608;-104.634;5.383.974;44.880;332.693;100.833;-21.917;456.488;1.396.925;572.891;311.802;21.232.079;100.833;21.131.246
NOSSA CAIXA - NOSSO BANCO S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2000;49.006;16.847;13.825.708;2.295.080;-259.280;2.035.800;0;0;0;0;0;963.069;1.299.151;286.263;18.475.844;0;18.475.844
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2000;289.603;3.691.943;2.835.247;6.446.742;-201.963;6.244.780;31.889;339.555;93.605;-45.241;419.808;3.190.758;370.243;191.684;17.234.066;93.605;17.140.461
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;12/2000;107.925;2.589.541;3.600.717;4.931.066;-469.126;4.461.940;99.392;943.625;449.549;-73.103;1.419.463;2.579.634;557.425;546.545;15.863.190;449.549;15.413.641
