Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Quantidade de Clientes;Quantidade de Operações;
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2016;27.802.824;159.011.527
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2016;25.916.161;118.332.440
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;14.884.982;52.638.966
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2016;11.790.137;42.836.809
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2016;10.253.581;33.586.510
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2016;3.597.080;6.087.426
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;12/2016;2.944.798;7.407.355
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;12/2016;2.173.030;5.423.469
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;12/2016;2.037.926;5.070.856
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2016;1.824.676;7.877.054
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2016;1.744.962;10.370.819
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;12/2016;1.586.679;3.997.355
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2016;1.255.234;21.397.198
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2016;1.119.518;1.816.387
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;12/2016;984.266;1.858.408
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;747.966;5.472.182
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2016;741.571;1.951.011
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;12/2016;737.929;1.879.294
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2016;723.312;1.048.945
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2016;625.247;985.948
DACASA FINANCEIRA;51.891;n1;C;2;;197;VITORIA;ES;12/2016;580.471;2.416.800
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2016;534.480;1.182.039
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2016;500.114;572.895
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;12/2016;462.500;2.372.535
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2016;439.804;572.744
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2016;430.732;458.629
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;12/2016;392.492;1.713.514
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2016;266.520;1.068.692
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;12/2016;264.565;435.157
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2016;244.867;794.974
AGIPLAN;51.956;b1;C;2;;199;PORTO ALEGRE;RS;12/2016;223.244;622.382
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4.379.829;n1;I;2;;14;CURITIBA;PR;12/2016;206.726;671.922
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2016;195.629;630.129
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;12/2016;179.430;421.782
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;12/2016;177.796;621.485
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2016;177.049;617.277
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2016;169.003;457.629
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2016;165.092;337.100
