Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2014;359.075.352;1.210.524;10.734.523;26.052.068;26.582.067;10.607.824;1.739.408;0;76.926.414;166.250;1.635.046;5.416.044;7.384.759;11.849.516;19.321.297;4.001.547;49.774.459;186.247;3.219.922;1.100.828;614.683;0;0;0;5.121.680;587.895;12.120.568;3.463.181;981.232;9.491;736;454.033;17.617.136;105.442;4.732.421;8.847.578;278.569;35.146;1.420;0;14.000.576;432.763;3.451.471;2.987.702;4.085.363;1.085.483;5.010.480;50.090;17.103.353;449.656;6.578.776;16.135.821;29.338.253;11.787.380;15.188.820;7.043.851;86.522.557;48.705;5.135.082;16.391.786;12.319.833;6.619.424;3.075.062;98.609;43.688.501;4.215;147.725;995.921;2.506.643;429.649;11.666;0;4.095.818;44.224.857
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2014;293.236.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.313;10.484.404;24.921.544;66.093.135;56.714.247;114.988.622;19.985.533;293.236.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2014;282.935.459;755.975;9.910.551;16.073.206;13.393.257;2.351.380;651.619;7.547;43.143.534;84.856;1.258.779;4.367.813;4.536.055;1.247.026;203.307;0;11.697.837;825.877;9.510.279;709.005;0;0;0;0;11.045.161;133.398;11.608.149;1.909.797;56.184;2.238;0;0;13.709.766;34.580;3.605.683;3.468.153;3.613.300;809.610;433.758;0;11.965.084;539.362;2.512.024;2.397.375;2.574.487;466.544;127.368;0;8.617.160;82.414;3.468.819;8.832.137;17.734.110;6.980.743;5.118.177;313.945;42.530.345;4.119;1.940.678;3.177.477;1.052.348;275.268;201.263;0;6.651.153;19.086;816.465;2.847.652;4.661.255;608.003;982.788;847;9.936.095;123.639.325
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2014;177.852.251;746.685;8.243.987;14.398.110;15.712.404;3.129.800;667.262;0;42.898.248;182.591;1.998.809;4.273.148;4.569.788;636.060;110.855;585;11.771.836;503.007;9.488.131;2.675.034;1.111;0;0;0;12.667.282;268.086;7.913.238;907.655;38.698;8.841;0;0;9.136.517;46.524;3.454.167;5.662.521;5.906.471;1.068.818;455.143;0;16.593.644;873.657;2.410.876;1.683.669;2.227.349;801.604;175.638;310;8.173.104;65.745;2.647.742;7.180.645;13.929.400;5.316.175;3.412.877;447.515;33.000.100;7.861;1.404.097;2.827.108;901.174;1.342.251;1.116.027;0;7.598.518;13.187;133.750;1.306.236;7.673.939;4.541.787;2.879.326;111.882;16.660.108;19.352.894
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2014;157.039.549;2.715.430;8.427.009;20.174.563;28.300.592;3.862.675;463.070;0;63.943.339;586.983;412.214;1.025.105;4.036.734;3.758.496;3.204.298;6;13.023.836;816.113;1.305.330;4.062.582;39.077;17.200;0;0;6.240.302;90.185;1.422.828;103.907;0;0;0;0;1.616.919;1.730;239.902;900.312;1.251.487;1.243.485;403.681;0;4.040.597;268.199;1.423.369;606.039;40.839;9.514;6.233;0;2.354.194;246.775;2.803.385;5.504.094;11.290.696;7.257.452;21.844.281;8.246.026;57.192.708;0;0;0;0;0;0;0;0;34.245;2.760.821;2.618.720;2.445.460;377.610;379.687;11.111;8.627.653;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2014;108.860.299;990.369;6.593.913;9.028.222;9.443.858;2.339.733;814.349;340.100;29.550.545;104.376;879.043;1.909.384;2.092.893;378.931;884.109;554.186;6.802.922;472.745;4.603.264;1.255.895;500.175;232.675;91.458;457;7.156.669;54.897;8.931.925;3.274.389;89.240;20.026;10.317;777;12.381.570;153.100;3.762.177;3.529.873;4.315.842;721.779;244.036;0;12.726.807;479.375;1.045.082;1.277.226;2.024.935;658.591;305.732;53.313;5.844.254;44.877;917.775;1.954.116;3.114.875;1.958.292;850.668;1.680;8.842.284;95;672.517;1.022.968;227.323;67.961;25.743;0;2.016.606;63.547;746.918;3.096.889;3.424.252;256.907;2.009.374;0;9.597.887;13.940.756
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2014;46.767.532;163.784;4.942.248;4.939.025;4.337.643;797.525;62.508;0;15.242.733;42.368;1.363.857;1.908.714;1.319.241;922.528;753.685;0;6.310.393;64.352;1.808.286;117.169;8.125;0;0;0;1.997.933;1.784;2.379.859;441.690;22.863;72;93.214;0;2.939.481;1.459;1.018.713;666.857;77.074;7;0;0;1.764.110;15.282;34.595;65.857;26;0;0;0;115.760;37.178;890.900;2.294.536;3.387.771;931.231;433.404;0;7.975.020;8.005;360.000;1.498.750;117.562;10.992;3.297;0;1.998.606;0;25.976;110.058;174.473;0;0;0;310.506;8.112.989
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2014;44.763.969;181.349;3.850.335;5.098.136;3.470.879;667.409;58.280;0;13.326.388;9.406;197.238;455.143;583.441;82.253;100;0;1.327.581;79.488;1.605.744;792.455;44.155;99;0;3.728;2.525.669;101.901;2.784.618;611.666;34.921;1.232;1.284;4.310;3.539.932;117.238;2.241.311;3.584.715;1.998.583;778.196;84.979;7.012;8.812.033;129.130;122.552;48.557;90.135;69.946;54.659;1.821;516.799;16.307;735.395;775.483;1.485.057;364.019;167.770;0;3.544.031;3.410;748.057;1.032.810;347.190;9.989;5.724;0;2.147.178;42.215;387.029;715.294;275.654;3.241;0;0;1.423.433;7.600.924
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2014;17.576.935;177.332;968.538;1.869.943;1.185.065;395.463;173.703;0;4.770.044;42.274;243.795;632.879;533.403;56.208;3;0;1.508.562;1.366;16.190;153.180;0;0;0;0;170.735;113;30.536;117.032;0;0;0;0;147.680;29.528;454.028;1.185.083;907.030;703.615;447.625;0;3.726.909;629.207;196.968;96.015;1.829;0;0;0;924.019;5.799;335.104;769.328;1.281.581;592.489;578.509;8.127;3.570.938;1.614;98.458;156.475;112.566;29.540;9.585;0;408.238;0;0;0;0;0;0;0;0;2.349.810
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2014;13.539.345;87.419;1.065.735;2.185.533;2.265.253;454.204;39.653;0;6.097.797;1.566;26.523;58.408;70.100;9.148;168;0;165.912;48.892;794.701;581.584;620;0;0;0;1.425.797;16.044;425.561;101.051;552;4;0;0;543.212;9.172;342.806;789.368;3.736;2.206;0;0;1.147.288;32.444;211.675;398.513;234.408;104.380;56.559;0;1.037.979;8.589;71.942;223.901;471.973;340.617;444.648;0;1.561.670;4.421;180.283;429.756;74.467;43.277;27.614;0;759.819;41;11.213;60.781;386.339;176.796;8.812;0;643.982;155.891
