Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2019;536.326.041;1.866.739;5.293.127;13.590.031;23.282.035;10.933.795;5.985.204;8.414;60.959.345;626.542;872.720;1.496.854;1.243.480;135.762;2.988;8.414;4.386.761;85.958;297.927;488.824;224.705;20.566;83;306;1.118.368;1.252.193;13.158.793;35.113.746;80.825.625;65.343.626;179.820.508;69.753.003;445.267.493;1.619.683;6.474.792;1.912.505;141.140;18.913;18.283;0;10.185.317;189.751;478.148;1.366.575;528.374;162.057;57.614;0;2.782.519;1.554.135;3.493.937;2.682.322;2.087.107;942.799;825.120;40.816;11.626.237;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2019;356.365.934;264.804;4.655.211;13.073.764;28.342.316;18.421.337;13.044.179;257.437;78.059.048;622.238;2.995.714;8.940.300;10.758.639;4.918.408;2.477.589;533.493;31.246.380;37.454;424.682;1.070.918;1.584.080;319.400;43;91.142;3.527.719;67.497;622.366;1.332.105;3.575.964;3.557.059;17.939.238;21.819.272;48.913.501;1.131.310;22.738.475;4.680.851;296.555;21;0;215.227;29.062.439;2.369.506;17.664.988;48.851.667;39.658.554;25.796.564;20.232.818;176.907;154.751.003;615.466;1.091.074;2.828.506;1.641.626;1.153.478;1.108.987;130.515;8.569.652;2.236.193
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2019;290.795.924;452.566;4.924.907;12.767.496;20.488.217;8.731.465;1.910.514;33;49.275.199;489.720;2.875.200;5.607.429;4.799.908;900.091;19.038;0;14.691.386;212.893;2.391.625;5.901.489;8.261.988;1.202.008;1.707;0;17.971.710;54.114;1.461.232;4.178.709;9.450.526;7.286.213;16.869.001;4.063.752;43.363.545;6.214.452;53.677.379;22.088.004;1.354.819;15.080;6;0;83.349.740;5.112;369.624;540.776;155.783;48.659;24.632;0;1.144.586;2.385.311;8.222.000;6.133.400;4.723.527;1.004.189;156.445;0;22.624.872;58.374.885
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2019;219.690.606;257.348;5.345.546;14.498.931;24.266.618;11.487.922;4.407.880;383;60.264.627;1.116.859;7.313.055;7.949.206;6.538.971;1.018.114;180.265;268;24.116.739;260.649;3.616.166;9.036.463;12.629.143;1.931.324;5.794;1;27.479.539;69.387;775.207;1.725.522;4.484.446;4.209.001;17.107.787;14.069.499;42.440.851;3.963.874;24.165.713;7.814.284;497.177;19.351;3.039;0;36.463.439;144.786;1.981.788;5.515.183;4.446.544;1.208.367;520.870;46;13.817.584;1.503.632;5.193.774;3.285.789;2.922.952;876.729;389.729;15.001;14.187.606;920.222
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2019;195.927.220;625.994;3.415.414;8.945.818;15.041.407;7.422.855;3.998.669;793;39.450.950;887.962;1.354.933;2.961.246;4.062.541;1.580.542;337.811;17.302;11.202.337;637.963;6.169.863;15.308.615;22.458.885;3.830.254;19.267;3.755;48.428.602;43.243;1.280.600;3.366.510;7.375.500;5.544.348;13.245.607;4.633.928;35.489.738;2.335.602;22.694.352;7.302.925;760.496;167.419;66.888;30;33.327.713;53.571;718.553;2.648.664;1.468.676;806.617;537.490;0;6.233.571;2.296.040;5.556.622;4.015.282;4.663.249;2.714.963;1.561.760;37.725;20.845.641;948.670
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2019;41.472.836;65.718;246.130;572.545;572.744;97.723;12.623;0;1.567.482;28.161;75.189;228.781;82.263;12.864;178;0;427.436;674.208;5.067.025;12.041.950;16.829.796;2.137.950;1.490;0;36.752.420;0;0;0;0;0;0;0;0;416.131;1.517.319;605.378;20.813;0;0;0;2.559.641;284;7.384;14.718;3.675;3.405;91;0;29.556;3.560;19.408;39.362;51.576;11.410;10.754;230;136.300;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2019;25.381.816;148.559;1.054.281;2.914.869;5.766.265;3.585.097;1.794.214;119;15.263.403;28.399;852.285;368.604;239.866;58.897;8.099;0;1.556.149;434;2.454;5.006;6.998;1.717;4;0;16.613;3.334;65.203;150.974;399.262;370.598;1.453.945;1.090.598;3.533.914;76.151;1.079.352;265.419;3.208;0;0;0;1.424.130;30.760;157.586;907.122;373.256;247.035;159.112;8.974;1.883.846;121.940;1.014.418;212.664;188.811;89.160;76.684;84;1.703.761;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2019;23.005.519;27.349;701.483;1.917.044;3.668.968;2.014.600;429.918;0;8.759.363;2.420;184.714;331.729;256.024;61.101;2.779;0;838.767;95.432;1.563.453;3.995.422;6.091.198;844.097;844;0;12.590.447;31;72;373;822;439;367;0;2.103;7.688;207.063;62.863;91;0;0;0;277.705;0;37.003;114.478;44.741;33.528;11.653;0;241.403;4.990;122.346;145.515;7.763;4.771;0;0;285.386;10.346
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2019;21.619.999;114.355;822.290;2.191.895;4.054.954;2.149.337;827.147;0;10.159.977;3.742;11.889;19.162;6.693;46;0;0;41.531;234.442;1.122.327;2.677.093;3.732.058;430.189;101;0;8.196.210;867;4.378;11.083;24.316;18.025;37.725;6.133;102.527;328.268;2.121.958;221.978;12.297;922;1;0;2.685.423;0;0;0;0;0;0;0;0;55.827;27.962;62.614;116.644;74.400;94.229;2.655;434.331;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2019;13.610.078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113.100;1.027.256;1.260.499;1.471.577;707.891;432.753;0;5.013.076;174.224;915.103;3.043.344;2.878.427;1.271.311;314.593;0;8.597.002;0
