Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;06/2017;330.648.975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.277.219;16.401.563;34.831.906;74.687.475;60.720.196;114.928.529;25.685.473;329.532.362;0;50.710;117.698;312.120;300.379;335.706;0;1.116.613;0;0;0;0;0;0;0;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2017;314.959.344;3.238.808;6.143.517;12.700.551;19.119.766;5.638.513;2.728.204;1.655.114;51.224.473;236.993;519.660;1.690.850;5.025.041;4.565.227;20.590.314;3.088.215;35.716.300;294.100;1.274.881;1.261.770;155.996;0;0;130.080;3.116.829;323.862;4.530.235;1.161.449;570.891;79.501;0;0;6.665.938;559.746;4.850.568;14.675.271;7.768.100;9.829.158;4.050.489;0;41.733.331;2.198.138;4.046.673;5.188.975;13.904.544;15.345.554;6.376.712;1.580.357;48.640.954;912.068;4.930.966;11.696.881;17.286.491;8.983.639;15.084.800;8.386.895;67.281.740;60.675;1.963.321;9.856.955;7.584.908;1.078.859;1.868.673;9.866;22.423.257;128.902;516.459;1.738.417;2.528.663;98.698;42.462;232.530;5.286.131;32.870.391
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2017;303.113.554;523.752;7.684.438;11.292.370;13.224.385;2.067.338;637.823;1.684;35.431.790;50.995;741.255;1.812.352;2.219.162;329.391;29.767;0;5.182.921;784.585;6.903.316;39.938;126.940;0;0;0;7.854.779;44.277;8.443.519;1.969.563;110.775;46.294;28.774;0;10.643.202;101.262;3.575.980;6.567.170;3.645.161;652.803;2.901.006;0;17.443.381;651.106;2.591.088;2.796.940;3.821.814;1.426.351;1.164.717;0;12.452.016;231.405;3.003.565;6.553.788;10.889.601;4.757.184;4.159.938;296.072;29.891.553;2.000;1.763.388;3.794.502;1.120.314;180.169;256.220;0;7.116.594;302.113;422.056;2.590.649;1.858.965;336.527;14.815;292;5.525.416;171.571.901
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2017;243.658.170;1.139.091;8.565.372;14.076.784;14.843.299;2.712.472;511.721;0;41.848.740;228.345;1.558.431;2.886.688;2.634.137;375.630;95.322;40;7.778.593;642.917;7.145.890;975.640;139;0;0;0;8.764.586;139.194;4.642.249;782.153;41.102;1.259;335;0;5.606.292;352.257;6.295.844;13.094.092;7.677.605;800.609;593.790;0;28.814.197;1.682.493;6.846.275;4.400.838;4.609.230;1.240.812;903.364;250.462;19.933.474;35.932;3.046.586;7.257.613;11.408.189;4.993.913;7.948.591;638.236;35.329.061;3.871;808.717;1.719.005;2.421.524;634.270;142.845;0;5.730.231;151.300;412.880;1.768.245;5.683.191;1.853.006;75.898;388;9.944.907;79.908.090
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2017;184.199.190;2.306.571;14.462.657;10.670.276;22.789.074;550;0;3.591;50.232.720;107.089;543.614;486.924;736.328;504;470;3.833;1.878.763;620.245;726.625;2.314.013;14.378;0;0;0;3.675.261;63.944;643.646;38.356;0;0;0;0;745.946;164.278;1.218.606;4.216.693;4.670.329;3.121.284;0;0;13.391.191;2.449.486;1.145.815;1.944.900;3.069.198;71.257;111.806;0;8.792.463;393.005;4.748.486;11.031.248;20.301.781;12.288.828;32.283.165;9.126.890;90.173.404;11.617;585.371;1.961.670;294.663;7.710;6.784;0;2.867.814;379.285;3.783.281;4.019.049;3.678.658;301.754;279.468;135;12.441.630;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2017;119.790.293;894.069;5.930.304;7.935.128;8.630.581;2.276.168;1.171.279;12.093;26.849.621;64.247;820.334;1.679.327;1.756.059;252.903;548.073;252;5.121.196;276.147;3.688.319;1.164.389;311.966;136.569;53.894;3.606;5.634.890;92.656;11.420.127;4.689.781;475.410;36.903;5.634;11.685;16.732.198;238.317;4.831.890;5.560.868;2.603.789;503.367;154.858;0;13.893.090;805.613;1.704.914;2.175.162;3.033.317;846.332;240.374;57.894;8.863.606;87.919;1.437.846;2.885.045;5.162.250;1.824.016;3.239.496;1.926.969;16.563.542;6.525;963.027;2.948.736;832.917;159.519;66.214;1.825;4.978.764;429.025;1.024.321;2.606.918;1.063.198;47.986;8.692;1.175;5.181.315;15.972.071
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2017;42.041.062;90.097;2.970.400;3.832.652;3.422.666;412.802;24.738;0;10.753.354;4.539;733.363;1.103.477;678.156;96.198;35.513;0;2.651.246;42.411;785.575;55.650;14.517;18.092;0;0;916.245;775;3.625.975;867.367;1.516;0;43.675;75.530;4.614.838;7.895;1.258.873;2.356.573;1.622.504;518.982;175.000;0;5.939.826;7.208;233.291;577.553;63.501;14.875;0;0;896.428;6.721;444.064;1.347.139;2.463.493;719.802;324.964;0;5.306.183;542;818.898;941.853;243.181;49.289;31.623;0;2.085.385;57.750;113.995;131.528;130.988;0;0;0;434.263;8.443.295
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;06/2017;13.234.201;138.132;1.961.859;1.219.977;539.917;39.864;0;0;3.899.751;255;9.842;31.555;17.789;1.085;0;0;60.526;521;261.799;114.968;0;0;0;0;377.287;422;1.712.950;353.874;3.534;13;0;0;2.070.793;9.545;1.117.833;1.919.510;771.634;402.752;0;0;4.221.274;124.724;820.198;79.125;1.194;0;0;51;1.025.292;0;26.590;316.705;300.042;62.639;0;0;705.976;0;180.067;529.342;163.893;0;0;0;873.302;0;0;0;0;0;0;0;0;0
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2017;13.041.548;72.867;294.799;487.371;863.627;398.023;110.342;0;2.227.029;47.583;180.596;399.900;447.899;33.313;9;0;1.109.300;0;0;0;0;0;0;0;0;0;780.806;233.210;66.767;76.305;76.305;0;1.233.392;17.072;694.986;904.568;1.615.085;292.986;171.301;0;3.695.998;17.328;49;12.533;19.547;1.561;3.306;0;54.324;1.392;131.546;399.831;1.099.224;540.483;601.071;0;2.773.546;0;52.846;146.070;136.676;64.133;2.269;0;401.994;0;0;0;0;0;0;0;0;1.545.964
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;06/2017;12.237.323;83.090;668.258;1.458.636;1.255.621;152.504;34.760;0;3.652.869;7.733;84.447;171.918;207.727;45.776;886;0;518.486;1.491;107.359;27.885;0;0;0;0;136.734;0;213.848;151.128;12.960;7.579;0;0;385.516;11.239;457.858;861.074;679.220;89.702;0;0;2.099.092;28.873;167.046;147.027;49.643;36.441;7.424;0;436.455;71;70.730;201.763;382.683;125.676;58.107;0;839.030;0;332.820;695.000;564.084;100.562;120.284;0;1.812.750;0;0;0;0;0;0;0;0;2.356.390
