Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2016;390.812.437;1.998.100;11.292.324;22.227.174;25.868.987;11.914.770;1.914.568;358.872;75.574.794;62.817;3.297.664;3.978.403;12.831.252;16.867.228;25.761.220;5.146.422;67.945.005;210.709;2.112.652;834.427;377.720;0;0;40.240;3.575.747;432.729;7.332.383;2.103.511;268.729;106.378;64.455;1.523;10.309.707;319.980;7.803.374;11.463.329;108.808;7.464;572;0;19.703.526;1.538.654;6.405.439;7.761.966;12.227.736;17.986.939;9.919.604;175.870;56.016.208;808.070;6.744.380;13.007.644;24.756.123;10.327.092;17.056.252;9.265.118;81.964.678;127.684;2.599.130;8.329.866;4.052.762;1.048.264;2.111.621;9.072;18.278.399;44.508;378.301;1.562.374;3.476.398;481.849;18.809;0;5.962.238;51.482.134
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;03/2016;378.369.847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.731.741;16.782.249;37.100.848;86.583.092;66.862.140;140.824.594;27.466.831;377.351.496;2.980;41.018;135.986;282.853;242.371;313.143;0;1.018.351;0;0;0;0;0;0;0;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2016;292.563.355;962.282;8.241.848;11.311.740;12.733.061;2.876.281;521.624;4.607;36.651.444;62.074;1.880.777;4.441.133;4.390.273;1.042.648;38.146;0;11.855.050;1.091.699;8.416.205;213.884;0;0;0;0;9.721.789;147.607;12.355.200;3.585.761;121.839;45.734;40.198;0;16.296.339;126.661;2.767.400;4.300.547;3.660.506;1.713.955;346.414;0;12.915.483;969.601;1.558.115;2.897.689;2.806.981;773.721;438.016;135;9.444.258;248.467;3.225.239;7.790.064;12.886.629;5.357.466;4.497.679;384.274;34.389.819;8.054;2.279.036;3.021.972;783.392;367.716;213.275;0;6.673.446;211.230;1.156.742;3.224.695;4.291.309;640.999;1.239.079;3.531;10.767.584;143.848.144
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2016;263.385.138;1.319.932;7.991.536;13.741.639;13.745.295;3.071.992;189.149;0;40.059.543;196.412;1.698.537;3.164.053;2.845.882;317.189;14.656;0;8.236.728;784.434;9.621.057;1.290.296;890;19;0;0;11.696.696;382.140;6.081.851;591.462;20.754;0;0;0;7.076.207;61.542;5.587.744;7.626.463;7.451.013;2.994.175;201.023;0;23.921.961;1.107.043;3.871.768;3.245.222;3.407.182;1.098.657;433.533;5.213;13.168.619;154.712;2.751.495;6.755.226;13.422.188;5.464.703;8.012.174;855.236;37.415.734;12.518;726.071;1.796.122;1.505.192;1.311.476;249.265;0;5.600.645;14.048;196.095;1.363.030;5.507.439;2.274.253;95.719;186;9.450.770;106.758.235
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2016;193.015.319;3.764.116;6.231.081;16.734.544;20.196.068;10.215.663;0;0;57.141.472;202.295;210.141;602.325;1.227.092;365.748;580;0;2.608.182;902.805;1.218.350;3.140.349;20.029;5.366;0;0;5.286.900;141.617;1.004.899;64.201;0;0;0;0;1.210.718;174.046;2.824.804;3.357.029;5.762.060;1.421.524;3.000.000;0;16.539.462;3.943.325;2.136.640;2.801.213;2.762.521;917.515;140.112;0;12.701.326;654.947;5.911.642;9.376.897;19.120.000;12.885.337;28.643.986;8.833.921;85.426.730;0;0;0;0;0;0;0;0;228.470;4.490.350;3.544.296;3.093.266;378.680;365.397;68;12.100.528;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2016;123.990.020;780.956;8.051.046;8.377.335;8.844.472;2.724.818;836.948;311.938;29.927.514;87.001;848.059;1.733.889;1.877.346;636.304;921.369;1.701.378;7.805.347;438.492;4.624.916;1.177.837;337.812;147.587;54.758;44.412;6.825.815;168.347;9.383.208;3.800.902;195.269;555.894;30.632;2.647;14.136.900;82.575;3.385.900;3.798.890;2.714.967;667.390;110.618;0;10.760.341;990.804;1.471.113;2.462.465;3.432.364;971.545;178.438;97.707;9.604.437;175.560;1.149.170;2.683.324;5.165.231;1.442.697;1.717.522;27.697;12.361.202;4.405;702.330;1.447.234;262.555;57.452;76.144;4.538;2.554.658;88.432;808.391;3.626.733;3.081.552;200.741;1.477.405;1.801;9.285.054;20.728.753
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2016;44.830.192;445.968;4.038.420;4.633.666;3.712.263;474.165;91.000;20;13.395.502;27.609;173.862;419.643;453.551;49.326;159;0;1.124.149;103.022;1.498.773;470.784;24.677;103;0;640;2.098.000;36.615;3.701.516;604.239;28.401;1.233;205;461;4.372.671;494.373;1.935.770;3.699.217;2.340.233;60.482;0;1.135;8.531.210;279.630;131.654;245.527;103.640;67.518;93.321;1.791;923.080;12.672;290.266;678.370;1.149.514;248.777;138.800;0;2.518.399;5.074;456.371;1.093.059;171.187;41.775;11.089;0;1.778.555;3.972;391.126;681.981;385.683;24.687;1.234;0;1.488.684;8.599.942
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;03/2016;37.951.822;294.843;2.870.032;3.709.688;3.312.655;407.385;28.185;0;10.622.788;17.778;402.758;671.183;566.362;131.714;3.312;0;1.793.106;124.825;807.946;51.682;0;30.953;0;0;1.015.408;47.935;2.088.175;302.199;2.204;531;43.680;0;2.484.724;32.994;1.482.212;1.669.138;1.410.823;1.095.886;353.960;0;6.045.013;107.253;111.474;115.802;25.648;24.833;12.417;0;397.428;45.375;732.873;1.440.449;2.172.840;685.859;506.823;0;5.584.218;536;148.972;497.417;28.254;3.581;299;0;679.059;0;0;154.308;261.595;0;0;0;415.903;8.914.175
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2016;37.880.631;583.615;282.878;527.088;448.237;180.710;547.922;0;2.570.449;0;0;0;0;0;0;0;0;0;0;5.502;0;0;0;0;5.502;30.846;150.840;134.085;251.283;169.123;14.286;0;750.462;133.003;101.684;682.674;575.224;79.894;60.385;0;1.632.864;121.157;3.289;5.829;13.183;9.819;1.989;0;155.265;4.264;3.096;11.242;87.372;129.494;722.974;1.526.949;2.485.391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.280.698
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2016;15.458.360;63.956;615.939;715.504;1.099.336;402.935;131.937;0;3.029.608;26.218;253.272;361.655;487.497;30.955;4.184;0;1.163.781;0;8.978;0;0;0;0;0;8.978;0;547.909;371.563;28.614;76.305;123.995;0;1.148.386;59.145;684.838;837.588;1.116.388;1.394.273;13.911;0;4.106.143;21.788;178.945;1.009;1.029;1.513;4.298;0;208.582;20.281;213.932;428.022;949.197;617.159;844.535;0;3.073.127;0;67.213;115.893;125.889;45.752;8.684;0;363.431;0;0;0;0;0;0;0;0;2.356.323
