Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;12/2017;107.710.788;120.288.737;2.181.774;214.497.299;370.355;445.048.953;352.255.749;18.524.789;15.100.116;27.691.724;41.877.119;4.387.276;107.581.025;61.176.016;966.061.742;44.822.720;230.191.846;1.241.076.309;2.038.600;140.472.327;1.383.587.236
BB;49906;b1;S1;C;1;BRASILIA;DF;12/2017;69.347.462;160.289.875;24.152.759;189.102.793;7.394.221;450.287.109;383.776.181;16.885.957;88.897.938;3.874.634;21.238.807;102.553;130.999.889;100.457.710;1.065.520.889;789.887;213.291.980;1.279.602.757;429.373;88.373.008;1.368.405.138
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;12/2017;32.389.648;276.693.320;577.401;186.537.181;10.922.318;507.119.869;148.663.402;82.382.835;141.779;34.254.144;10.681.851;749.576;128.210.185;271.757.424;1.055.750.880;631.211;170.688.856;1.227.070.947;0;34.407.851;1.261.478.797
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;12/2017;33.876.130;103.332.697;2.382.918;127.222.821;441.814;267.256.381;313.690.556;27.020.910;10.973.682;108.695.144;3.098.728;368.485;150.156.949;49.289.860;780.393.746;14.096.655;148.639.607;943.130.008;387.587;111.373.328;1.054.890.923
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;12/2017;0;0;0;0;11.448.446;11.448.446;16.834.041;0;2.277.781;0;19.968.996;0;22.246.777;427.106.701;477.635.964;679.799;320.303.976;798.619.739;0;62.836.307;861.456.046
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;12/2017;16.995.434;40.572.369;2.976.189;144.804.386;145.332;205.493.711;142.280.783;27.713.874;8.854.053;34.928.224;1.992.881;3.167.446;76.656.477;49.967.841;474.398.811;10.644.859;127.441.780;612.485.451;511.386;61.683.018;674.679.854
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2017;498.129;0;141.143;13.312.138;0;13.951.410;33.525.765;1.075.168;500.335;4.771.879;3.253.651;76.269;9.677.301;4.654.534;61.809.011;41.585.312;31.445.829;134.840.152;82.147;18.469.329;153.391.628
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;12/2017;900.760;1.937.967;570.162;11.999.546;150;15.408.585;54.806.053;1.000.523;6.077.170;18.609.512;356.253;16.175.069;42.218.528;14.097.993;126.531.159;1.654.430;11.550.275;139.735.865;40.508;9.768.548;149.544.921
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;12/2017;94.633;0;2.048.368;6.360.251;0;8.503.252;25.736.919;660.337;2.190.501;20.617.261;607.307;9.512;24.084.918;4.061.583;62.386.672;1.701.227;20.532.407;84.620.305;32.185;8.867.550;93.520.040
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;12/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;7.911.225;7.911.225;0;70.558.545;78.469.770;0;10.150.866;88.620.636
