Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2015;446.489.052;1.991.042;4.257.564;11.574.944;23.378.438;12.603.732;162.669;0;53.968.389;1.530.208;1.379.282;3.062.254;3.563.005;217.377;53;249;9.752.427;323.008;1.379.626;3.280.307;4.756.229;699.919;43;0;10.439.131;1.761.260;11.065.848;29.554.978;66.330.836;52.081.291;133.627.955;47.156.989;341.579.157;1.779.290;6.382.523;1.679.445;125.526;480;0;0;9.967.264;145.238;1.826.883;635.260;387.355;317.985;156.367;0;3.469.089;1.923.449;4.426.860;4.074.093;3.247.473;1.766.015;1.772.897;102.808;17.313.595;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2015;272.854.795;197.259;4.212.054;11.817.227;23.524.051;12.806.111;7.197.027;97.764;59.851.492;444.850;2.708.049;7.589.649;8.696.188;3.326.563;1.526.854;133.837;24.425.991;56.433;1.180.533;3.030.913;4.295.077;680.997;113;5.617;9.249.681;16.054;445.104;955.544;2.573.878;2.468.718;11.445.296;12.175.444;30.080.037;1.128.895;17.320.944;2.706.295;89.794;15;0;155.120;21.401.063;1.195.254;10.217.254;39.696.612;25.519.764;19.266.976;22.869.860;25.075;118.790.795;274.588;1.593.135;3.374.455;925.167;452.982;391.531;30.688;7.042.546;2.013.189
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2015;203.663.664;232.910;3.906.037;10.210.046;19.116.586;8.791.111;2.347.683;0;44.604.373;656.221;3.619.077;6.239.964;3.418.036;195.520;87.192;0;14.216.010;659.108;3.708.549;8.748.625;11.478.875;1.414.117;2.306;0;26.011.580;79.950;458.918;1.406.907;2.895.585;2.703.854;10.506.526;9.090.331;27.142.070;4.643.292;38.035.305;13.456.257;196.286;0;0;0;56.331.140;1.093;42.893;138.822;108.195;99.593;51.394;0;441.989;1.356.153;5.984.430;3.008.945;4.390.723;1.009.434;66.984;0;15.816.669;19.099.833
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2015;140.272.927;177.391;3.200.428;8.510.203;13.565.111;4.810.228;1.080.200;0;31.343.560;741.111;4.364.217;5.161.135;2.849.357;245.459;10.841;12;13.372.132;369.808;3.707.212;8.828.279;9.895.170;989.042;6.355;4;23.795.869;39.361;296.229;835.961;2.143.838;1.959.678;7.365.308;5.548.529;18.188.905;3.387.490;14.653.756;6.203.451;184.064;1.362;8;0;24.430.129;148.611;2.024.640;7.956.026;3.993.990;1.873.814;856.971;1;16.854.052;1.201.587;5.123.242;2.093.174;2.115.078;694.385;261.709;7.508;11.496.683;791.596
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2015;124.502.084;345.477;1.402.409;3.528.986;5.106.579;1.519.020;351.582;170;12.254.223;586.864;1.047.928;2.349.585;3.364.083;649.349;64.412;79;8.062.301;612.344;4.823.417;11.531.428;14.412.419;1.707.887;7.156;1.975;33.096.626;34.396;931.672;2.227.303;4.638.171;3.385.526;8.177.383;3.361.795;22.756.247;1.224.349;13.009.855;2.762.083;478.617;126.285;26.096;18;17.627.303;28.374;309.837;1.833.997;882.181;399.294;185.016;0;3.638.698;1.475.092;4.741.366;3.028.506;3.353.917;1.290.896;390.485;927;14.281.189;12.785.498
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2015;36.898.660;110.757;774.723;1.837.829;2.279.945;589.797;131.146;0;5.724.197;8.919;19.462;49.683;23.223;914;1.324;0;103.526;811.201;4.547.820;10.354.278;12.710.142;1.288.099;339;0;29.711.879;0;0;0;0;0;0;0;0;177.732;829.465;25.689;2;0;0;0;1.032.888;67;10.835;18.128;50.734;61.994;8.587;0;150.346;1.087;8.559;87.560;74.353;4.264;0;0;175.824;0
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2015;20.331.093;12.792;117.030;302.265;511.075;94.192;3.058;8;1.040.421;532.198;1.304.151;1.856.096;1.377.129;261.246;5;1.086;5.331.912;37.477;270.086;629.698;859.051;137.601;300;0;1.934.213;7.590;104.571;240.673;619.938;326.047;2.579.838;1.627.745;5.506.401;406.130;2.640.738;422.100;15;0;0;0;3.468.982;22.579;185.294;1.070.785;211.068;4.255;0;0;1.493.982;223.306;517.338;710.225;58.609;11.058;30.533;4.113;1.555.183;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;03/2015;15.087.966;105.923;715.743;1.940.707;3.416.607;1.307.817;374.807;123;7.861.728;38.638;364.509;615.031;196.940;13.857;43.089;3;1.272.067;643;17.339;45.574;72.412;18.946;177;0;155.091;2.478;41.373;121.139;307.993;280.762;1.088.758;812.761;2.655.264;40.381;69.223;6.027;1;0;0;0;115.632;14.970;521.640;249.351;352.253;223.167;310.804;22.750;1.694.935;101.490;650.037;216.282;217.402;85.924;62.002;110;1.333.248;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;03/2015;13.469.925;41.381;372.394;1.027.434;1.954.912;983.470;332.407;0;4.711.998;6.684;10.567;22.215;12.678;48;0;0;52.192;205.633;693.290;1.753.968;3.256.205;501.992;781;0;6.411.868;1.856;10.086;25.012;55.853;42.375;101.263;23.937;260.383;156.484;895.468;143.837;13.169;465;8;0;1.209.431;0;0;0;0;0;0;0;0;4.351;86.872;164.068;277.787;104.908;171.987;14.081;824.054;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;03/2015;10.152.165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.165;1.435.391;3.553.563;4.484.763;605.569;714;0;10.152.165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
