Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2017;521.527.802;1.828.950;6.112.643;15.391.212;25.434.764;11.746.012;5.095.488;475;65.609.544;683.130;865.538;2.019.802;1.740.343;901;4;10.250;5.319.969;335.690;1.191.025;2.714.323;2.816.963;133.275;74;905;7.192.255;1.532.720;12.644.659;33.926.548;77.416.376;61.691.224;165.053.161;61.978.833;414.243.522;1.654.125;5.806.948;1.908.854;136.957;5.974;4.529;0;9.517.387;239.255;590.993;1.875.432;918.166;334.387;155.009;0;4.113.242;2.084.911;4.083.863;3.400.037;2.986.285;1.506.720;1.397.037;73.031;15.531.883;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2017;312.846.643;262.999;4.414.934;12.144.102;24.662.137;15.568.738;8.307.461;410.192;65.770.564;648.950;2.568.667;7.554.615;8.497.718;3.837.353;1.649.028;1.200.714;25.957.045;56.920;620.418;1.496.199;1.925.325;295.304;91;39.519;4.433.777;53.759;559.554;1.227.080;3.240.093;3.201.174;15.641.772;19.213.231;43.136.663;984.421;18.553.434;3.190.475;234.107;51;0;690.920;23.653.407;2.380.954;16.051.473;40.322.275;34.365.389;21.883.270;19.963.618;848.907;135.815.887;696.926;1.215.071;2.905.156;2.907.350;1.895.946;1.156.863;400.885;11.178.196;2.901.103
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2017;225.867.762;424.815;4.029.234;9.934.170;18.425.177;9.452.082;2.309.986;90;44.575.555;486.791;1.662.789;2.546.752;4.146.394;1.076.237;34.753;0;9.953.716;210.382;1.743.423;4.197.950;6.638.290;1.130.927;1.873;0;13.922.845;75.531;632.061;1.453.275;3.757.530;3.535.184;14.242.586;12.126.233;35.822.399;4.328.952;38.971.052;13.605.373;269.919;11;0;0;57.175.306;1.337;318.951;381.973;202.752;62.723;19.188;0;986.923;1.773.354;5.201.473;2.983.408;4.564.596;1.544.286;194.994;0;16.262.110;47.168.909
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2017;169.628.985;231.488;4.598.262;11.352.248;17.873.599;6.937.063;1.558.532;482;42.551.673;982.034;5.004.470;5.177.541;2.776.060;221.895;14.815;92;14.176.906;311.120;3.112.569;7.218.314;8.297.954;909.401;2.878;0;19.852.236;78.021;630.489;1.393.523;3.556.695;3.322.585;12.997.860;10.003.611;31.982.782;4.466.150;18.250.969;8.953.008;383.966;16.183;1.128;0;32.071.404;351.047;2.721.526;5.399.134;3.389.761;1.495.506;786.885;0;14.143.858;1.738.653;5.429.674;2.901.958;3.131.442;859.506;235.288;20.310;14.316.830;533.296
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2017;142.819.843;341.908;2.288.191;5.805.672;9.008.626;3.723.284;1.620.319;240;22.788.240;540.963;1.151.152;2.490.103;3.667.910;1.055.054;64.115;109;8.969.405;500.504;4.752.898;11.365.739;14.937.299;2.136.555;11.509;2.463;33.706.966;43.312;1.131.424;2.673.952;5.625.000;4.082.060;9.772.512;3.922.890;27.251.149;1.367.353;16.235.794;4.593.960;493.249;117.896;41.812;24;22.850.089;32.185;713.978;1.797.563;1.461.881;498.404;349.568;0;4.853.579;1.590.008;4.862.706;3.202.411;3.662.937;1.506.774;681.909;4.758;15.511.502;6.888.913
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2017;33.946.373;78.581;404.984;922.875;1.187.398;350.346;56.888;0;3.001.073;10.218;125.054;46.950;9.557;0;0;0;191.779;603.345;4.280.620;9.816.201;12.511.998;1.538.124;457;0;28.750.745;0;0;0;0;0;0;0;0;291.707;1.063.684;380.871;11.742;0;0;0;1.748.004;774;7.450;22.333;49.973;4.725;2.520;0;87.775;322;30.969;28.896;91.384;8.489;6.912;25;166.997;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;09/2017;19.447.519;114.411;872.735;2.310.668;4.118.925;2.222.281;1.126.842;35;10.765.897;41.824;452.889;279.752;150.159;76.524;24.838;0;1.025.987;392;6.707;15.409;19.417;2.115;27;0;44.067;2.704;50.211;137.247;356.527;334.224;1.292.379;955.819;3.129.113;38.885;762.649;178.760;14.500;0;0;0;994.794;44.645;173.139;576.595;369.991;272.867;270.054;6.101;1.713.393;118.018;1.009.933;223.471;231.306;113.082;78.409;50;1.774.268;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;09/2017;15.646.426;91.536;621.333;1.652.964;2.854.857;1.391.067;489.905;0;7.101.661;12.770;50.210;108.485;108.682;6.224;0;0;286.372;155.890;766.613;1.755.072;2.299.694;287.282;53;0;5.264.605;953;5.737;14.080;30.909;23.361;51.107;9.553;135.699;303.987;1.619.439;203.188;15.114;2.327;1.038;0;2.145.093;0;0;0;0;0;0;0;0;29.892;57.325;137.448;224.126;104.267;152.915;7.022;712.996;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2017;11.228.350;12.710;409.835;1.106.543;2.043.808;1.073.793;265.164;0;4.911.853;1.367;138.700;260.067;189.280;41.218;4.563;0;635.196;35.835;726.221;1.788.049;2.364.218;288.442;132;0;5.202.897;17;131;433;842;943;559;0;2.924;849;146.952;41.285;39;0;0;0;189.125;507;54.827;24.693;28.184;13.795;2.894;0;124.901;2.312;128.688;12.210;5.444;2.357;846;0;151.858;9.597
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;09/2017;9.503.557;61.916;581.739;1.628.686;2.752.012;1.219.749;211.142;0;6.455.244;6.119;29.462;62.254;17.141;5;0;0;114.982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183.219;1.908.571;573.513;71.777;406;76;9;2.737.572;0;1.935;7.118;2.095;1.048;0;0;12.196;37.543;42.025;57.336;46.649;10;0;0;183.563;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;09/2017;9.418.673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.442;594.743;1.653.942;1.390.544;558.072;341.039;0;4.605.782;52.509;513.131;1.393.184;1.856.960;761.097;236.010;0;4.812.891;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;09/2017;7.823.070;21.455;374.896;923.535;1.871.756;977.631;260.699;0;4.429.972;14.407;339.093;411.249;697.761;320.988;129.240;0;1.912.738;2.439;16.879;39.470;44.614;5.864;1;0;109.266;582;28.518;82.690;216.706;205.606;242.552;0;776.654;51;1.218;94;0;0;0;0;1.363;5.852;21.942;56.341;64.564;36.621;29.532;0;214.851;7.431;28.765;142.551;26.507;12.565;5.309;155.098;378.226;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;09/2017;7.055.962;27.024;77.386;176.584;182.323;44.206;14.376;62;521.961;74.962;114.904;121.703;55.471;74;1;0;367.115;6.473;7.865;11.879;5.013;85;1;0;31.317;0;0;0;0;0;0;0;0;328.352;5.593.166;77.294;64.429;9.928;0;0;6.073.170;0;0;0;0;0;0;0;0;1.206;10.630;5.125;17.127;13.001;15.309;0;62.400;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;09/2017;6.609.815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81.129;1.115.638;2.504.600;2.625.333;282.697;418;0;6.609.815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;09/2017;6.592.448;0;13.143;33.482;47.124;15.048;1.983;0;110.781;0;27;81;36;0;0;0;144;0;5.356;14.955;26.068;18.963;9.839;0;75.181;0;1.940;3.215;8.152;7.925;34.337;26.494;82.062;0;0;0;0;0;0;0;0;0;387.479;799.962;2.010.699;1.701.324;1.409.151;0;6.308.615;485;3.081;5.829;4.101;539;1.629;0;15.665;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;09/2017;6.136.237;3.325;22.794;53.836;104.784;30.768;69;0;215.576;25.035;161.875;246.324;417.098;91.389;5;0;941.727;0;0;0;0;0;0;0;0;923;25.556;61.696;147.811;126.621;433.950;257.327;1.053.882;341.610;2.490.044;668.253;200.728;346;0;0;3.700.981;0;0;50.936;0;0;0;0;50.936;38.487;104.068;12.909;11.248;6.413;9;0;173.134;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;09/2017;5.634.979;67.893;366.911;1.000.590;1.884.899;971.758;319.899;0;4.611.951;7.797;17.739;19.369;10.886;162;7;0;55.960;26.055;96.693;206.747;202.029;13.390;1;0;544.915;0;0;0;0;0;0;0;0;14.532;283.912;3.850;378;65;1;0;302.738;0;0;0;270;0;0;0;270;1.979;32.832;23.159;22.632;4.405;27.731;31;112.766;6.380
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;09/2017;5.613.833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807.387;3.172.082;1.439.624;194.740;0;0;0;5.613.833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;09/2017;5.141.820;974;9.927;23.734;25.985;2.259;0;0;62.880;391;629;1.552;1.359;35;0;0;3.966;65.520;796.212;1.871.919;2.132.548;208.354;421;0;5.074.974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;09/2017;5.058.732;1.470;9.558;26.968;26.052;3.852;7;0;67.907;625;3.733;11.570;3.859;0;0;0;19.788;7.513;76.935;175.218;200.783;21.959;31;0;482.440;0;0;0;0;0;0;0;0;309.654;3.102.641;1.026.214;48.028;2.060;0;0;4.488.597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;09/2017;4.778.831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.373;164.604;1.151.089;1.870.491;1.126.363;417.700;0;4.775.620;1;954;300;1.333;623;0;0;3.210;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;09/2017;4.437.272;1.026;55.828;142.651;296.292;131.380;8.288;0;635.465;604;8.597;18.114;32.595;13.172;1.463;0;74.545;0;0;0;0;0;0;0;0;0;80;152;407;400;2.017;1.455;4.512;19.668;394.238;1.517.682;1.608;1;0;0;1.933.197;0;92.115;194.842;505.298;436.826;457.174;0;1.686.256;1.910;20.875;30.085;49.853;494;79;0;103.297;0
