Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;03/2002;7.157.037;9.562.436;64.925.061;45.263.264;-2.461.554;42.801.710;81.953;637.705;285.737;-18.173;987.222;27.831.829;11.788.714;3.822.327;168.876.336;285.737;168.590.599
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2002;58.408;0;7.576.298;35.040.882;-1.315.820;33.725.062;0;0;0;0;0;3.586.169;61.431.017;12.055.185;118.432.139;0;118.432.139
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2002;404.511;8.052.884;44.954.229;20.207.999;-3.216.988;16.991.011;0;0;0;0;0;6.570.941;28.950.953;2.503.420;108.427.949;0;108.427.949
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;03/2002;1.887.822;5.443.367;22.288.835;41.650.883;-3.157.118;38.493.765;91.766;2.924.102;1.259.135;-129.857;4.145.147;18.622.477;9.938.095;7.707.716;108.527.224;1.259.135;107.268.089
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2002;1.850.405;8.796.045;14.807.256;22.864.611;-2.031.941;20.832.670;187.367;2.476.556;1.358.193;-118.799;3.903.316;11.576.591;8.550.582;9.539.116;79.855.980;1.358.193;78.497.788
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;03/2002;3.384.977;1.583.174;23.973.395;11.568.330;-1.026.183;10.542.147;181.712;813.295;407.210;-67.551;1.334.667;11.347.881;3.109.106;2.171.906;57.447.251;407.210;57.040.041
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;03/2002;868.528;3.968.209;14.695.545;20.302.136;-1.099.086;19.203.050;22.627;1.494.264;837.459;-59.208;2.295.142;8.244.349;3.203.503;4.005.123;56.483.450;837.459;55.645.990
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;03/2002;508.328;838.715;8.884.542;12.154.556;-648.401;11.506.155;202.063;886.169;391.372;-296.552;1.183.052;5.379.003;3.155.488;2.338.442;33.793.725;391.372;33.402.353
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2002;1.561.835;4.934.046;11.555.405;7.754.805;-216.917;7.537.888;26.764;2.444.450;1.169.763;-94.132;3.546.844;2.715.060;931.511;586.822;33.369.411;1.169.763;32.199.648
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2002;966.655;3.279.413;4.252.484;7.999.496;-133.935;7.865.561;17.521;277.996;41.682;-39.668;297.532;8.549.142;1.575.093;199.348;26.985.227;41.682;26.943.545
