Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2017;693.870.303;338.469.028;86.435.676;109.784.130;28.553.531;130.234.868;393.070;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2017;620.655.660;284.324.594;82.524.930;76.743.877;29.237.946;110.668.374;290.800;36.865.139
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2017;534.235.134;203.150.737;21.937.562;39.724.851;9.779.757;42.967.560;637.645;216.037.022
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2017;407.151.562;185.426.199;27.371.053;49.071.518;16.489.542;50.657.067;670.236;77.465.948
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;12/2017;306.014.660;172.513.067;33.222.250;42.786.738;5.697.477;26.878.663;24.916.465;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2017;271.536.486;161.230.946;16.884.021;25.697.995;7.069.711;38.968.275;225.379;21.460.158
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2017;59.808.565;32.887.013;3.229.922;3.984.408;1.151.245;8.552.066;8.603;9.995.308
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2017;48.277.609;25.176.848;3.898.216;6.751.303;1.628.086;9.114.308;20.907;1.687.942
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2017;30.598.966;3.114.600;571.794;1.007.098;442.810;25.326.283;24.791;111.591
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2017;18.366.872;8.540.441;2.122.034;3.790.253;1.224.069;2.680.127;9.948;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2017;16.913.285;6.611.422;7.290.618;1.412.107;72.719;1.526.420;0;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;12/2017;15.815.812;9.700.114;705.036;2.345.614;750.435;2.293.250;21.364;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2017;15.161.971;8.255.030;1.428.212;2.531.021;767.923;2.057.515;3.634;118.635
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;12/2017;13.976.680;440.179;360.008;14.063;3.981;13.156.445;2.004;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2017;13.879.572;4.667.745;3.053.787;255.970;82.140;377.294;57.848;5.384.788
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;12/2017;13.068.585;6.037.052;1.150.231;2.319.797;810.799;2.747.367;3.339;0
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;12/2017;12.968.703;6.570.221;659.765;815.116;101.880;2.193.529;2;2.628.191
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;12/2017;10.958.079;1.895.544;96.474;8.712.013;120.928;131.702;1.419;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;12/2017;10.875.422;8.303.365;405.324;406.768;378.550;1.326.779;54.636;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;12/2017;9.111.407;3.869.337;990.009;1.779.842;725.012;1.745.164;2.044;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;12/2017;8.709.674;93.944;2.716.907;5.779;74.094;5.813.496;5.455;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;12/2017;8.626.053;325.326;8.151.480;66.606;60.526;20.882;1.205;27
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;12/2017;8.483.361;4.471.533;836.221;1.638.434;653.170;878.793;5.210;0
