Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2016;342.670.568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.444.602;14.612.763;37.019.491;80.447.531;60.829.245;119.214.246;26.989.584;341.557.462;0;55.389;132.063;322.152;254.836;348.666;0;1.113.105;0;0;0;0;0;0;0;0;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2016;330.641.890;2.428.417;7.628.777;15.668.401;18.075.046;10.389.097;3.414.027;1.145.407;58.749.172;84.763;502.598;1.265.567;5.058.034;4.405.350;20.451.879;3.854.305;35.622.495;290.826;1.775.193;1.485.108;244.114;0;0;99.542;3.894.783;369.163;5.008.249;1.455.167;512.029;122.011;49.393;178;7.516.190;535.333;6.319.955;11.460.746;13.249.930;5.434.054;4.074.765;0;41.074.782;1.958.522;5.186.559;5.609.850;13.760.707;17.664.807;7.421.650;605.420;52.207.514;885.938;4.675.811;12.267.205;19.885.029;9.036.351;16.044.772;7.842.869;70.637.975;75.632;2.484.183;9.485.277;4.484.516;1.061.596;1.924.897;14.145;19.530.246;63.937;427.850;2.061.235;3.202.282;162.590;42.204;124.225;6.084.321;35.324.411
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2016;311.845.039;714.578;8.064.141;11.710.702;13.216.716;2.182.188;557.375;2.895;36.448.595;67.990;1.562.535;2.119.165;2.469.585;390.526;7.304;0;6.617.104;937.933;6.722.159;121.376;0;0;0;0;7.781.467;78.917;11.517.504;2.512.723;155.303;48.565;35.238;0;14.348.250;102.392;2.966.831;6.573.965;3.562.639;1.682.029;449.355;0;15.337.212;879.533;1.852.583;3.202.932;3.354.266;1.174.386;958.181;0;11.421.882;229.004;2.878.696;7.635.671;11.921.305;4.963.871;4.817.675;343.413;32.789.635;12.530;1.778.978;4.193.312;1.064.062;166.749;258.635;0;7.474.266;92.412;786.993;2.490.187;2.533.788;241.381;19.301;389;6.164.451;173.462.178
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2016;269.223.701;1.822.475;9.128.851;16.451.628;15.157.848;3.019.021;380.464;0;45.960.287;335.066;1.661.565;3.208.651;3.006.159;378.045;69.661;78;8.659.224;874.709;8.361.078;1.078.909;1.496;0;0;0;10.316.191;300.378;5.197.167;535.361;27.274;1.191;92;0;6.061.462;183.707;7.081.315;12.295.085;5.892.468;1.898.182;611.323;0;27.962.080;2.977.680;7.712.349;5.092.522;4.242.959;1.254.252;537.520;54.266;21.871.549;34.190;2.583.669;7.233.549;14.031.301;5.079.668;8.026.424;753.600;37.742.401;17.306;429.272;1.613.014;1.950.652;1.309.616;138.601;0;5.458.460;153.735;321.576;1.887.086;6.122.807;2.159.751;81.049;415;10.726.419;94.465.627
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;191.800.178;2.631.555;11.828.913;11.500.952;22.567.590;5.175.678;0;11.136;53.715.824;132.462;252.175;612.976;1.098.715;83.335;488;1.606;2.181.757;694.027;856.702;2.352.625;108.265;561;0;0;4.012.178;96.728;820.965;42.602;0;0;0;0;960.294;64.163;1.297.539;6.188.256;4.860.936;3.251.812;0;0;15.662.707;3.153.229;1.532.699;4.001.670;3.899.981;202.019;124.191;0;12.913.789;473.404;4.708.373;10.754.016;20.667.632;12.379.408;31.194.796;9.300.613;89.478.241;0;24.383;580.250;34.033;2.684;3.990;0;645.340;211.930;4.199.203;3.768.200;3.409.963;330.143;310.506;103;12.230.048;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2016;125.819.722;624.506;7.668.740;8.190.934;8.820.158;2.461.368;1.056.311;138.869;28.960.886;58.620;820.332;1.693.462;1.689.836;249.729;585.147;3.988;5.101.115;315.596;3.674.893;1.107.018;336.736;153.689;52.328;39.974;5.680.234;140.946;13.854.170;4.958.920;103.897;482.278;30.220;14.713;19.585.145;118.166;4.609.867;6.062.282;3.030.677;435.424;75.980;2.435;14.334.831;717.458;1.596.920;2.686.918;2.595.311;1.073.956;218.492;120.229;9.009.285;105.295;760.323;2.080.717;4.921.275;1.384.977;2.130.574;1.882.981;13.266.143;6.516;704.954;2.450.006;573.694;166.456;62.737;5.461;3.969.825;247.005;1.165.255;3.221.826;1.890.122;186.326;1.317.714;1.435;8.029.681;17.882.576
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2016;43.638.256;240.807;2.782.420;3.790.346;3.400.750;410.658;34.274;0;10.659.254;7.965;660.583;1.051.405;639.149;117.887;29.635;0;2.506.624;25.555;792.240;30.308;0;23.457;0;0;871.560;2.857;4.301.057;1.040.806;7.215;287;43.676;0;5.395.899;1.417;1.716.944;2.243.384;1.402.874;811.522;225.000;0;6.401.140;12.999;153.670;847.517;68.126;27.862;0;0;1.110.174;22.359;412.385;1.154.460;2.810.257;571.824;355.386;0;5.326.670;407;213.328;538.641;196.366;43.626;31.880;0;1.024.248;251;65.153;312.736;144.613;653;0;0;523.405;9.819.282
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2016;14.318.190;346.991;273.814;586.057;1.027.432;286.513;129.716;0;2.650.524;19.041;168.033;440.949;449.435;33.332;4.327;0;1.115.117;0;0;4.474;0;0;0;0;4.474;0;1.436.721;234.843;61.706;76.305;95.381;0;1.904.957;79.003;576.973;863.803;1.243.052;875.983;34.752;0;3.673.566;174.084;221;433;1.298;1.540;3.668;0;181.243;6.483;137.162;362.180;1.188.006;521.858;741.228;0;2.956.918;0;51.521;134.415;120.224;35.441;3.870;0;345.470;0;0;0;0;0;0;0;0;1.485.922
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;13.312.359;50.686;1.343.410;1.004.482;473.493;159.307;379;0;3.031.757;1.219;13.982;33.316;35.484;227;0;0;84.228;185;232.641;1.113.018;0;0;0;0;1.345.844;6.443;1.515.758;941.714;88.382;0;0;0;2.552.297;85.668;872.476;1.512.373;794.123;244.220;0;0;3.508.861;4.315;596.617;182.086;2.952;0;0;0;785.970;32;27.522;88.727;549.688;63.452;0;0;729.422;8.403;278.264;967.312;19.946;55;0;0;1.273.980;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2016;11.863.456;29.982;778.432;1.622.739;1.197.057;138.720;30.397;0;3.797.327;0;18.032;59.701;103.271;9.609;0;0;190.612;2.792;80.585;35.975;0;0;0;0;119.352;297;387.834;177.278;17.214;8.472;994;0;592.089;3.374;318.067;1.067.642;556.005;101.327;0;0;2.046.415;34.913;227.608;16.968;54.783;28.080;15.200;9;377.562;1.240;81.470;188.054;409.650;135.339;72.776;0;888.528;0;176.059;640.523;674.109;97.606;115.606;0;1.703.903;0;0;0;0;0;0;0;0;2.147.668
