Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2018;524.644.597;2.124.250;5.477.465;13.885.780;23.316.322;10.423.989;4.501.798;8.866;59.738.470;598.696;881.819;1.563.801;1.172.226;106.169;237;10.198;4.333.147;162.422;570.202;1.101.131;647.681;20.178;84;1.012;2.502.711;1.258.541;12.964.754;34.541.976;79.192.476;63.713.806;173.794.918;66.834.438;432.300.909;1.427.043;6.409.935;1.956.405;125.194;14.896;13.931;0;9.947.403;174.797;303.117;2.069.956;674.657;205.586;100.513;0;3.528.626;1.592.446;3.410.471;2.712.716;2.375.498;1.150.381;1.000.489;51.330;12.293.331;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2018;341.671.259;273.261;4.589.653;12.574.650;26.226.255;16.981.287;9.971.235;423.911;71.040.252;474.488;2.875.023;6.532.657;9.536.817;4.152.228;2.049.166;940.244;26.560.623;32.562;480.498;1.169.419;1.609.161;316.261;68;109.258;3.717.227;57.936;619.542;1.332.578;3.545.650;3.499.671;17.475.945;21.516.237;48.047.558;919.225;23.020.883;4.510.496;286.420;0;0;398.699;29.135.723;1.960.562;10.055.138;53.742.353;36.398.665;24.938.687;20.306.135;166.327;147.567.868;648.257;1.060.495;3.456.300;3.293.839;2.044.733;1.570.837;264.100;12.338.561;3.263.448
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2018;267.679.094;437.748;4.899.000;12.171.377;19.527.473;7.878.679;1.611.320;80;46.525.677;589.682;2.139.111;3.439.344;5.091.677;1.671.190;37.676;0;12.968.680;193.319;2.210.371;5.316.731;7.187.552;1.001.562;1.360;0;15.910.895;79.688;710.961;1.634.120;4.299.365;4.054.551;16.048.838;13.390.378;40.217.902;4.826.697;51.312.388;20.524.287;804.770;2.630;0;0;77.470.772;834;48.498;673.310;124.577;47.350;27.234;0;921.803;1.881.555;5.876.760;4.086.453;4.605.064;1.192.969;174.233;0;17.817.034;55.846.330
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2018;191.947.666;234.068;5.153.325;12.610.051;21.012.438;9.040.147;2.859.782;502;50.910.312;834.163;5.208.682;6.162.783;4.331.290;644.217;129.703;257;17.311.094;246.433;3.406.764;8.047.922;10.566.672;1.423.328;5.184;0;23.696.303;72.151;718.848;1.568.214;4.047.446;3.781.047;15.114.201;12.127.581;37.429.489;3.784.566;23.923.691;7.420.549;305.333;6.328;89;0;35.440.555;239.172;1.561.103;6.321.384;4.183.279;1.256.117;559.926;26;14.121.006;1.364.594;4.701.583;2.591.946;2.732.612;812.195;291.989;22.070;12.516.990;521.917
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2018;175.759.920;538.700;3.027.572;7.703.969;12.675.210;5.787.682;2.825.622;735;32.559.492;918.214;1.424.998;2.894.387;4.049.450;1.354.618;280.744;17.851;10.940.263;584.366;5.681.468;13.805.081;19.878.963;3.146.442;13.732;3.419;43.113.472;40.685;1.298.596;3.121.288;6.596.335;4.809.423;11.650.545;4.921.487;32.438.358;1.900.518;22.201.708;6.978.560;636.228;135.699;51.911;28;31.904.651;41.018;444.967;2.983.012;1.430.766;694.036;507.671;0;6.101.471;1.966.701;4.918.706;3.811.690;4.248.200;2.207.950;1.210.525;30.178;18.393.950;308.263
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2018;37.646.965;61.287;304.863;668.129;807.257;170.666;24.984;0;2.037.187;15.726;127.703;70.768;31.323;1.680;22;0;247.222;638.097;4.625.419;10.946.346;14.947.669;1.730.816;622;0;32.888.968;0;0;0;0;0;0;0;0;345.695;1.380.816;534.421;16.241;0;0;0;2.277.173;14;8.967;23.889;17.658;3.193;1.219;0;54.940;889;9.721;34.228;75.140;11.191;10.147;157;141.474;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2018;23.838.782;80.637;994.119;2.678.923;5.143.831;3.111.709;1.478.473;82;13.487.774;24.333;684.167;1.038.350;275.198;78.304;8.515;26;2.108.892;203;3.464;8.305;7.773;1.664;8;0;21.416;3.033;63.612;147.801;384.047;358.967;1.401.458;1.048.317;3.407.235;45.466;1.008.551;267.050;1.102;0;0;0;1.322.170;27.942;138.169;732.098;380.543;256.054;184.996;27.382;1.747.185;115.998;1.014.568;242.007;206.631;94.915;69.891;100;1.744.110;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2018;19.926.498;21.937;694.238;1.875.526;3.591.307;2.026.400;421.295;0;8.630.703;4.280;170.630;383.739;237.518;48.722;0;0;844.889;63.849;1.234.590;3.084.534;4.579.662;614.054;493;0;9.577.182;17;306;167;982;568;199;0;2.239;4.994;198.756;61.015;31;0;0;0;264.796;0;31.227;81.336;43.238;24.123;11.217;0;191.142;2.540;243.673;134.707;10.031;3.444;0;0;394.395;21.153
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2018;18.558.064;98.412;712.337;1.882.814;3.414.262;1.780.988;692.623;0;8.581.437;6.202;23.652;43.210;25.856;205;0;0;99.125;184.823;955.826;2.240.006;3.110.906;350.908;74;0;6.842.543;747;4.773;12.033;26.628;19.792;42.219;7.112;113.304;282.066;1.859.512;214.251;14.808;1.766;3;0;2.372.405;0;0;0;0;0;0;0;0;68.613;33.585;89.074;150.844;86.651;116.603;3.881;549.251;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2018;12.384.132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.092;161.138;2.860.125;1.245.574;684.934;388.985;0;5.408.849;60.711;301.018;2.785.405;2.337.901;1.179.726;310.522;0;6.975.284;0
