Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;09/2001;6.250.139;7.352.587;52.312.939;42.351.509;-2.209.012;40.142.497;122.616;669.212;298.558;-12.566;1.077.820;36.300.126;10.468.520;3.618.479;157.523.105;298.558;157.224.547
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2001;60.449;5.875;10.893.428;34.040.557;-1.067.728;32.972.829;0;0;0;0;0;2.242.888;56.962.196;11.855.436;114.993.102;0;114.993.102
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2001;341.613;3.104.948;35.892.782;18.903.052;-3.077.077;15.825.975;0;0;0;0;0;6.025.237;35.691.167;2.489.640;99.371.362;0;99.371.362
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;09/2001;1.594.196;3.677.698;22.472.152;38.049.780;-2.602.483;35.447.297;99.076;3.176.652;1.441.530;-156.931;4.560.326;16.958.347;8.692.869;5.152.720;98.555.605;1.441.530;97.114.075
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2001;1.773.739;7.180.000;15.133.904;23.788.053;-1.825.651;21.962.402;12.267;2.570.825;1.254.800;-105.533;3.732.359;12.785.936;9.186.794;7.538.275;79.293.408;1.254.800;78.038.608
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;09/2001;2.627.189;2.652.537;28.924.304;12.303.821;-863.542;11.440.280;229.942;1.113.279;551.315;-73.085;1.821.451;12.410.883;2.291.894;2.088.816;64.257.353;551.315;63.706.038
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2001;728.191;6.371.160;12.438.026;20.467.568;-1.121.180;19.346.388;36.799;1.801.239;1.029.269;-84.791;2.782.516;6.999.749;2.913.610;4.089.064;55.668.704;1.029.269;54.639.436
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2001;423.349;1.016.966;9.812.955;11.674.838;-548.980;11.125.858;232.135;1.320.748;629.679;-284.312;1.898.250;4.730.643;2.688.537;2.179.215;33.875.773;629.679;33.246.095
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;09/2001;424.995;13.193.231;5.163.067;9.138.687;-191.393;8.947.294;71.883;380.723;63.403;-13.597;502.413;3.007.835;530.923;440.440;32.210.198;63.403;32.146.794
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2001;2.007.622;3.068.563;9.612.999;7.882.626;-217.027;7.665.599;30.024;2.302.780;1.082.946;-95.320;3.320.430;2.660.598;903.551;514.376;29.753.739;1.082.946;28.670.793
