Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;09/2017;316.590.173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.354.221;14.611.791;32.887.386;71.045.941;57.593.828;111.857.686;25.165.089;315.515.942;0;50.680;137.710;330.495;285.606;269.741;0;1.074.231;0;0;0;0;0;0;0;0;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;09/2017;302.407.474;3.011.878;6.427.314;11.044.682;18.307.785;5.050.644;2.443.839;1.652.108;47.938.250;269.713;768.949;1.634.331;5.307.319;4.352.175;19.759.523;2.116.589;34.208.599;274.440;1.191.888;1.186.957;98.202;0;0;124.333;2.875.821;256.073;4.454.574;1.301.755;539.858;74.450;0;0;6.626.709;685.331;7.698.442;12.442.103;11.050.383;10.827.014;4.021.786;0;46.725.058;2.360.899;3.930.849;4.635.581;13.143.185;10.683.341;5.647.612;1.347.805;41.749.272;929.566;4.644.484;10.162.232;16.524.117;8.369.831;14.840.071;7.872.748;63.343.049;70.544;4.599.177;8.682.510;7.007.879;1.149.639;1.678.751;5.982;23.194.482;315.602;541.788;1.767.033;2.219.821;89.393;37.659;37.266;5.008.563;30.737.671
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;09/2017;276.913.232;447.201;7.571.003;10.525.720;13.014.400;2.303.318;632.429;1.054;34.495.124;26.666;462.731;894.174;1.132.496;175.762;58.476;0;2.750.305;677.019;6.665.714;204.161;126.727;0;0;0;7.673.622;108.287;7.428.067;1.759.392;93.906;37.967;26.319;0;9.453.937;44.254;4.392.263;7.078.338;3.978.514;724.904;2.757.230;0;18.975.502;779.575;1.941.536;3.234.061;3.535.999;1.464.827;1.109.600;0;12.065.597;171.765;2.694.658;6.470.603;10.055.270;4.568.984;3.804.497;273.031;28.038.808;655;1.542.142;2.558.051;743.371;171.067;262.022;0;5.277.307;154.982;656.202;2.106.440;1.902.306;310.202;8.715;232;5.139.079;153.043.951
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;09/2017;235.413.030;1.306.024;7.729.118;13.011.414;14.128.085;3.031.049;498.391;159;39.704.241;209.609;1.506.362;2.811.975;2.639.093;398.285;108.925;45;7.674.293;521.511;6.694.014;1.029.468;41;0;0;0;8.245.034;87.868;7.967.450;2.005.898;371.828;10.912;4.570;0;10.448.525;120.796;10.098.109;10.160.432;6.934.076;1.241.715;1.028.302;0;29.583.430;1.577.452;3.460.547;3.383.783;4.030.674;1.212.558;970.086;282.587;14.917.686;29.952;2.554.281;7.918.543;9.736.211;4.888.577;7.951.394;572.502;33.651.460;5.375;659.081;2.218.212;1.700.069;531.451;143.547;0;5.257.734;130.923;420.230;1.767.828;5.395.058;1.632.325;76.113;387;9.422.866;76.507.761
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;09/2017;178.409.799;2.560.144;4.310.826;11.125.664;24.074.112;4.297.550;2.482.643;5.631;48.856.571;83.024;242.784;424.095;755.689;157.660;41.234;3.958;1.708.443;499.935;544.864;1.657.268;82.316;0;0;0;2.784.384;46.358;601.001;29.829;0;0;0;0;677.188;165.005;2.004.039;2.778.341;1.946.823;7.534;0;3.153.863;10.055.605;2.548.915;950.024;1.250.365;2.005.957;982.942;740.994;1.776;8.480.973;506.039;5.260.729;10.525.811;20.192.882;12.579.046;33.045.148;8.955.722;91.065.377;14.723;783.773;1.911.014;140.402;7.542;6.912;0;2.864.367;483.928;3.340.631;3.911.038;3.685.751;259.992;235.416;136;11.916.892;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;09/2017;119.323.548;1.234.571;4.518.903;7.634.740;8.702.086;2.241.693;1.069.098;320.863;25.721.954;65.788;800.099;1.752.830;1.870.276;277.163;537.634;260;5.304.050;255.797;3.535.886;1.206.756;299.306;127.751;58.905;3.599;5.488.000;168.777;12.045.377;5.685.671;439.431;35.094;5.041;12.063;18.391.454;140.098;5.303.633;6.222.071;2.464.361;498.575;514.874;0;15.143.611;893.168;1.215.623;1.424.743;2.266.590;798.833;231.619;69.342;6.899.918;87.157;1.085.666;4.119.396;4.416.893;1.693.190;3.026.419;1.942.540;16.371.260;563;1.557.222;4.069.958;1.186.100;228.861;85.097;1.827;7.129.628;189.897;1.326.912;2.388.998;740.143;44.098;6.968;1.043;4.698.059;14.175.613
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;09/2017;42.715.336;58.374;2.777.309;4.175.550;3.444.214;474.986;58.860;0;10.989.292;3.693;691.210;991.901;685.193;89.038;33.704;0;2.494.738;28.525;834.553;138.891;23.533;0;0;0;1.025.503;392;3.704.467;1.108.734;1.560;28;0;0;4.815.181;7.596;1.212.694;2.541.195;1.825.336;525.277;141.574;0;6.253.672;15.206;194.898;571.939;63.024;15.293;0;0;860.360;7.461;438.364;1.825.166;1.808.366;713.013;294.046;0;5.086.416;801;645.428;800.857;233.488;43.342;29.805;0;1.753.721;138;33.885;133.584;145.718;15.368;0;0;328.693;9.107.760
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;09/2017;13.106.376;63.976;225.559;652.282;868.696;396.333;90.116;0;2.296.963;72.364;175.970;431.944;497.764;33.810;9;0;1.211.862;0;0;0;0;0;0;0;0;7.145;983.622;189.128;69.456;75.127;62.154;0;1.386.633;21.924;673.630;886.616;1.578.120;292.901;109.911;0;3.563.102;13.866;16.074;42.420;23.008;1.632;2.446;0;99.446;1.202;175.404;643.864;973.072;493.536;360.574;0;2.647.652;0;41.565;108.612;131.212;51.500;1.149;0;334.038;0;0;0;0;0;0;0;0;1.566.679
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;09/2017;12.452.416;105.985;904.668;1.372.200;1.325.904;177.446;34.019;0;3.920.223;7.733;1.499;77.681;165.612;11.086;0;0;263.611;1.168;100.115;61.544;0;0;0;0;162.827;0;180.457;241.738;12.148;6.533;0;0;440.875;11.578;399.218;937.338;642.700;90.692;0;0;2.081.525;9.736;182.814;339.849;118.288;60.499;3.231;0;714.417;115;66.265;234.021;333.792;117.618;48.981;0;800.792;0;204.342;726.615;481.684;98.094;107.838;0;1.618.574;0;0;0;0;0;0;0;0;2.449.571
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;09/2017;12.126.653;432.957;392.326;672.842;1.023.980;53.933;522.468;0;3.098.506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.728;130.346;123.612;247.732;34.485;1.504;0;567.407;56.139;143.227;607.752;289.822;69.939;5.913;0;1.172.792;84.541;8.971;23.116;66.235;5.372;1.728;0;189.963;0;11.922;38.097;138.465;155.299;871.906;1.578.345;2.794.035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.303.951
