Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2015;670.228.054;348.904.552;99.131.149;104.146.122;20.491.846;5.011.143;9.974.872;3.506.260;3.435.827;15.244.053;60.382.228
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2015;642.012.132;269.510.964;150.205.751;86.404.002;76.607.756;27.246.585;9.667.920;3.801.147;3.230.445;15.337.560;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2015;526.086.863;148.353.191;125.981.462;23.412.987;14.059.932;7.926.189;3.766.687;3.007.099;3.097.119;12.143.734;184.338.463
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2015;405.537.565;44.143.164;127.754.555;60.970.079;43.897.683;6.773.076;3.761.939;2.545.393;2.114.766;11.265.993;102.310.918
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2015;356.973.376;84.362.289;157.431.116;102.237.506;11.258.446;823.953;499.838;64.013;2.156;294.059;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2015;253.734.657;85.023.647;88.680.811;15.217.418;10.072.138;7.559.540;2.790.565;1.953.647;1.683.136;7.527.957;33.225.798
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2015;68.522.506;29.283.104;17.139.999;5.870.806;1.652.879;1.013.081;333.855;889.452;575.299;2.676.867;9.087.164
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2015;54.724.712;29.884.351;7.409.572;3.006.278;1.130.469;314.163;214.875;157.402;124.868;734.640;11.748.094
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2015;52.681.205;2.288.321;24.492.065;8.725.702;9.368.761;1.201.880;748.880;396.479;938.146;1.878.872;2.642.099
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2015;30.019.808;5.491.725;13.768.834;5.567.265;2.062.714;962.181;380.707;343.289;156.580;1.090.444;196.069
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2015;20.313.832;454.932;14.242.885;2.507.888;1.504.314;567.108;371.318;166.280;113.606;385.501;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2015;18.719.461;2.774.438;3.842.896;2.358.075;683.549;781.528;1.124.981;60.872;0;99.649;6.993.474
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2015;18.171.447;0;12.364.679;2.909.468;1.278.299;545.614;225.731;192.666;149.066;505.924;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2015;17.449.790;5.666.286;6.726.244;2.087.266;882.844;920.293;136.648;141.955;123.479;764.775;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2015;13.854.279;4.934.745;4.790.284;2.444.172;169.826;168.472;130.021;88.347;135.600;992.813;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2015;13.557.562;1.785.349;3.867.941;6.724.240;666.828;149.898;196.001;5.027;15.539;146.737;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2015;12.935.240;435.595;2.853.279;3.850.780;1.228.643;184.177;88.858;22.050;54.461;20.086;4.197.310
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2015;12.820.941;12.439.901;350.529;13.419;4.247;950;8.307;487;250;2.851;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2015;11.920.776;5.572.146;5.067.324;598.059;231.997;110.317;47.598;16.584;92.779;183.972;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;06/2015;11.764.347;1.340;5.277.140;4.160.215;1.369.157;335.240;61.764;77.711;43.688;354.125;83.967
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2015;10.721.894;216.919;3.668.884;5.132.987;1.142.918;130.793;183.627;82.401;76.815;86.551;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2015;10.715.424;4.484;9.463.357;415.336;570.151;74.895;38.846;27.148;22.192;99.015;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2015;10.596.351;2.354.872;7.072.703;366.639;308.878;94.574;111.784;63.485;49.964;173.453;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2015;9.912.735;6.117.146;3.301.471;366.956;90.809;12.015;3.042;7.145;1.004;13.147;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2015;9.386.922;5.681.935;999.053;1.198.566;746.655;250.760;109.949;50.342;50.914;298.748;0
BIC;32.119;b1;C;3;;199;SAO PAULO;SP;06/2015;8.591.845;2.291.184;2.110.703;580.903;853.540;676.662;335.197;204.871;134.809;600.563;803.411
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2015;8.575.498;734.686;4.984.665;1.044.782;543.372;388.670;192.597;152.826;118.869;415.033;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2015;7.815.525;0;5.480.220;1.148.039;486.971;77.521;79.326;79.914;51.702;411.833;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2015;7.767.219;1.066.358;4.578.257;1.819.266;196.988;59.732;12.197;5.925;4.278;24.218;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2015;6.569.911;860.955;1.020.397;840.810;145.747;58.812;109.865;0;111.737;11.614;3.409.973
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2015;6.253.240;648.698;2.286.783;1.376.341;1.024.091;637.419;161.098;44.925;25.715;48.169;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2015;5.483.675;1.897.817;1.142.406;943.827;1.131.897;194.767;46.632;21.893;40.643;63.792;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;06/2015;5.399.371;500.256;1.266.050;1.619.728;834.513;82.220;128.182;33.320;13.307;26.024;895.771
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;06/2015;5.355.244;73.342;2.865.603;1.545.923;585.377;157.436;55.644;8.576;8.557;54.785;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2015;4.777.068;0;3.460.788;452.713;482.008;116.815;27.426;25.396;50.970;160.952;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;06/2015;4.379.773;0;3.328.141;144.136;112.654;138.777;127.147;99.602;86.351;342.964;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;06/2015;4.334.077;1.446.256;1.246.435;1.230.379;261.809;48.904;28.998;20.005;9.101;42.190;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2015;4.198.548;22.281;3.613.013;86.022;76.390;56.076;66.385;49.662;61.711;167.008;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2015;4.186.768;1.990.255;879.587;579.332;239.543;160.121;55.077;89.053;31.907;161.893;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;06/2015;4.008.086;573.449;1.074.048;1.558.715;513.706;93.125;54.834;31.455;21.514;87.241;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;06/2015;3.840.662;2.315.926;238.935;220.510;12.794;0;0;0;0;0;1.052.497
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;06/2015;3.838.842;142.234;514.388;1.883.320;210.696;191.402;54.848;101.553;23.846;177.228;539.327
