Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BANCO DO BRASIL S.A.;0;BB;49906;;b1;1;1;BRASILIA;DF;12/2003;25.293.329;27.425.394;1.713.074;29.502.595;7.425.388;91.359.780;39.227.903;0;0;0;0;0;0;26.355.039;156.942.721;464.677;42.727.459;200.134.858;121.922;12.171.798;212.428.578
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;;;;b4;1;4;RIO DE JANEIRO;RJ;12/2003;355.880;0;0;0;11.954.519;12.310.398;0;0;0;0;0;0;0;49.293.210;61.603.609;54.854;77.378.057;139.036.519;0;12.856.901;151.893.421
CAIXA ECONOMICA FEDERAL;360305;;;;b1;1;6;BRASILIA;DF;12/2003;4.986.789;43.872.307;0;26.147.148;6.018.104;81.024.347;34.116.404;0;0;0;0;10.957.477;10.957.477;8.663.382;134.761.609;184.845;9.777.469;144.723.924;0;5.771.552;150.495.476
BANCO BRADESCO S.A.;60746948;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;11.882.838;21.370.959;2.642.420;16.147.257;183;52.043.657;30.845.039;0;0;0;3.852.672;915.600;4.768.272;12.653.686;100.310.653;40.550;14.485.161;114.836.364;7.620;13.546.880;128.390.864
BANCO ITAÚ S.A.;60701190;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2003;7.543.252;14.775.152;18.451.198;481.143;123.619;41.374.363;15.901.873;0;0;0;686.428;172.052;858.481;4.235.822;62.370.539;838.123;12.627.712;75.836.374;53.779;6.786.097;82.676.250
UNIBANCO-UNIAO DE BANCOS BRASILEIROS S.A.;33700394;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;12/2003;2.144.944;5.499.119;705.923;15.814.486;1.701;24.166.174;6.545.285;0;0;0;2.986.139;815.136;3.801.274;7.293.706;41.806.440;271.626;4.047.576;46.125.642;9.942;7.155.896;53.291.480
BANCO ABN AMRO REAL S.A.;33066408;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;12/2003;3.060.281;5.007.702;2.301.747;11.481.204;2.311;21.853.244;2.126.667;0;0;0;4.293.628;428.598;4.722.226;2.886.645;31.588.782;764.262;6.026.099;38.379.144;5.639;8.104.555;46.489.338
BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA;61411633;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;12/2003;2.679.970;3.345.115;810.735;3.890.504;3.919;10.730.245;3.440.590;0;0;0;0;0;0;1.751.546;15.922.381;135.824;8.442.816;24.501.021;18.260;4.756.677;29.275.958
BANCO SAFRA S.A.;58160789;SAFRA;10083;;b1;2;8;SAO PAULO;SP;12/2003;1.327.654;735.964;139.660;4.701.023;949;6.905.249;7.619.111;0;0;0;1.481.459;0;1.481.459;4.340.979;20.346.799;2.988.580;2.751.433;26.086.812;15.568;3.057.947;29.160.328
BANCO NOSSA CAIXA S.A.;43073394;;;;b1;1;8;SAO PAULO;SP;12/2003;1.385.499;6.486.540;1.901;11.107.051;8.592;18.989.583;4.344.612;0;0;0;0;36.318;36.318;196.153;23.566.665;0;2.145.087;25.711.752;63;1.823.642;27.535.458
BANCO SANTANDER BRASIL S.A.;61472676;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;12/2003;533.771;303.131;2.639.516;5.875.904;0;9.352.321;6.130.330;0;0;0;22.703;0;22.703;3.594.318;19.099.672;308.989;4.903.767;24.312.429;12.200;1.589.197;25.913.826
HSBC BANK BRASIL S.A. - BANCO MULTIPLO;1701201;HSBC;51152;;b1;3;8;CURITIBA;PR;12/2003;3.001.481;1.563.611;1.595.097;9.909.164;0;16.069.353;710.426;0;0;0;0;0;0;1.623.281;18.403.060;308.362;4.617.250;23.328.671;17.316;1.637.458;24.983.445
BANCO VOTORANTIM S.A.;59588111;VOTORANTIM;51011;;b1;2;8;SAO PAULO;SP;12/2003;3.796;0;570.727;7.435.977;0;8.010.499;6.421.473;0;0;0;2.295.892;0;2.295.892;711.429;17.439.293;1.062.197;1.308.153;19.809.643;1.313;2.191.968;22.002.924
BANCO CITIBANK S.A.;33479023;CITIBANK;30403;;b1;3;8;SAO PAULO;SP;12/2003;754.130;151.525;1.137.041;223.218;7.321;2.273.235;2.021.723;0;0;0;0;0;0;2.485.599;6.780.557;2.750.740;7.633.260;17.164.557;15.531;2.091.459;19.271.547
BANCO ITAÚ-BBA S.A.;31516198;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2003;5.239;0;1.937.210;2.528.359;0;4.470.808;856.317;0;0;0;1.842.838;0;1.842.838;3.687.913;10.857.875;393.611;2.722.328;13.973.814;3.961;3.115.480;17.093.255
BANKBOSTON BANCO MULTIPLO S.A.;60394079;BANKBOSTON;30300;;b1;3;8;SAO PAULO;SP;12/2003;1.476.095;866.941;1.520.081;889.611;40.182;4.792.909;3.635.008;0;0;0;0;0;0;2.490.844;10.918.762;89.834;3.976.512;14.985.108;4.182;1.914.652;16.903.942
BANCO BCN S.A.;60898723;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;830.181;788.616;150.629;3.028.141;0;4.797.567;1.497.650;0;0;0;1.446.463;101.069;1.547.532;1.895.509;9.738.258;30.241;868.087;10.636.586;1.885;3.228.028;13.866.498
BANCO SUDAMERIS BRASIL S.A.;60942638;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;12/2003;680.394;1.066.662;846.698;4.453.667;107.802;7.155.223;789.340;0;0;0;0;0;0;2.222.926;10.167.488;46.171;1.549.267;11.762.927;2.061;1.339.518;13.104.506
BANCO DO NORDESTE DO BRASIL S.A.;7237373;;;;b1;1;8;FORTALEZA;CE;12/2003;293.489;354.173;5.627;342.910;1.770.602;2.766.800;63.502;0;0;0;116.293;0;116.293;2.942.287;5.888.882;0;5.551.521;11.440.403;361;1.315.181;12.755.944
BANCO ITAÚ HOLDING FINANCEIRA S.A.;60872504;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2003;0;0;152.342;0;0;152.342;0;0;0;0;0;0;0;0;152.342;0;715.990;868.333;0;11.608.555;12.476.888
BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;92702067;BANRISUL;30173;;b1;1;8;PORTO ALEGRE;RS;12/2003;1.005.475;2.806.902;19.705;3.671.668;2.139;7.505.889;1.848.301;0;0;0;0;0;0;722.799;10.076.988;763;1.017.577;11.095.329;44;800.829;11.896.202
CIA ITAULEASING DE ARRENDAMENTO MERCANTIL;49925225;ITAU;10069;;n1;2;19;SAO PAULO;SP;12/2003;0;0;0;0;0;0;0;0;0;0;0;6.327.040;6.327.040;0;6.327.040;3.933;2.339.351;8.670.323;0;2.306.135;10.976.459
BANCO BEMGE S.A.;17298092;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2003;81.452;639.811;6.187.893;26.215;1.749;6.937.120;209.446;0;0;0;0;0;0;0;7.146.566;0;347.356;7.493.922;0;2.438.592;9.932.514
BANCO DE INVESTIMENTOS CREDIT SUISSE FIRST BOSTON S.A.;33987793;CREDIT SUISSE;30771;;b2;3;13;SAO PAULO;SP;12/2003;0;0;0;976.781;0;976.781;4.159.647;0;0;0;234.625;0;234.625;1.843.708;7.214.762;822.661;654.464;8.691.887;0;677.892;9.369.779
BANCO BANESTADO S.A.;76492172;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2003;60.873;158.545;0;378.910;0;598.328;386.707;0;0;0;0;0;0;86.369;1.071.404;186;822.961;1.894.551;0;6.665.082;8.559.634
BANCO SANTANDER S.A.;33517640;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;12/2003;697;0;410.860;4;0;411.561;0;0;0;0;1.596.277;0;1.596.277;83.715;2.091.554;3.474;149.772;2.244.800;117;5.203.073;7.447.990
BANCO BANERJ S.A.;33885724;ITAU;10069;;b1;2;8;SAO PAULO;SP;12/2003;539.916;1.887.227;1.820.451;293.532;0;4.541.126;811.193;0;0;0;0;0;0;90;5.352.409;17.069;418.423;5.787.901;479;1.232.534;7.020.914
CITIBANK N.A.;33042953;CITIBANK;30403;;b1;3;28;SAO PAULO;SP;12/2003;0;0;987.851;0;0;987.851;293.577;0;0;0;0;0;0;1.888.024;3.169.451;583.122;2.701.127;6.453.700;264;470.611;6.924.574
BANCO FIBRA S.A.;58616418;FIBRA;49951;;b1;2;8;SAO PAULO;SP;12/2003;25.686;0;755.721;786.758;0;1.568.165;3.694.445;0;0;0;0;0;0;506.450;5.769.060;200.567;138.887;6.108.514;2.322;414.735;6.525.571
BANCO J.P. MORGAN S.A.;33172537;JP MORGAN CHASE;20107;;b1;3;8;SAO PAULO;SP;12/2003;6.728;0;629.972;563.524;0;1.200.224;546.211;0;0;0;0;0;0;297.059;2.043.494;903.716;2.159.593;5.106.803;1.093;1.154.750;6.262.647
BANCO PACTUAL S.A.;30306294;PACTUAL;49944;;b1;2;8;RIO DE JANEIRO;RJ;12/2003;5.684;0;71.769;662.398;0;739.850;3.059.208;0;0;0;0;0;0;906.777;4.705.835;229.997;768.128;5.703.960;272;552.663;6.256.895
BANCO BNP PARIBAS BRASIL S.A.;1522368;;;;b1;3;8;SAO PAULO;SP;12/2003;7.801;0;46.523;90.004;0;144.328;2.427.467;0;0;0;0;0;0;649.854;3.221.649;233.300;2.224.156;5.679.105;271;504.935;6.184.311
BANCO SANTOS S.A.;58257619;SANTOS;50177;;b1;2;8;SAO PAULO;SP;12/2003;52.134;0;155.450;1.569.519;0;1.777.102;1.763.993;0;0;0;0;0;0;1.494.749;5.035.845;177.684;402.139;5.615.668;0;546.263;6.161.931
BANCO RURAL S.A.;33124959;RURAL;31244;;b1;2;8;RIO DE JANEIRO;RJ;12/2003;361.333;25.571;72.167;2.777.215;0;3.236.287;96.838;0;0;0;145.704;0;145.704;1.141.135;4.619.964;2.980;463.771;5.086.715;28.153;609.710;5.724.578
BANCO FINASA S.A.;57561615;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;11;0;4.745.509;0;0;4.745.519;0;0;0;0;0;0;0;140.196;4.885.716;326.992;121.809;5.334.517;20.662;201.532;5.556.710
BANCO ALFA DE INVESTIMENTO S.A.;60770336;ALFA;51293;;b2;2;13;SAO PAULO;SP;12/2003;171;0;162.268;1.518.271;0;1.680.709;1.286.097;0;0;0;326.848;0;326.848;1.266.207;4.559.861;3.928;280.737;4.844.526;1.489;583.882;5.429.897
ITAUCARD FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;17192451;ITAU;10069;;n1;2;14;SAO PAULO;SP;12/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;9.798;9.798;0;2.149.492;2.159.290;0;2.741.508;4.900.798
BRADESCO BCN LEASING S.A. ARRENDAMENTO MERCANTIL;62868302;BRADESCO;10045;;n1;2;19;OSASCO;SP;12/2003;0;0;184;0;0;184;0;0;0;0;0;1.650.178;1.650.178;252.880;1.903.242;22.127;1.796.489;3.721.858;0;1.028.899;4.750.757
BANCO DA AMAZONIA S.A.;4902979;;;;b1;1;2;BELEM;PA;12/2003;204.335;106.045;129.476;578.631;90.189;1.108.676;479.628;0;0;0;0;0;0;195.549;1.783.853;0;1.156.802;2.940.654;0;1.426.655;4.367.309
BANCO MERCANTIL DE SÃO PAULO S.A.;61065421;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;0;0;9.341;0;0;9.341;120.469;0;0;0;0;0;0;0;129.810;0;118.544;248.354;0;4.098.806;4.347.160
BANCO INDUSTRIAL E COMERCIAL S.A.;7450604;BIC;32119;;b1;2;8;SAO PAULO;SP;12/2003;66.851;43.164;72.384;1.564.737;0;1.747.136;802.756;0;0;0;21.503;0;21.503;977.892;3.549.288;726;135.769;3.685.783;41.883;361.196;4.088.861
BANCO MERCANTIL DO BRASIL S.A.;17184037;MERCANTIL DO BRASIL;20152;;b1;2;8;BELO HORIZONTE;MG;12/2003;320.222;224.116;53.794;1.916.735;0;2.514.867;807.082;0;0;0;0;2.475;2.475;106.536;3.430.961;72;177.092;3.608.125;1.799;388.353;3.998.276
BANKBOSTON, N.A.;33140666;BANKBOSTON;30300;;b1;3;28;SAO PAULO;SP;12/2003;0;0;0;0;0;0;90.086;0;0;0;0;0;0;2.505.309;2.595.395;4.506;663.541;3.263.443;553;685.262;3.949.258
BANCO BBM S/A;15114366;BBM;30207;;b1;2;8;SALVADOR;BA;12/2003;14.896;0;195.712;562.750;0;773.358;1.802.518;0;0;0;0;0;0;351.404;2.927.279;1.513;681.580;3.610.372;59;312.597;3.923.028
BANCO DE PERNAMBUCO S.A. - BANDEPE;10866788;ABN AMRO;10076;;b1;3;8;SAO PAULO;SP;12/2003;141.548;273.552;82.259;171.768;94;669.221;77.372;0;0;0;0;0;0;5.926;752.519;38.929;276.148;1.067.595;0;2.369.261;3.436.856
BANCO VOLKSWAGEN S.A.;59109165;VOLKSWAGEN;30764;;b2;3;8;SAO PAULO;SP;12/2003;0;0;1.576.247;12.333;0;1.588.580;0;0;0;0;0;0;0;936.280;2.524.860;0;222.465;2.747.326;15.565;445.090;3.207.981
BANCO SANTANDER MERIDIONAL S.A.;90400888;SANTANDER BANESPA;30379;;b1;3;8;SAO PAULO;SP;12/2003;154.196;546.292;493.933;393.141;0;1.587.561;130.122;0;0;0;0;0;0;62.048;1.779.732;776;439.521;2.220.029;85;964.936;3.185.050
BV FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1149953;VOTORANTIM;51011;;n1;2;14;SAO PAULO;SP;12/2003;0;0;2.793.160;0;0;2.793.160;0;0;0;0;0;0;0;0;2.793.160;26.552;60.831;2.880.543;0;296.036;3.176.579
UNICARD BANCO MÚLTIPLO S.A.;61071387;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;12/2003;9;0;298.106;0;0;298.115;0;0;0;0;588.534;0;588.534;7.060;893.709;31.951;1.241.087;2.166.747;0;905.240;3.071.987
BANCO FIAT S.A.;61190658;ITAU;10069;;b2;2;8;SAO PAULO;SP;12/2003;0;0;1.729.950;572.661;0;2.302.611;0;0;0;0;0;0;0;72.407;2.375.017;12.127;162.461;2.549.605;19.302;463.157;3.032.064
BANCO DIBENS S.A.;61199881;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;12/2003;281;0;896.149;754.991;0;1.651.421;295.478;0;0;0;379.694;0;379.694;463.568;2.790.161;23.553;28.951;2.842.665;0;173.578;3.016.244
DEUTSCHE BANK S.A.BANCO ALEMAO;62331228;DEUTSCHE;51183;;b1;3;8;SAO PAULO;SP;12/2003;8.998;0;45.043;784.448;0;838.489;112.868;0;0;0;0;0;0;297.321;1.248.677;251.819;1.224.353;2.724.849;178;257.197;2.982.224
SAFRA LEASING S/A ARRENDAMENTO MERCANTIL;62063177;SAFRA;10083;;n1;2;19;SAO PAULO;SP;12/2003;0;0;0;0;0;0;0;0;0;0;43.413;0;43.413;198.648;242.061;0;1.564.121;1.806.182;0;993.139;2.799.322
BANCO ALVORADA S.A.;33870163;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;0;0;0;0;0;0;35.638;0;0;0;0;0;0;0;35.638;0;102.462;138.100;0;2.652.196;2.790.296
BANCO WESTLB DO BRASIL S.A.;61088183;;;;b1;3;8;SAO PAULO;SP;12/2003;1.597;0;0;54.615;0;56.212;443.764;0;0;0;906.141;0;906.141;136.180;1.542.297;146.627;509.158;2.198.082;165;340.713;2.538.960
BANCO CRUZEIRO DO SUL S.A.;62136254;CRUZEIRO DO SUL;50720;;b1;2;8;SAO PAULO;SP;12/2003;10.599;0;67.564;241.064;0;319.228;2.028.234;0;0;0;37.269;0;37.269;13.133;2.397.864;58;56.548;2.454.470;30;71.956;2.526.456
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;;;;b1;3;8;SAO PAULO;SP;12/2003;0;0;0;203.271;0;203.271;94.709;0;0;0;0;0;0;1.496.610;1.794.590;30.912;527.896;2.353.398;50;161.562;2.515.009
BANCO CNH CAPITAL S.A.;2992446;;;;b2;3;8;CURITIBA;PR;12/2003;0;0;3.902;0;0;3.902;0;0;0;0;0;0;0;2.075.840;2.079.743;0;45.073;2.124.816;72.711;285.394;2.482.920
BANCO DO ESTADO DE SANTA CATARINA S.A.;83876003;BESC;30245;;b1;1;2;FLORIANOPOLIS;SC;12/2003;334.259;0;1.540;170.298;0;506.096;1.184.730;0;0;0;0;0;0;60.207;1.751.034;0;557.757;2.308.791;0;117.785;2.426.577
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;;;;b4;1;5;PORTO ALEGRE;RS;12/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;1.787.637;1.787.637;0;131.770;1.919.407;0;478.391;2.397.798
BANCO BANEB S.A.;15142490;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;0;0;0;0;0;0;415.362;0;0;0;0;0;0;17.917;433.279;0;205.763;639.042;0;1.719.456;2.358.498
BANCO LLOYDS TSB S.A.;33852567;HSBC;51152;;b2;3;8;CURITIBA;PR;12/2003;0;0;1.405.750;480.688;0;1.886.438;0;0;0;0;0;0;0;60.136;1.946.575;15.271;219.373;2.181.219;0;162.243;2.343.462
BANCO BMC S.A.;7207996;BMC;30276;;b1;2;8;SAO PAULO;SP;12/2003;29.352;0;43.017;879.442;0;951.812;596.487;0;0;0;116.174;0;116.174;302.116;1.966.589;3.026;102.987;2.072.601;744;218.417;2.291.762
BANCO BOAVISTA INTERATLANTICO S.A.;33485541;BRADESCO;10045;;b1;2;8;OSASCO;SP;12/2003;0;0;1.814;0;0;1.814;603.078;0;0;0;0;0;0;0;604.892;0;997.832;1.602.724;418;628.236;2.231.378
BANCO GENERAL MOTORS S.A.;59274605;;;;b2;3;8;SAO PAULO;SP;12/2003;0;0;1.086.125;286.690;0;1.372.815;0;0;0;0;0;0;0;80.406;1.453.221;20.973;346.678;1.820.872;32.237;325.576;2.178.685
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;28127603;BANESTES;30159;;b1;1;8;VITORIA;ES;12/2003;367.038;614.346;16.857;553.185;0;1.551.426;318.994;0;0;0;0;70.378;70.378;47.837;1.988.636;1.157;101.978;2.091.771;79;86.227;2.178.077
BANCO PANAMERICANO S.A.;59285411;SS;31323;;b1;2;8;SAO PAULO;SP;12/2003;6.893;0;191.407;1.591.580;1;1.789.881;27.647;0;0;0;0;0;0;188;1.817.716;555;102.388;1.920.659;0;233.724;2.154.383
BANCO BMG S.A.;61186680;BMG;30290;;b1;2;8;BELO HORIZONTE;MG;12/2003;4.268;0;156.253;1.020.483;0;1.181.003;58.117;0;0;0;296.820;0;296.820;33.969;1.569.909;64.048;97.652;1.731.609;0;332.008;2.063.617
BB-BANCO DE INVESTIMENTO S/A;24933830;BB;49906;;b2;1;13;BRASILIA;DF;12/2003;0;0;14.300;0;0;14.300;20.415;0;0;0;0;0;0;104;34.819;0;110.796;145.615;0;1.875.168;2.020.783
BANCO ABC BRASIL S.A.;28195667;ABC-BRASIL;41856;;b1;3;8;SAO PAULO;SP;12/2003;23.885;0;50.169;746.659;0;820.712;2.202;0;0;0;0;0;0;656.160;1.479.074;9.497;137.243;1.625.814;1.506;379.022;2.006.342
BANCO DE TOKYO-MITSUBISHI BRASIL S.A.;60498557;;;;b1;3;8;SAO PAULO;SP;12/2003;7.728;0;3.302;108.667;0;119.697;202.543;0;0;0;0;0;0;1.166.381;1.488.622;16.800;155.604;1.661.025;371;337.184;1.998.579
BANCO COOPERATIVO SICREDI S.A. - BANSICREDI;1181521;;;;b1;2;11;PORTO ALEGRE;RS;12/2003;28.451;0;159.651;384.943;0;573.045;1.056.106;0;0;0;0;0;0;251.613;1.880.764;12;53.807;1.934.583;0;62.511;1.997.095
ING BANK N.V.;49336860;ING;51073;;b1;3;28;SAO PAULO;SP;12/2003;1.095;0;0;27.214;0;28.308;23.910;0;0;0;0;0;0;427.011;479.229;116.001;923.149;1.518.379;0;241.574;1.759.953
BRB - BANCO DE BRASILIA S.A.;208;BRB;31976;;b1;1;8;BRASILIA;DF;12/2003;251.615;388.173;14.953;486.157;5.328;1.146.227;86.562;0;0;0;0;56.060;56.060;59.041;1.347.890;0;151.785;1.499.676;150;244.989;1.744.814
BANCO COOPERATIVO DO BRASIL S.A.;2038232;;;;b1;2;3;BRASILIA;DF;12/2003;3.835;0;186.924;399.910;0;590.670;688.774;0;0;0;0;0;0;304.501;1.583.945;0;76.082;1.660.027;64;48.561;1.708.652
BANKBOSTON LEASING S/A - ARRENDAMENTO MERCANTIL;43443464;BANKBOSTON;30300;;n1;3;19;SAO PAULO;SP;12/2003;0;0;0;0;0;0;0;0;0;0;0;681.874;681.874;238.921;920.795;8.559;602.497;1.531.850;0;161.119;1.692.969
BANCO BVA S.A.;32254138;;;;b1;2;8;RIO DE JANEIRO;RJ;12/2003;5.114;0;24.146;204.191;0;233.451;756.479;0;0;0;0;0;0;479.857;1.469.787;0;14.809;1.484.597;611;132.113;1.617.320
BANCO FININVEST S.A.;33098518;UNIBANCO;10100;;b1;2;8;SAO PAULO;SP;12/2003;295;0;710.031;12.458;0;722.785;0;0;0;0;0;0;0;1.897;724.682;2.253;464.681;1.191.616;0;389.220;1.580.835
IBM BRASIL LEASING ARRENDAMENTO MERCANTIL S/A;34270520;;;;n1;3;19;RIO DE JANEIRO;RJ;12/2003;0;0;0;0;0;0;0;0;0;0;0;34.097;34.097;974.892;1.008.989;8.150;258.238;1.275.377;0;297.780;1.573.157
LLOYDS TSB BANK PLC;61383170;;;;b1;3;28;SAO PAULO;SP;12/2003;7.399;0;90.394;133.551;0;231.344;47.990;0;0;0;197.600;0;197.600;29.229;506.163;6.695;606.481;1.119.339;0;351.924;1.471.263
