Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2015;390.960.765;1.387.978;13.230.525;24.778.670;31.556.356;8.851.960;4.104.583;62.433;83.972.505;104.095;2.338.023;2.545.216;10.694.463;13.730.410;22.478.153;5.468.711;57.359.072;197.533;3.355.403;971.371;518.821;0;0;8.886;5.052.015;619.640;9.870.124;2.108.454;69.695;78.911;561.067;229.914;13.537.805;232.915;6.189.639;8.314.971;223.423;24.330;1.546;0;14.986.824;815.513;5.616.629;5.696.918;12.244.263;8.945.275;5.741.164;72.900;39.132.661;564.561;7.182.619;18.857.918;26.773.451;11.945.406;17.971.120;8.678.911;91.973.987;94.266;4.904.078;7.699.914;2.009.139;1.214.355;2.011.983;18.189;17.951.925;5.179;205.987;1.200.740;3.154.074;489.055;22.419;0;5.077.454;61.916.517
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2015;371.000.783;1.339.691;9.277.625;14.344.310;12.468.606;3.472.048;878.041;6.368;41.786.690;74.997;1.384.694;4.380.321;5.902.298;1.415.768;172.529;0;13.330.606;712.976;9.444.279;406.037;0;0;0;0;10.563.291;153.227;11.125.411;1.968.912;51.839;1.414;2;0;13.300.806;100.057;3.224.060;4.415.906;3.233.675;1.068.497;463.436;0;12.505.631;733.856;2.866.362;2.449.268;2.415.594;553.389;136.178;0;9.154.648;176.962;3.652.880;10.696.321;16.727.160;6.514.743;5.265.985;288.486;43.322.539;1.043;1.946.812;4.300.046;714.873;417.602;107.830;0;7.488.206;7.176;770.895;2.831.340;4.968.584;633.551;976.790;17.953;10.206.288;209.342.078
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;03/2015;353.056.165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.641.712;10.971.851;33.486.142;85.620.937;62.539.567;134.162.920;24.038.983;352.462.111;0;24.102;77.805;215.439;128.122;148.586;0;594.053;0;0;0;0;0;0;0;0;0
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2015;265.705.422;959.810;8.599.791;15.756.901;15.253.740;2.234.232;496.434;0;43.300.908;187.778;1.926.708;3.948.659;3.968.649;509.897;50.603;0;10.592.293;596.459;9.321.353;3.028.955;2.945;51;0;0;12.949.762;292.975;8.042.750;1.136.570;402.492;290.820;0;0;10.165.607;143.208;3.837.968;7.022.786;4.672.005;1.086.073;660.253;0;17.422.293;984.771;2.634.742;2.140.313;2.387.914;776.811;158.708;11.259;9.094.518;125.985;2.977.615;8.450.682;13.043.614;4.704.358;3.575.807;409.950;33.288.012;13.978;1.164.015;2.867.949;214.303;1.777.090;739.528;0;6.776.864;15.379;208.490;1.654.394;8.166.577;4.449.294;3.573.244;138.893;18.206.271;103.908.893
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2015;174.662.884;3.088.419;6.662.695;15.895.009;25.480.927;8.306.680;0;0;59.433.730;1.458.305;459.711;1.155.681;2.880.442;1.782.732;427;4;7.737.303;785.765;1.330.319;3.788.553;35.704;19.159;0;0;5.959.500;124.774;1.211.353;92.763;0;0;0;0;1.428.890;10.946;862.338;1.540.628;3.267.990;3.777.347;3.983.422;0;13.442.672;439.053;1.902.077;683.000;34.941;8.703;5.984;0;3.073.758;372.099;5.332.123;7.593.105;17.793.207;10.694.912;24.297.549;7.025.296;73.108.291;0;0;0;0;0;0;0;0;35.668;3.951.266;2.964.594;2.664.007;419.376;431.729;12.100;10.478.739;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2015;133.466.086;864.592;6.610.700;12.559.754;8.900.711;3.079.172;993.718;307.997;33.316.643;87.556;893.333;1.893.214;2.205.924;410.948;725.774;578.737;6.795.485;321.409;4.585.883;2.085.636;392.071;161.860;70.238;319;7.617.416;60.041;11.197.667;3.412.428;206.368;605.793;6.151;625;15.489.073;66.564;3.679.163;5.112.892;2.302.965;458.171;180.233;0;11.799.988;423.686;828.692;1.267.473;1.669.112;587.424;256.732;52.277;5.085.397;98.198;1.100.981;3.642.258;5.484.915;1.827.504;1.636.680;0;13.790.536;8.159;698.174;1.639.695;212.616;67.237;5.431;0;2.631.311;37.147;867.047;3.129.965;3.392.398;241.799;1.543.702;2.268;9.214.326;27.725.910
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;03/2015;48.394.785;143.455;4.567.920;4.778.771;4.003.079;803.859;77.014;0;14.374.098;18.723;654.859;911.076;750.095;69.373;5.898;0;2.410.025;71.665;1.707.912;105.181;13.570;0;0;0;1.898.328;3.827;1.920.622;288.669;8.672;52;58.060;0;2.279.902;14.886;1.631.658;1.804.962;803.741;908.635;785.331;0;5.949.213;11.559;78.194;30.054;10.689;21.377;21.377;0;173.250;59.419;993.537;2.375.220;2.922.157;777.270;476.368;0;7.603.971;3.069;426.023;268.360;16.170;9.104;599;0;723.324;0;15.020;32.887;264.563;16.846;0;0;329.315;12.653.361
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2015;47.180.130;357.284;3.085.815;3.813.090;3.375.932;537.161;40.193;0;11.209.475;19.867;200.848;489.561;581.327;74.325;91;0;1.366.019;96.620;1.656.230;639.138;78.400;0;0;3.421;2.473.809;41.588;3.403.998;550.342;8.874;1.233;822;909;4.007.767;282.106;2.442.403;3.954.057;1.521.282;206.483;28.012;6.838;8.441.182;226.405;85.760;51.449;85.678;68.238;44.140;2.009;563.679;27.222;606.896;1.146.735;1.481.609;375.773;176.933;0;3.815.168;10.022;646.394;2.181.249;186.407;22.076;9.255;0;3.055.404;8.054;386.493;635.117;407.526;35.742;2.773;0;1.475.705;10.771.922
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2015;18.687.036;461.611;651.723;1.123.887;1.311.139;494.667;162.731;0;4.205.759;28.183;255.366;448.654;499.395;25.553;6;0;1.257.156;0;8.943;3.000;0;0;0;0;11.943;255;24.514;1.736;0;0;0;0;26.505;99.828;814.235;997.229;1.094.562;1.272.459;168.729;1.880;4.448.922;636.275;528.884;72.042;597;0;0;0;1.237.799;25.373;258.505;748.365;1.120.373;587.359;681.463;658;3.422.096;1.355;64.545;178.090;67.562;32.466;6.350;0;350.367;0;0;0;0;0;0;0;0;3.726.489
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;03/2015;15.733.506;275.171;1.070.483;1.359.284;784.467;291.225;241.802;187.479;4.209.911;0;0;0;0;0;0;0;0;0;12.114;15.507;0;0;0;0;27.621;2.002;173.788;529.950;367.107;141.679;68.292;1.058;1.283.876;57.250;628.531;807.334;1.246.593;150.808;57.842;0;2.948.358;395;4.207;10.124;22.909;18.590;48.169;0;104.393;0;3.188;6.282;47.499;94.920;505.183;1.144.070;1.801.141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.358.204
