Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;09/2016;362.386.779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;936.394;16.110.294;37.233.118;80.629.108;66.732.687;132.709.310;27.030.226;361.381.137;1.096;49.334;134.895;284.236;249.135;286.946;0;1.005.642;0;0;0;0;0;0;0;0;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;09/2016;354.104.288;1.714.613;10.681.620;16.503.596;20.436.280;10.635.526;3.746.280;878.162;64.596.077;56.553;329.677;1.139.134;4.924.050;4.386.718;20.209.564;4.196.360;35.242.056;299.032;1.918.209;1.758.853;347.305;0;0;83.614;4.407.013;393.647;5.808.600;1.715.775;565.099;171.269;54.455;192;8.709.037;397.501;8.973.593;12.697.559;10.289.034;7.811.043;5.129.648;0;45.298.377;1.871.367;4.330.002;6.287.555;14.795.093;17.890.624;7.611.982;346.975;53.133.598;861.216;5.279.324;12.261.862;21.496.304;9.671.159;17.190.857;8.519.358;75.280.081;50.341;5.674.218;6.620.618;4.930.723;1.038.207;2.036.694;16.158;20.366.959;64.765;400.483;1.965.418;3.450.272;234.812;43.480;5.961;6.165.191;40.905.899
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;09/2016;326.108.882;759.190;7.362.725;10.850.860;12.678.699;2.638.185;592.006;3.503;34.885.167;78.647;1.774.366;3.015.587;2.857.627;468.727;11.526;0;8.206.480;1.053.564;7.241.509;71.242;0;0;0;0;8.366.316;123.328;8.846.337;1.823.372;116.679;49.762;38.254;0;10.997.730;42.480;3.267.209;5.172.805;3.992.232;1.713.171;498.980;0;14.686.877;2.376.164;1.886.528;2.980.341;3.387.450;1.083.614;980.512;0;12.694.608;289.108;3.021.407;7.578.080;12.204.188;5.551.882;5.082.056;361.142;34.087.862;17.783;1.549.811;3.708.390;846.026;187.612;245.235;0;6.554.858;136.362;624.547;2.841.395;2.593.272;192.374;22.028;439;6.410.419;189.218.565
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;09/2016;277.826.640;1.526.924;10.241.617;16.067.629;16.651.499;3.649.948;351.668;8;48.489.292;192.035;1.596.709;3.041.989;2.792.960;315.164;15.514;64;7.954.436;865.237;9.230.070;1.408.020;481;0;0;0;11.503.808;340.901;9.137.386;1.314.235;29.730;1.689;123;2.413;10.826.476;214.820;7.349.913;11.885.167;8.837.736;2.010.356;631.296;36.462;30.965.751;1.653.012;4.203.096;3.517.764;3.992.259;1.265.288;598.983;17.573;15.247.975;170.276;2.576.140;7.376.527;14.689.209;5.449.131;8.011.391;807.902;39.080.577;34.659;927.930;1.759.755;1.924.400;1.345.131;121.730;0;6.113.605;107.564;702.129;2.015.901;5.955.775;2.337.942;92.262;427;11.212.001;96.432.720
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2016;192.229.994;2.996.863;10.207.925;11.867.631;20.297.255;7.720.667;0;0;53.090.341;147.319;239.737;623.119;1.152.270;161.541;519;0;2.324.504;778.539;1.091.380;2.797.936;9.722;2.433;0;0;4.680.011;115.756;856.198;42.714;0;0;0;0;1.014.668;88.314;1.957.603;5.952.663;4.596.166;3.336.420;0;0;15.931.165;3.638.062;1.686.062;3.505.219;3.445.535;510.730;127.287;0;12.912.894;2.126.120;4.501.207;10.261.017;20.438.051;12.966.422;30.430.835;9.138.076;89.861.728;0;71.021;155.315;2.651;2.538;4.608;0;236.134;249.693;4.298.400;3.643.057;3.306.894;349.306;331.111;87;12.178.548;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;09/2016;121.828.010;492.547;6.179.372;8.830.105;8.477.493;2.446.837;989.845;249.818;27.666.016;59.767;810.015;1.713.968;1.666.015;250.661;596.985;4.304;5.101.715;330.519;4.138.867;1.103.148;329.975;156.035;56.554;62.177;6.177.275;162.675;10.223.328;4.453.321;91.700;512.813;31.297;12.996;15.488.131;129.424;4.255.916;5.793.368;3.040.408;643.667;94.378;2.503;13.959.664;800.425;1.760.919;4.341.993;2.619.517;947.476;211.986;213.402;10.895.718;100.758;888.114;2.042.366;4.767.451;1.372.905;2.043.358;1.853.910;13.068.863;34.564;779.690;1.790.641;561.739;196.221;66.315;5.779;3.434.949;213.221;1.309.482;3.341.327;2.287.383;212.926;1.344.534;1.557;8.710.430;17.325.249
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2016;39.072.911;174.020;2.882.946;3.506.312;3.116.042;428.409;20.255;0;10.127.985;10.731;508.022;834.783;605.437;138.096;30.062;0;2.127.132;50.731;883.046;25.511;0;25.800;0;0;985.088;5.746;2.393.188;603.363;12.621;385;43.677;0;3.058.980;3.992;1.363.927;2.612.959;1.219.990;1.005.207;238.075;0;6.444.150;28.628;155.894;681.789;36.254;26.843;0;0;929.409;33.600;526.988;1.261.424;2.784.096;698.190;440.724;0;5.745.022;0;206.458;372.395;26.168;1.042;299;0;606.363;0;73.236;314.982;134.273;0;0;0;522.491;8.526.291
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2016;28.619.011;384.505;379.062;644.992;605.633;95.872;529.208;0;2.639.272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.420;59.942;226.355;255.201;115.880;8.788;0;674.586;82.318;201.045;409.589;209.068;120.645;0;0;1.022.666;0;0;0;0;0;0;0;0;0;2.383;19.009;93.882;135.161;760.411;1.562.398;2.573.244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.709.243
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;09/2016;14.346.457;58.115;1.843.780;971.331;492.253;212.444;0;0;3.577.923;15.121;40.482;76.941;110.157;7.782;0;0;250.483;393;1.189.880;163.260;0;0;0;0;1.353.533;16.663;1.248.130;704.305;3.153;0;0;0;1.972.250;83.629;991.514;2.282.054;857.602;233.577;0;0;4.448.376;2.624;464.553;147.648;3.796;0;0;0;618.621;58;19.309;48.684;576.850;20.430;37.308;0;702.640;0;436.049;954.226;32.172;183;0;0;1.422.631;0;0;0;0;0;0;0;0;0
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;09/2016;13.955.117;338.036;266.387;696.169;983.769;345.269;140.633;0;2.770.264;22.614;173.811;425.715;416.876;35.845;4.310;0;1.079.170;0;4.478;0;0;0;0;0;4.478;0;659.259;180.269;51.924;76.305;104.919;0;1.072.675;90.775;575.977;893.552;1.268.716;937.601;53.863;0;3.820.483;174.085;196;479;1.169;1.532;3.971;0;181.432;7.798;150.497;359.964;1.178.581;596.621;737.586;0;3.031.048;0;70.068;131.956;118.166;40.638;4.518;0;365.345;0;0;0;0;0;0;0;0;1.630.222
