Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;06/2014;38.985.621;679.693;18.662.546;-724.596;862.635;2.887.011;61.352.910;-36.278.534;-1.919.119;-606.041;0;-9.166.866;-47.970.560;13.382.350;7.735.861;3.167.505;-8.936.365;-8.469.406;-1.846.416;355.273;9.147.578;-6.465.605;-5.311.573;8.070.777;125.768;8.196.545;-1.775.284;-774.236;5.647.025;-1.782.048
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;06/2014;34.394.946;4.400.112;16.210.470;1.165.272;334.820;3.192.212;59.697.832;-25.422.698;-1.689.389;-4.246.706;0;-8.432.268;-39.791.061;19.906.771;8.862.147;4.016.391;-5.597.772;-9.704.284;-2.236.319;-27.738;12.721.529;-13.107.670;-5.073.715;14.833.056;228.873;15.061.929;-4.130.456;-2.720.135;8.211.338;-2.597.056
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;06/2014;28.114.377;2.852.550;14.529.368;1.063.382;0;2.221.748;48.781.424;-21.759.341;-799.553;-2.510.322;-222.106;-6.850.173;-32.141.495;16.639.929;5.695.138;3.181.104;-5.698.685;-7.540.726;-1.753.147;804.207;5.265.105;-5.644.453;-5.691.458;10.948.471;-216.640;10.731.832;-3.505.229;0;7.226.603;-1.566.898
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;06/2014;30.753.134;0;13.304.987;-893.139;299.977;4.242.683;47.707.641;-24.366.512;-5.450.286;0;0;-6.429.669;-36.246.467;11.461.174;7.286.883;1.544.999;-8.534.090;-4.823.391;-1.397.532;277.540;4.374.241;-6.439.927;-7.711.277;3.749.897;-285.891;3.464.006;277.490;-352.030;3.389.467;-752.710
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;06/2014;19.670.290;1.538.982;7.551.891;677.481;1.226.063;1.697.665;32.362.373;-13.692.493;-551.142;-1.618.937;0;-5.515.529;-21.378.102;10.984.271;3.590.050;1.414.753;-3.002.889;-6.137.935;-1.688.147;130.290;4.829.996;-7.130.500;-7.994.382;2.989.889;341.414;3.331.303;-1.181.336;-546.402;1.603.565;-167
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;06/2014;18.376.570;0;7.373.336;463.499;68.864;0;26.282.269;-883.159;-14.386.454;0;0;-114.319;-15.383.932;10.898.337;83.831;0;-670.118;-272.122;-461.695;6.057;2.010.430;-3.827.682;-3.131.299;7.767.037;307.677;8.074.714;-2.587.431;-15.797;5.471.485;0
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;06/2014;4.762.783;547.742;2.421.614;24.125;392.381;432.268;8.580.914;-4.214.909;-434.116;-479.770;0;-1.131.146;-6.259.941;2.320.973;577.422;734.503;-1.563.840;-2.212.229;-330.443;254.000;921.026;-564.165;-2.183.725;137.248;-35.006;102.241;52.509;-171.046;-16.296;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;06/2014;6.007.990;806.376;2.042.439;-343.360;0;278;8.513.724;-4.335.455;-113.088;-791.167;-8.294;-1.602.379;-6.850.383;1.663.342;209.961;265.561;-636.270;-537.311;-189.677;75.201;682.781;-1.206.984;-1.336.737;326.604;141.755;468.360;-67.242;-108.681;292.437;0
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;06/2014;3.004.552;288.561;3.319.631;-3.679;32.103;70.001;6.711.169;-4.460.562;-208.935;-277.593;0;-501.992;-5.449.082;1.262.087;205.419;114.427;-519.153;-401.672;-130.976;31.147;747.588;-446.745;-399.965;862.122;-44.364;817.758;-100.806;0;716.952;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;06/2014;814.290;0;3.814.799;900.134;1.030.252;15.227;6.574.703;-3.920.875;-907.280;0;0;-126.330;-4.954.485;1.620.217;934.264;31.601;-241.060;-467.053;-92.776;-154.556;1.272.340;-236.857;1.045.901;2.666.119;-67.120;2.598.999;-438.665;-353.560;1.806.774;-301.800
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;06/2014;3.672.180;7.393;178.118;-246.156;366.523;0;3.978.059;-1.731.931;-646;-6.943;0;-400.368;-2.139.887;1.838.171;16.548;19.033;-83.260;-1.136.238;-25.505;36.622;47.698;-546.831;-1.671.933;166.238;21.197;187.435;-8.870;-31.290;147.276;-85.000
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;06/2014;2.435.724;22.182;868.535;-51.165;0;304.386;3.579.662;-1.651.631;-126.925;-16.430;-22.845;-98.790;-1.916.620;1.663.042;98.025;449.704;-774.165;-568.555;-147.429;-6.589;352.562;-800.020;-1.396.468;266.574;10.551;277.125;-10.255;-38.735;228.135;-132.790
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;06/2014;996.623;51.820;830.139;183.378;0;27.279;2.089.240;-809.317;-78.221;-41.616;-19.583;-349.538;-1.298.275;790.965;436.289;127.813;-620.924;-562.584;-105.926;40.133;428.542;-331.268;-587.926;203.039;-6.983;196.056;-58.995;-29.649;107.412;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;06/2014;1.951.207;98.802;86.386;-111.866;25.091;0;2.049.620;-1.448.655;-35.621;-88.488;0;-487.551;-2.060.315;-10.695;32.898;139.452;-116.181;-697.827;-64.490;24.244;706.963;-254.506;-229.447;-240.141;-28.407;-268.548;119.320;0;-149.228;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;06/2014;790.009;0;1.023.057;-111.960;30.929;23.736;1.755.771;-525.378;-455.839;0;0;-204.055;-1.185.272;570.499;924.060;14.406;-761.467;-423.286;-119.810;0;818.218;-518.655;-66.534;503.964;841;504.806;-129.963;-48.830;326.012;-74.957
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;06/2014;1.433.050;193.278;91.552;-234.494;0;0;1.483.385;-534.902;-320.215;-173.985;0;-223.162;-1.252.264;231.121;103.827;47.378;-2.997;-160.362;-87.857;0;422.758;-321.198;1.549;232.670;-9.438;223.232;-88.768;0;134.464;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;06/2014;1.253.076;778;159.256;-33.626;0;7.290;1.386.775;-610.898;-770;-692;-1.190;-409.229;-1.022.779;363.996;26.342;37.457;-185.248;-264.491;-7.265;2.644;55.179;-149.924;-485.305;-121.310;-31.167;-152.477;63.898;-1.310;-89.889;-852
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;06/2014;969;0;1.105.842;-45.253;110.207;0;1.171.765;-142.311;-12.517;0;0;0;-154.828;1.016.936;118.766;0;-104.604;-38.845;-18.689;-5.967;16.056;-823.985;-857.268;159.669;0;159.669;-52.192;0;107.477;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;06/2014;326.701;0;864.035;-175.312;45.977;0;1.061.401;-688.096;-168.504;0;0;-105.794;-962.394;99.007;442.270;0;-307.156;-238.352;-48.094;-11.128;328.116;-138.202;27.455;126.461;289;126.751;-76.669;-9;50.072;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;06/2014;963.488;0;82.015;0;3.293;12.009;1.060.805;-367.589;-1.983;0;0;-147.294;-516.865;543.940;165.333;68.721;-334.987;-188.003;-49.491;-11;39.134;-97.876;-397.180;146.760;608;147.368;-35.976;-16.447;94.945;-22.225
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;06/2014;1.042.303;0;180.065;-252.220;30.538;0;1.000.686;-486.215;-28.325;0;0;-251.929;-766.469;234.217;13.275;27.147;-87.875;-226.703;-59.144;1.121;384.605;-68.474;-16.048;218.169;-5.513;212.656;-61.715;-18.313;132.629;-60.525
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;06/2014;892.011;78.627;22.202;0;0;0;992.841;-584.692;0;-72.964;0;-110.278;-767.934;224.907;88.666;53.961;-44.513;-237.337;-73.927;0;43.265;-53.711;-223.596;1.310;1.922;3.233;6.329;0;9.562;0
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;06/2014;339.947;0;624.049;-1.431;2.182;23.207;987.955;-759.997;-39.125;0;0;260;-798.862;189.093;61.365;21;-47.188;-144.068;-14.869;5.094;37.099;-29.176;-131.723;57.370;-12;57.358;-21.404;0;35.955;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;06/2014;913.707;0;46.872;0;0;0;960.579;0;0;0;0;-163.684;-163.684;796.895;3;0;-8.576;-274.416;-46.221;0;93.310;-4.527;-240.426;556.470;-82;556.388;-228.173;-319;327.896;-39.312
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;06/2014;786.469;72.766;256.755;-164.359;4.144;0;955.775;-387.013;-14.207;-58.094;0;-144.193;-603.507;352.268;118.079;33.346;-146.385;-366.281;-43.245;4.509;306.202;-163.809;-257.585;94.684;-633;94.051;-23.386;-12.183;58.482;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;06/2014;50.368;764.459;129.656;0;0;0;944.483;-269.378;-1.844;-633.962;0;-24.856;-930.040;14.444;0;0;0;-16.227;-4.652;0;62.156;-12.067;29.210;43.653;0;43.653;-10.366;0;33.287;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;06/2014;271.486;0;572.805;0;0;12.583;856.874;-689.576;-21.108;0;0;-6.978;-717.662;139.212;125.225;36;-35.595;-84.526;-19.850;696;4.531;-79.185;-88.667;50.545;21.942;72.487;-27.495;-1.906;43.086;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;06/2014;390.789;23.713;411.113;0;8.991;17.419;852.024;-494.669;-5.815;-17.606;0;-84.746;-602.837;249.187;83.631;35.988;-130.003;-100.609;-26.729;8.984;21.109;-46.505;-154.133;95.054;1.216;96.269;-19.931;-8.558;67.780;-19.478
CCB - PRUDENCIAL;1000080295;b1;;C;2;SAO PAULO;SP;06/2014;782.353;81.789;134.718;-152.605;0;129;846.384;-519.711;-42.408;-59.047;-23.348;-306.535;-951.048;-104.663;36.081;13.706;-110.608;-100.881;-41.702;-44;227.560;-117.045;-92.933;-197.597;-20.103;-217.700;86.751;-7.867;-138.815;0
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;06/2014;499.375;104.730;273.241;-43.579;3.944;0;837.710;-492.576;-34.586;-84.749;0;-12.782;-624.693;213.017;12.699;19.941;-82.787;-53.518;-13.815;8.430;47.698;-82.020;-143.373;69.644;15;69.659;-7.741;-4.149;57.769;-19.644
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;06/2014;42.052;0;813.086;-39.985;0;0;815.153;-257.390;-72.220;0;-165.216;5.178;-489.647;325.505;204.416;176;-276.653;-95.250;-73.468;0;581.181;-464.979;-124.576;200.929;42.510;243.439;-93.772;-8.137;141.531;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;06/2014;481.739;0;298.249;-156.185;65.079;0;688.882;-404.092;-53.539;0;0;-42.027;-499.658;189.224;76.549;6.281;-73.203;-41.169;-21.528;-32.849;180.039;-24.321;69.798;259.022;-2.291;256.731;-62.819;-43.438;150.474;-47.766
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;06/2014;627.493;0;7.705;0;0;0;635.198;-10.408;0;0;0;-226.712;-237.120;398.079;126.551;94.546;-37.155;-184.142;-66.311;0;24.850;-57.151;-98.811;299.267;0;299.267;-112.715;0;186.552;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;I;2;SAO PAULO;SP;06/2014;454.521;0;111.447;17.057;2.671;0;585.696;-333.534;-23.362;0;0;-140.962;-497.858;87.838;12.369;5.062;-86.755;-155.119;-14.708;-21.568;107.622;-70.233;-223.330;-135.492;-2.378;-137.870;-13.524;-417;-151.811;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;06/2014;565.610;0;7.503;0;0;0;573.113;-11.567;0;0;-11;-250.164;-261.742;311.371;2.845;29.670;-27.572;-76.224;-1.515;-10;30.988;-73.218;-115.037;196.334;1;196.334;-78.729;0;117.604;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;06/2014;360.489;0;167.724;22.080;0;0;550.293;-333.580;-40.213;0;-19.151;-26.255;-419.199;131.094;41.220;828;-44.727;-46.124;-4.604;1.185;30.114;-4.326;-26.432;104.661;11.307;115.968;-22.934;-22.566;70.468;-33.263
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;06/2014;448.613;0;77.546;0;0;7.194;533.354;-165.456;-3;0;-322;-75.928;-241.709;291.645;4.083;23.976;-90.727;-92.996;-20.068;0;3.584;-2.500;-174.649;116.996;519;117.515;-72.464;-4.525;40.525;-12.500
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;06/2014;165.852;0;355.279;0;1.895;522;523.548;-116.871;-173.511;0;0;-25.384;-315.766;207.782;242.276;55.040;-212.876;-119.441;-36.520;0;242.407;-257.504;-86.618;121.165;2.221;123.385;-63.274;0;60.112;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;I;1;PORTO ALEGRE;RS;06/2014;413.379;0;81.980;-1.194;0;563;494.728;-5;-177.810;0;0;-19.456;-197.271;297.457;19.872;0;-75.636;-17.034;-12.678;0;6.623;-8.941;-87.793;209.664;-918;208.747;-84.374;0;124.373;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;06/2014;401.902;43.438;3.046;0;0;0;448.386;-67.995;-109.216;-41.080;0;-63.586;-281.877;166.510;6;8.259;-32.407;-47.752;-16.669;0;63.126;-19.571;-45.008;121.502;-7.581;113.921;-41.352;0;72.569;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;06/2014;387.920;0;19.257;0;0;0;407.177;-19.906;0;0;-11;-10.216;-30.133;377.044;71.173;8.833;-8.750;-92.125;-25.473;0;3.949;-163.211;-205.604;171.440;-121;171.319;-67.367;-2.099;101.853;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;06/2014;386.474;0;13.986;0;0;0;400.460;-47.441;0;0;0;-169.440;-216.881;183.579;194.067;55.604;-44.993;-127.425;-38.607;0;22.745;-126.465;-65.074;118.504;0;118.504;-43.197;-6.262;69.045;0
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;06/2014;348.203;0;44.567;-1.197;0;0;391.573;-169.583;-2.186;0;-118;-39.599;-211.485;180.088;5.725;1.610;-16.528;-91.294;-10.654;27.395;1.742;-3.570;-85.574;94.515;-18;94.497;-19.685;-53;74.759;-19.204
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;06/2014;349.965;0;43.242;-4.766;2.462;0;390.903;-124.291;-53;0;0;-101.152;-225.496;165.407;9.141;2.918;-23.899;-107.271;-9.740;4.313;91.805;-86.915;-119.647;45.760;-134;45.626;-12.092;0;33.535;-12.000
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;06/2014;15.806;0;207.615;-246.580;401.417;0;378.258;-76.619;-9.574;0;0;21.929;-64.264;313.994;266.654;1.213;-209.653;-54.076;-21.995;0;31.914;-241.941;-227.885;86.110;-12;86.097;-34.430;0;51.668;0
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;06/2014;328.496;267;48.556;0;0;0;377.320;-136.228;0;-67;0;-70.212;-206.508;170.811;449.579;36.836;-9.979;-359.792;-64.597;0;58.032;-18.653;91.427;262.239;186;262.425;-92.290;0;170.135;-7.490
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;06/2014;160.611;190.562;18.551;-15.117;0;0;354.606;0;-43.817;-170.906;0;2.920;-211.804;142.803;34.236;80;-36.801;-72.749;-10.878;0;32.654;-18.168;-71.627;71.176;-72;71.104;-28.171;0;42.933;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;06/2014;47.160;0;278.967;-32.934;43.100;0;336.293;-210.998;-19.108;0;0;-1.673;-231.778;104.514;116.235;370;-118.774;-55.915;-13.293;0;45.068;-52.529;-78.839;25.676;-44;25.631;-15.705;0;9.926;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;06/2014;110.144;0;203.769;20.535;0;0;334.448;-117.752;-22.943;0;-180.408;-56.723;-377.827;-43.379;27.109;3.862;-67.710;-36.555;-14.377;0;349.229;-89.579;171.979;128.600;-148;128.452;-48.303;-8.974;71.175;0
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;06/2014;109;332.764;0;0;0;0;332.873;0;-33.478;-261.796;0;-13.500;-308.774;24.099;0;0;0;-8.681;-2.880;0;5.281;-1.082;-7.362;16.738;1.141;17.879;-6.789;0;11.091;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;06/2014;267.491;27.116;37.092;-1.105;0;0;330.593;-88.572;-24.861;-22.096;0;23.584;-111.945;218.648;4.513;5;-21.818;-22.981;-8.197;4;10.821;-46.631;-84.284;134.363;191;134.554;-54.268;-1.789;78.497;0
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;06/2014;104.805;0;318.364;-107.311;0;0;315.858;-269.229;-12.182;0;-5.429;815;-286.024;29.834;48.648;2.696;-43.003;-28.477;-8.908;-2.279;59.870;-14.421;14.128;43.962;140;44.102;-11.576;-7.424;25.102;-10.100
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;06/2014;315.225;538;8.370;-10.570;0;0;313.564;-89.748;-3.067;-275;0;-57.313;-150.403;163.161;5.594;32.230;-15.023;-123.192;-16.897;0;16.270;-43.289;-144.307;18.854;-2.101;16.753;-1.587;0;15.166;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;06/2014;10.556;0;298.993;0;0;0;309.549;-299.308;0;0;0;102;-299.205;10.344;0;0;-19.613;85.930;0;1.744;2.810;-81.346;-10.475;-132;132;0;0;0;0;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;06/2014;262.647;807;38.337;1.421;0;0;303.212;-180.262;-15.541;-582;0;-34.848;-231.233;71.980;615;770;-9.965;-17.737;-5.191;0;7.364;-8.478;-32.621;39.358;21.753;61.111;-24.499;-735;35.877;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;06/2014;327.149;137.458;145.237;-354.322;21.335;0;276.856;-30.914;-22.577;-116.454;0;-67.473;-237.418;39.438;9.431;8.463;-62.510;-157.382;-13.989;-1.653;266.354;-57.645;-8.931;30.506;964;31.470;-12.838;0;18.632;0
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;06/2014;94.323;0;133.763;0;0;34.968;263.054;-157.630;0;0;0;-225;-157.855;105.200;0;1.648;-32.777;-17.224;-6.325;0;1.161;-10.268;-63.786;41.414;1.791;43.205;0;0;43.205;0
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;06/2014;155.801;0;89.450;12.239;0;0;257.490;-187.226;-21.242;0;-7.490;-3.315;-219.274;38.216;24.629;2.974;-51.967;-43.927;-6.832;4.498;48.397;-19.200;-41.429;-3.213;-3.054;-6.268;1.733;-4.287;-8.821;0
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;06/2014;160.226;32.025;58.781;1.707;3.804;0;256.542;-129.689;-5.000;-30.732;0;-12.937;-178.357;78.184;334;5.564;-23.314;-22.501;-5.785;-10.380;19.741;-8.411;-44.753;33.432;-1.456;31.976;-12.658;-7.292;12.025;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;I;1;ARACAJU;SE;06/2014;178.509;0;68.117;0;0;8.755;255.382;-107.360;-2.469;0;0;-31.904;-141.734;113.648;49.037;7.048;-76.371;-57.238;-14.013;520;66.895;-29.993;-54.116;59.532;-676;58.857;-22.630;-3.345;32.882;-5.802
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;06/2014;229.374;0;31.640;-19.560;0;0;241.454;-39.145;-55.569;0;-4.207;-45.301;-144.222;97.232;19.379;2.844;-40.656;-24.060;-9.122;0;59.639;-23.561;-15.536;81.696;-1.996;79.700;-32.067;-2.268;45.365;0
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;06/2014;1.037;0;226.004;13.697;0;0;240.738;-168.535;-199;0;-6.089;255;-174.569;66.170;78.809;0;-54.070;-25.565;-1.865;67;14.928;-18.021;-5.717;60.453;-96;60.356;-27.835;-53;32.468;0
