Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2018;73.045.763;136.908.595;2.674.529;258.543.624;468.470;471.640.980;343.623.423;9.546.489;18.013.090;37.927.301;42.053.840;4.025.201;111.565.922;65.164.912;991.995.238;27.484.865;287.062.783;1.306.542.885;2.535.840;144.130.782;1.453.209.508
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2018;67.233.037;174.854.743;33.668.595;201.634.059;8.656.209;486.046.644;412.648.301;17.264.716;78.937.444;5.402.992;19.882.155;133.809;121.621.116;87.718.289;1.108.034.350;809.201;216.126.198;1.324.969.749;448.237;92.016.169;1.417.434.155
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2018;30.440.352;298.352.534;371.950;179.044.145;13.318.884;521.527.866;158.212.388;58.779.593;0;3.964.590;6.966.136;806.022;70.516.341;300.583.515;1.050.840.109;1.111.246;171.709.569;1.223.660.924;0;40.999.077;1.264.660.001
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2018;34.924.873;111.170.912;410.975;196.984.643;558.170;344.049.574;209.485.373;25.381.718;13.108.595;118.887.110;4.112.588;1.132.948;162.622.959;54.884.834;771.042.740;16.124.501;154.995.103;942.162.343;357.364;121.194.129;1.063.713.836
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2018;18.538.417;46.068.346;2.620.211;184.193.543;252.952;251.673.468;131.819.584;27.159.984;11.925.017;34.243.094;4.516.647;4.268.490;82.113.231;45.936.410;511.542.694;18.907.008;205.675.701;736.125.403;337.045;67.940.905;804.403.353
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2018;0;0;0;0;9.677.991;9.677.991;8.163.704;0;637.240;2.355.478;16.840.947;0;19.833.664;323.521.048;361.196.407;1.287.850;360.486.382;722.970.639;0;79.556.272;802.526.912
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2018;1.297.143;2.215.053;858.048;18.912.297;176;23.282.717;40.173.902;768.004;7.904.856;26.254.311;2.036.927;26.067.393;63.031.491;13.210.658;139.698.767;974.301;15.307.395;155.980.463;74.069;11.791.658;167.846.190
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2018;314.727;0;378.440;21.050.276;0;21.743.443;35.640.658;1.932.057;1.135.841;6.338.228;4.201.847;177.869;13.785.842;4.969.610;76.139.552;4.510.849;36.023.204;116.673.606;106.781;18.809.730;135.590.117
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2018;144.103;0;1.976.280;9.964.215;0;12.084.599;24.839.897;450.432;1.778.267;24.804.175;531.737;2.646.775;30.211.387;3.974.334;71.110.217;4.127.547;17.240.121;92.477.885;33.427;9.373.596;101.884.908
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;12/2018;0;0;0;0;0;0;0;0;0;0;0;0;0;6.307.288;6.307.288;75.692;61.381.080;67.764.060;0;13.026.174;80.790.234
