Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2018;40.122.667;1.072.645;23.039.049;751.798;2.071.346;2.287.954;69.345.459;-28.939.605;-2.802.245;-940.151;0;-8.127.918;-40.809.919;28.535.540;13.539.124;6.116.068;-9.963.235;-12.229.285;-3.110.290;2.079.659;10.901.558;-16.323.253;-8.989.653;19.545.887;322.575;19.868.462;-5.119.868;-3.133.603;11.614.990;-913.813
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2018;39.219.763;90.111;19.730.114;-323.352;816.553;1.136.920;60.670.109;-30.794.698;-4.256.033;-60.249;0;-9.930.744;-45.041.723;15.628.386;7.072.177;5.386.002;-10.501.339;-8.177.414;-1.995.680;2.641.367;8.485.774;-7.909.002;-4.998.116;10.630.270;12.041;10.642.311;-2.831.848;-891.264;6.919.199;-3.380.442
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2018;36.512.930;663.510;14.908.924;1.103.917;899.748;2.135.106;56.224.136;-21.347.250;-2.344.679;-515.280;0;-9.336.720;-33.543.929;22.680.207;7.472.986;5.385.260;-8.520.993;-10.976.347;-2.925.405;6.170.834;4.645.355;-10.461.239;-9.209.547;13.470.660;-588.554;12.882.106;-2.787.067;0;10.095.039;-3.733.677
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2018;39.529.359;0;13.786.948;-1.453.505;208.551;3.430.257;55.501.610;-20.724.285;-9.112.372;0;0;-7.848.679;-37.685.336;17.816.273;10.417.524;3.377.719;-11.195.878;-5.581.194;-1.953.535;1.080.342;3.411.147;-10.590.191;-11.034.066;6.782.207;-2.614.553;4.167.654;-756.742;-482.613;2.928.299;-433.889
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2018;25.411.094;862.216;10.113.300;-1.198.423;700.215;1.981.861;37.870.264;-13.695.609;-3.386.555;-704.632;0;-6.155.639;-23.942.434;13.927.829;6.102.110;2.433.497;-3.913.302;-5.645.636;-2.203.521;97.539;16.024.860;-17.152.943;-4.257.397;9.670.432;177.924;9.848.356;-2.539.551;-680.453;6.628.352;-3.575.728
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2018;25.168.231;0;8.524.816;-702.138;113.116;0;33.104.025;-702.038;-19.684.462;0;0;-10.798.949;-31.185.450;1.918.576;144.848;0;-1.050.103;-273.690;-599.469;537.514;609.616;-1.590.225;-2.221.509;-302.933;3.180.717;2.877.784;-838.480;-89.020;1.950.284;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2018;4.169.323;375.850;3.336.572;-69.985;113.405;190.525;8.115.690;-4.672.303;-465.227;-323.403;0;-226.067;-5.687.001;2.428.690;496.604;226.258;-1.377.403;-1.012.200;-210.766;297.301;1.012.221;-426.457;-994.442;1.434.247;16.231;1.450.478;-362.613;0;1.087.865;-654.683
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2018;5.185.427;98.091;1.366.032;-655.525;35.308;24.783;6.054.116;-2.751.821;-168.542;-82.120;0;-974.950;-3.977.432;2.076.683;267.975;437.201;-676.768;-720.607;-185.802;191.870;536.469;-829.897;-979.558;1.097.125;-70.560;1.026.564;-387.342;-108.178;531.044;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;12/2018;3.475.501;12.976;873.988;96.217;36.537;383.810;4.879.029;-1.592.974;-199.758;-11.156;0;-46.914;-1.850.802;3.028.227;267.901;691.478;-1.094.193;-917.535;-239.869;35.013;222.199;-1.072.728;-2.107.735;920.492;-4.495;915.997;-308.053;-65.236;542.708;-233.300
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2018;875.802;0;2.888.783;711.500;164.941;76.473;4.717.500;-3.123.967;-1.967.851;0;0;-69.270;-5.161.088;-443.588;943.134;8.830;-322.513;-610.850;-195.912;307.522;2.381.456;-428.313;2.083.353;1.639.765;3.634;1.643.399;-180.228;-325.197;1.137.973;-1.196.972
