Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2010;9.417.479;100.111.604;98.939.020;308.226.465;-15.925.728;292.300.737;26.580;4.303.139;2.297.104;-141.134;6.485.690;106.545.378;90.207.400;26.962.661;730.969.969;2.297.104;728.672.865
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2010;9.628.595;77.840.981;133.848.600;231.080.888;-18.845.452;212.235.436;2.606.275;73.433.411;38.460.500;-2.552.632;111.947.554;92.991.871;89.373.163;30.908.167;758.774.368;38.460.500;720.313.868
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2010;15.625.619;73.143.092;109.438.543;197.019.782;-14.152.429;182.867.353;211.772;30.645.409;14.603.592;-1.439.902;44.020.871;54.801.671;67.890.999;29.416.874;577.205.022;14.603.592;562.601.430
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2010;8.008;10.113.958;39.157.786;176.957.171;-2.629.389;174.327.782;0;0;0;0;0;12.315.362;193.067.936;91.863.333;520.854.166;0;520.854.166
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2010;3.490.993;12.207.242;108.575.273;175.783.675;-11.146.174;164.637.501;0;0;0;0;0;29.225.474;77.025.222;6.250.785;401.412.490;0;401.412.490
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2010;4.375.315;21.057.979;68.032.725;141.781.264;-7.749.650;134.031.614;239.090;20.094.894;9.804.968;-573.990;29.564.962;56.612.705;42.176.878;30.014.946;385.867.124;9.804.968;376.062.156
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2010;1.926.718;12.007.258;17.372.132;40.194.314;-1.963.057;38.231.257;22.850;5.678.632;2.607.761;-108.528;8.200.714;19.961.040;25.625.022;3.969.701;127.293.842;2.607.761;124.686.081
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2010;150.621;15.001.911;25.163.000;51.953.536;-1.015.305;50.938.231;13.172;6.888.272;2.923.626;-100.183;9.724.888;5.514.511;6.960.050;211.632;113.664.844;2.923.626;110.741.218
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2010;574.816;17.547.401;11.644.569;30.578.138;-624.134;29.954.004;277.309;9.047.384;5.728.536;-153.810;14.899.420;4.205.933;1.594.362;1.605.048;82.025.553;5.728.536;76.297.016
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2010;723.621;12.917.101;15.035.765;10.829.405;-1.617.201;9.212.204;648;121.242;26.452;-1.102;147.240;13.336.712;2.129.911;929.911;54.432.465;26.452;54.406.014
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2010;716.786;18.497.011;19.603.183;3.782.342;-80.668;3.701.674;0;0;0;0;0;5.335.606;176.665;593.599;48.624.525;0;48.624.525
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2010;403.281;2.340.989;8.517.132;16.537.615;-1.058.723;15.478.892;84;132.264;53.078;-8.914;176.512;1.697.292;3.185.615;596.577;32.396.290;53.078;32.343.212
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2010;137.626;4.732.976;5.110.272;776.663;-4.991;771.673;0;0;0;0;0;19.910.732;297.042;27.830;30.988.151;0;30.988.151
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2010;517.740;13.553.018;4.544.241;2.440.749;-238.354;2.202.396;0;0;0;0;0;3.216.709;48.856;391.969;24.474.929;0;24.474.929
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2010;82.391;3.872.110;7.766.766;10.715.839;-580.934;10.134.904;0;0;0;0;0;1.450.760;284.730;192.056;23.783.716;0;23.783.716
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2010;47.909;1.034.024;3.567.977;6.148.775;-211.053;5.937.723;15.646;268.607;550;0;284.803;10.869.436;142.102;388.274;22.272.247;550;22.271.696
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;12/2010;20.890;389.092;0;16.094.866;-538.046;15.556.820;10.461;3.195.723;1.803.082;-129.298;4.879.968;1.254.256;243.904;163.209;22.508.138;1.803.082;20.705.056
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2010;184.207;2.080.131;874.888;11.304.231;-399.143;10.905.088;2.370;515.962;82.079;-6.958;593.453;1.869.826;265.428;198.494;16.971.515;82.079;16.889.436
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;12/2010;8.683;799.577;1.608.109;6.290.603;-929.547;5.361.057;16.118;1.794.940;752.482;-48.681;2.514.860;2.821.924;305.344;151.795;13.571.349;752.482;12.818.867
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2010;13.889;10.773;9.650.413;145.318;0;145.318;0;0;0;0;0;2.744.462;1.625;67.222;12.633.702;0;12.633.702
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;12/2010;37.533;3.924.266;2.882.190;5.286.428;-5.174;5.281.254;0;0;0;0;0;56.304;266.790;77.701;12.526.038;0;12.526.038
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2010;7.498;131.122;4.333.993;5.424.454;-87.393;5.337.061;17.750;1.032.371;506.196;-12.405;1.543.912;561.124;66.087;254.532;12.235.328;506.196;11.729.132
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;12/2010;85.619;1.188.019;651.697;8.049.620;-429.034;7.620.586;1.604;213.962;91.950;-15.644;291.871;1.148.570;565.244;73.890;11.625.496;91.950;11.533.546
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;b1;;I;2;BRASILIA;DF;12/2010;9.657;2.144.574;4.767.557;3.345.334;-19.697;3.325.637;0;0;0;0;0;196.714;245.431;67.787;10.757.356;0;10.757.356
