Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;06/2015;63.836.452;147.306.118;33.337.348;193.149.265;6.318.119;443.947.302;343.952.157;18.526.015;132.372.288;2.705.331;32.960.163;504.833;187.068.630;115.430.297;1.090.398.385;2.813.967;206.699.929;1.299.912.282;414.390;72.534.473;1.372.861.145
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;06/2015;53.530.339;113.974.325;27.032.650;89.910.492;562.799;285.010.605;307.461.095;12.475.163;7.611.606;7.383.338;21.165.103;3.548.151;52.183.361;91.529.716;736.184.777;24.038.478;253.344.463;1.013.567.718;1.441.925;105.888.081;1.120.897.723
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;06/2015;27.781.094;232.117.335;2.423.723;154.940.229;9.223.919;426.486.300;176.283.465;105.119.362;2.025.161;41.854.695;12.654.804;629.719;162.283.740;200.430.851;965.484.356;73.985;127.165.644;1.092.723.984;0;26.436.921;1.119.160.905
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;06/2015;0;0;0;0;15.774.553;15.774.553;11.220.014;0;4.285.189;0;24.993.542;0;29.278.731;536.886.090;593.159.388;3.600.892;276.663.945;873.424.225;0;38.028.606;911.452.831
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;06/2015;26.313.956;91.008.482;731.029;79.024.902;56.578;197.134.948;270.471.993;17.424.426;8.652.898;64.745.321;8.111.984;602.556;99.537.185;61.351.654;628.495.781;5.582.820;123.332.095;757.410.696;373.141;86.985.278;844.769.114
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;06/2015;14.688.276;36.595.391;2.988.557;89.549.505;177.590;143.999.319;127.030.412;24.479.630;2.103.130;50.546.469;11.909.680;1.457.488;90.496.396;45.277.330;406.803.458;12.676.420;123.360.488;542.840.366;418.522;63.111.486;606.370.373
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;06/2015;380.946;0;903.108;15.814.035;0;17.098.089;49.602.400;685.624;2.078.463;11.429.774;8.124.985;38.007;22.356.851;7.470.282;96.527.623;36.947.966;29.402.785;162.878.374;172.967;16.296.981;179.348.322
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;06/2015;11.356.136;6.111.228;1.110.556;35.536.657;281.989;54.396.565;2.553.168;3.485.845;2.106.899;36.305.053;1.804.046;0;43.701.842;11.406.088;112.057.663;6.507.231;48.546.733;167.111.628;0;9.680.727;176.792.355
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;06/2015;510.772;1.616.921;1.458.993;6.627.517;141;10.214.344;62.483.011;2.618.778;5.125.575;12.896.683;2.981.412;1.512.985;25.135.433;16.991.794;114.824.583;5.801.280;12.619.540;133.245.402;31.593;9.326.388;142.603.383
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;06/2015;78.453;0;1.771.197;3.184.258;0;5.033.908;27.936.713;426.619;3.050.264;13.017.719;7.196.608;281;23.691.491;6.819.948;63.482.060;1.647.822;30.499.283;95.629.165;31.125;7.847.067;103.507.357
