Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;12/2014;1.327.429.074;688.036.964;1.257.154.081;1.050.086.203;70.274.993;5.825.116;5.529;1.505
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;12/2014;1.117.943.423;447.449.245;1.015.609.277;773.443.281;102.334.146;10.211.968;3.938;948
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;12/2014;1.064.749.458;605.023.197;1.038.526.693;912.739.354;26.222.766;3.702.318;3.393;816
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;12/2014;877.219.351;343.765.236;846.481.857;582.292.766;30.737.494;3.122.228;4;0
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;12/2014;862.756.007;346.438.936;781.234.838;662.134.197;81.521.170;7.874.265;4.675;1.272
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;12/2014;591.553.339;245.376.684;532.792.404;369.185.638;58.760.936;1.248.197;2.743;1.164
HSBC - PRUDENCIAL;1000080525;b1;;C;3;CURITIBA;PR;12/2014;166.989.011;66.174.270;157.253.278;108.898.253;9.735.733;-529.359;856;455
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;12/2014;150.292.533;19.341.167;135.613.667;83.899.701;14.678.867;1.561.384;13;0
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;12/2014;140.605.802;55.461.856;131.872.247;115.042.984;8.733.555;830.183;110;6
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;12/2014;99.888.365;54.135.046;92.334.491;61.372.018;7.553.875;210.010;111;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;12/2014;61.173.091;16.826.314;54.466.354;30.550.508;6.706.737;17.268;134;19
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;12/2014;59.618.019;30.486.981;53.946.845;45.468.743;5.671.174;463.731;529;208
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;12/2014;39.030.628;1.576.012;35.272.292;20.921.354;3.758.337;90.992;8;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;12/2014;38.204.992;13.213.985;34.837.183;18.912.689;3.367.809;421.338;292;4
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;12/2014;34.209.292;6.456.026;30.792.248;18.901.577;3.417.044;46.498;10;0
