Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2017;61.309.270;154.516.749;19.648.913;195.013.652;6.647.959;437.136.543;423.555.023;18.479.825;94.472.979;3.770.849;17.584.968;128.642;134.437.264;101.042.498;1.096.171.327;1.719.627;216.768.619;1.314.659.573;415.661;82.575.294;1.397.650.527
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2017;58.218.268;112.492.139;2.130.947;188.910.746;462.018;362.214.119;339.394.386;19.178.570;16.022.685;28.184.932;38.815.629;4.440.469;106.642.285;63.916.503;872.167.292;21.562.404;261.170.002;1.154.899.698;1.974.452;136.893.627;1.293.767.778
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2017;28.144.128;267.000.613;648.582;204.739.737;10.412.912;510.945.971;157.043.787;89.327.134;188.968;35.671.081;13.102.806;718.784;139.008.774;263.420.488;1.070.419.021;1.157.248;169.087.809;1.240.664.077;0;30.309.042;1.270.973.120
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2017;30.093.117;98.223.969;1.560.807;130.697.012;502.969;261.077.874;267.341.606;28.543.823;7.472.020;109.139.048;2.895.301;311.975;148.362.166;52.069.530;728.851.176;14.558.350;164.803.176;908.212.703;378.698;110.318.664;1.018.910.065
BNDES - PRUDENCIAL;1000081847;b4;S2;I;1;RIO DE JANEIRO;RJ;09/2017;0;0;0;0;11.837.041;11.837.041;5.186.791;0;3.009.326;0;19.135.436;0;22.144.763;437.116.895;476.285.490;1.024.227;331.691.522;809.001.239;0;59.574.886;868.576.125
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2017;15.722.379;38.570.220;2.382.070;147.682.739;274.435;204.631.843;141.531.496;26.800.423;8.401.546;37.555.984;2.700.005;2.684.842;78.142.799;42.807.443;467.113.581;18.839.414;125.133.983;611.086.977;505.519;64.862.799;676.455.296
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2017;464.236;1.634.569;275.110;12.044.084;144;14.418.143;55.552.301;978.490;6.501.518;17.260.556;362.782;12.677.401;37.780.746;12.168.535;119.919.726;2.677.338;15.329.895;137.926.958;43.376;9.988.787;147.959.122
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2017;329.482;0;227.304;8.344.447;0;8.901.234;27.745.409;895.896;558.321;4.282.054;1.558.922;61.683;7.356.877;4.001.308;48.004.827;15.269.477;31.135.987;94.410.291;101.144;18.560.681;113.072.116
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2017;63.715;0;2.184.739;7.696.437;0;9.944.891;26.288.583;617.116;2.061.266;21.259.967;892.073;9.296;24.839.718;4.467.901;65.541.093;2.659.708;22.212.058;90.412.859;38.713;8.544.132;98.995.704
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2017;3.962.473;896.011;5.701;14.407.414;118.583;19.390.181;9.519.665;544.576;0;1.931.926;0;653.611;3.130.114;11.245.513;43.285.472;2.298.693;20.633.762;66.217.926;31.681;8.736.645;74.986.252
