Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2017;13.480.556;373.002.956;134.497.854;579.764.883;-35.444.029;544.320.854;244.704;349.357;195.504;-20.503;769.063;191.354.006;76.086.677;34.606.105;1.368.118.070;195.504;1.367.922.566
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2017;18.668.746;265.157.372;259.495.552;423.637.311;-33.547.509;390.089.801;6.644.235;3.082.607;2.001.057;-378.974;11.348.924;198.005.164;135.852.858;47.604.852;1.326.223.268;2.001.057;1.324.222.212
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2017;11.451.848;144.232.795;187.183.035;695.150.457;-36.915.441;658.235.016;0;0;0;0;0;83.065.862;163.803.286;13.518.072;1.261.489.914;0;1.261.489.914
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2017;14.873.276;154.342.659;242.262.702;321.733.318;-34.432.755;287.300.564;57.581;3.876.128;1.683.851;-146.811;5.470.749;144.048.267;73.042.829;70.655.129;991.996.174;1.683.851;990.312.323
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2017;490;112.548.040;154.404.221;319.837.380;-11.584.342;308.253.038;0;0;0;0;0;37.689.603;241.103.567;13.518.101;867.517.060;0;867.517.060
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2017;11.233.172;46.690.649;167.860.689;221.663.469;-16.366.843;205.296.626;21.336;4.712.601;2.138.695;-72.436;6.800.195;149.225.970;84.823.787;13.193.085;685.124.174;2.138.695;682.985.479
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2017;599.057;37.044.949;42.317.105;50.564.285;-2.477.386;48.086.899;45.580;1.835.166;900.607;-36.284;2.745.070;12.609.395;5.397.054;4.153.755;152.953.284;900.607;152.052.676
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2017;4.308.117;27.788.036;40.392.446;13.548.163;-733.693;12.814.471;0;1.214;0;0;1.214;29.634.541;1.817.949;9.439.274;126.196.048;0;126.196.048
CIELO - PRUDENCIAL;1000084710;n4;;I;2;BARUERI;SP;12/2017;322.884;437.785;5.269.485;0;0;0;0;0;0;0;0;13.188.676;64.981.454;11.739.671;95.939.956;0;95.939.956
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2017;296.381;14.537.305;22.235.522;44.450.147;-2.917.542;41.532.605;2.995;245.567;1.112;-1.401;248.273;12.162.534;227.671;1.854.160;93.094.450;1.112;93.093.338
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;12/2017;801.668;612.244;24.188.594;28.490.034;-2.674.934;25.815.100;311;93.479;49.644;-5.973;137.462;7.895.545;12.386.556;1.552.782;73.389.951;49.644;73.340.306
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;12/2017;431.823;13.536.409;22.176.841;7.922.098;-352.145;7.569.953;2.446;68.351;21.885;-2.863;89.820;13.955.428;3.668.983;312.337;61.741.594;21.885;61.719.709
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;12/2017;161.518;12.931.084;26.859.539;10.044.514;-945.061;9.099.454;0;0;0;0;0;4.194.509;616.055;184.779;54.046.937;0;54.046.937
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;12/2017;12.144;14.120.051;12.017.273;3.329.088;-34.822;3.294.266;0;0;0;0;0;2.775.318;11.273.594;172.233;43.664.878;0;43.664.878
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;12/2017;91.307;13.877.377;4.169.711;8.475.525;-3.021;8.472.504;0;0;0;0;0;1.537.615;13.004.194;120.118;41.272.827;0;41.272.827
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S2;C;3;SAO PAULO;SP;12/2017;2.019.633;16.427.701;11.605.445;4.489.413;-433.513;4.055.900;0;0;0;0;0;4.427.975;3.814;313.926;38.854.395;0;38.854.395
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;12/2017;79.091;3.769.848;4.492.874;11.513.146;-391.372;11.121.774;0;0;0;0;0;16.909.465;360.752;131.785;36.865.590;0;36.865.590
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;12/2017;151.700;21.665.831;5.312.001;1.014.264;-2.322;1.011.942;0;0;0;0;0;6.459.158;55.344;111.221;34.767.198;0;34.767.198
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;12/2017;18.175;6.762.988;7.707.888;10.779.633;-308.096;10.471.537;0;0;0;0;0;3.401.321;357.337;49.189;28.768.435;0;28.768.435
PAN;1000080257;b1;S3;C;2;SAO PAULO;SP;12/2017;10.714;1.032.983;1.640.540;17.521.697;-1.132.913;16.388.784;15;1.475;1.267;-46;2.711;5.754.585;531.387;547.229;25.908.932;1.267;25.907.665
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;12/2017;115.782;4.477.015;1.403.801;11.616.359;-676.636;10.939.722;22.090;567.720;62.075;-13.149;638.737;5.654.675;367.599;854.004;24.451.335;62.075;24.389.260
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;12/2017;339.572;2.353.052;1.882.679;14.946.854;-651.463;14.295.391;0;0;0;0;0;3.694.781;875;20.272;22.586.622;0;22.586.622
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;12/2017;150.168;8.112.087;8.574.810;3.513.017;-283.114;3.229.903;46;20.527;8.248;-492;28.329;874.330;1.307.457;315.453;22.592.538;8.248;22.584.290
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;12/2017;19.776;4.243.752;3.134.203;706.680;-12.416;694.264;0;0;0;0;0;12.556.573;8.495;63.739;20.720.802;0;20.720.802
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;12/2017;260.631;10.722.493;5.984.677;713.056;-128;712.928;0;0;0;0;0;1.030.996;827.398;44.959;19.584.081;0;19.584.081
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;12/2017;93.107;249.500;8.649.042;6.377.824;-363.984;6.013.840;181;65.953;35.087;-21.308;79.912;3.896.959;365.391;85.295;19.433.045;35.087;19.397.959
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;12/2017;23.305;1.463.421;1.329.147;613.852;-128.854;484.998;0;0;0;0;0;14.180.090;1.969;1.978;17.484.908;0;17.484.908
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;I;1;PORTO ALEGRE;RS;12/2017;5;775.345;2.226.732;13.942.500;-518.585;13.423.915;0;0;0;0;0;680.818;43.937;28.999;17.179.751;0;17.179.751
