Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2012;31.847.564;7.990.667;12.815.083;-523.251;586.551;2.122.205;54.838.818;-18.499.429;-1.926.601;-7.103.915;0;-11.864.913;-39.394.858;15.443.961;5.307.624;2.943.048;-5.779.454;-7.667.687;-1.777.543;3.820.473;6.125.338;-11.033.987;-8.062.189;7.381.772;283.173;7.664.945;506.270;-1.222.330;6.948.886;-2.206.749
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2012;25.256.200;4.708.811;13.882.134;-927.987;458.646;1.558.827;44.936.631;-17.528.445;-1.659.917;-4.151.322;0;-6.936.060;-30.275.745;14.660.886;3.702.797;2.706.063;-5.191.182;-6.945.319;-1.512.424;3.098.152;1.448.755;-6.810.852;-9.504.009;5.156.877;-171.538;4.985.339;777.909;0;5.763.247;-1.712.807
BB;49906;b1;;C;1;BRASILIA;DF;12/2012;30.002.782;402.583;11.427.138;-385.332;255.820;2.471.783;44.174.773;-22.325.400;-2.192.260;-308.033;0;-5.738.719;-30.564.412;13.610.362;5.568.862;3.251.738;-7.961.304;-6.757.157;-1.689.974;691.464;4.942.036;-3.023.908;-4.978.242;8.632.119;1.174.437;9.806.556;-2.101.472;-869.863;6.835.222;-1.663.098
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2012;17.993.809;0;9.446.739;-527.229;16.805;2.663.965;29.594.089;-13.659.699;-3.196.811;0;0;-4.044.925;-20.901.435;8.692.654;6.238.985;1.192.350;-7.300.019;-4.149.665;-1.006.267;44.067;4.045.382;-5.623.305;-6.558.471;2.134.183;-18.139;2.116.045;1.760.236;-656.574;3.219.706;-554.386
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2012;20.187.997;2.203.123;5.992.239;-27.949;0;1.207.535;29.562.946;-9.836.769;-429.235;-2.867.525;-86.649;-6.331.623;-19.551.802;10.011.144;3.546.513;1.501.645;-3.268.577;-6.134.104;-1.532.950;95.996;2.697.128;-6.556.425;-9.650.775;360.369;1.228.513;1.588.882;159.664;-401.222;1.347.324;-471.072
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2012;16.067.823;0;7.630.154;-423.976;0;0;23.274.001;-753.562;-15.292.061;0;-1.720;-100.294;-16.147.637;7.126.364;108.150;0;-345.116;-154.570;-343.267;1.073.472;209.515;-736.486;-188.302;6.938.062;-3.647;6.934.415;-1.417.284;-77.147;5.439.984;0
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2012;4.969.450;691.905;1.968.346;-203.153;378.852;376.658;8.182.058;-2.842.228;-336.592;-577.446;0;-1.770.474;-5.526.739;2.655.319;471.854;761.077;-1.424.282;-2.169.388;-296.014;325.645;1.402.873;-940.931;-1.869.166;786.153;-29.763;756.390;39.029;-173.366;622.052;-310.000
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2012;4.811.550;1.001.808;2.559.754;-457.487;54.959;66.066;8.036.650;-3.812.389;-307.210;-1.039.140;0;-2.397.871;-7.556.609;480.041;268.899;273.913;-499.315;-812.507;-209.078;40.236;452.903;-1.257.647;-1.742.596;-1.262.555;-67.110;-1.329.665;660.910;-186.857;-855.612;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2012;2.827.919;1.397.728;1.491.220;-171.039;122.363;60.042;5.728.234;-2.371.485;-300.672;-1.364.318;0;-612.593;-4.649.068;1.079.165;280.192;107.356;-523.010;-423.989;-147.080;101.624;686.302;-152.733;-71.336;1.007.829;-6.542;1.001.288;-317.064;0;684.223;-346.756
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2012;266.110;0;3.465.847;-208.782;0;21.925;3.545.100;-1.935.133;-631.193;0;-1.411;-119.539;-2.687.277;857.823;1.173.556;16.502;-430.926;-325.898;-121.284;-64.742;830.222;-80.342;997.088;1.854.911;-11.867;1.843.044;-418.253;-324.239;1.100.552;-220.000
